--
-- author: haosun
   [111800] = "「西格莉德，我没办法分得很清楚——这份想要保护亡灵的心情，究竟是出于对姐姐的拙劣模仿，还是发自真心的想法，但我知道自己现在想要救他们，想要保护亡灵死后往生的权利。」",
   [111810] = "「不自量力也给我有个限度，你只是区区人类罢了！！」",
   [111820] = "「……因为是人类就什么都做不到吗？那怎么办？神会在这个时候来救他们吗？恶魔会在这个时候因为怜悯放过他们吗？」",
   [111830] = "「……」",
   [111840] = "「盖德尔，告诉我，要怎么才能救那些亡灵？你刚才只是说你救不了他们，并没有说他们无法得救。」",
   [111850] = "杖头闪烁了一下，微光融入妮蔻拉丝的身体。",
   [111860] = "「……咏唱这段咒语吧，如果你拯救这些亡灵的心意是真实的，那这个魔法就能成功。」",
   [111870] = "挺直脊背，握紧法杖，将方才涌入脑袋的咒文念出。",
   [111880] = "「自幽冥嗤笑诞生的慈爱，」",
   [111900] = "「自光明无视衍生的愤怒，」",
   [111920] = "「只为庇护我等同胞而行——」",
   [111930] = "「死亦为生！」",
   [111940] = "无数冥蛾涌出，向四面八方飞速扩散着，鳞粉落到了那些亡灵身上，意欲攻击的恶魔便突地收了手，迅速离去了。尚未受到伤害的亡灵立刻登上渡过冥河的渡船，前往彼岸的轮回审判之地。",
   [111950] = "「（呢喃）刚才竟然一瞬间以为她和摩耳塔姐姐的样子重合了，真是的，这怎么可能……」",
   [111960] = "「（呢喃）……诶？法杖上的气息变强了，可以看到过去了？」",
   [111970] = "「……………………」",
   [111980] = "「怎么、怎么会……偏偏是你、是你害了她……？」",
   [111990] = "「C-8《铿然断绝》战前对话」",
   [112000] = "「西格莉德，我救下他们了！我做到了！就算我是个人类，我也成功庇护了他们！！」",
   [112010] = "「……」",
   [112020] = "「我知道你是不想我陷入危险才一直阻止我的。可是他们挣扎着的样子让我想起以前的自己，在生死边缘挣扎的自己……是姐姐握住了我的手，让即将死去的我活了下来。」",
   [112030] = "「我无法将他们从死亡中拯救出来，所以至少，我想让他们平安地走向新生。就像姐姐以前救助我那样……」",
   [112040] = "「……姐姐，你在说，姐姐？」",
   [112041] = "魔女抬起头来，金色的瞳眸直直钉向妮蔻拉丝，紧抿着唇，身体细微地颤动着。然而沉浸在喜悦情绪中的妮蔻拉丝，并没有察觉到西格莉德的异样。",
   [112050] = "「嗯！而且我刚才使用引魂法杖的时候，还感觉到了姐——」",
   [112060] = "「你竟然，还敢提姐姐？」",
   [112070] = "「诶、诶？！西格莉德？？」",
   [112080] = "「你这个害得摩耳塔姐姐消失的罪人，还真敢一次又一次不知羞耻地提她的名字？！！！」",
   [112090] = "「你在……说什么……？」",
   [112100] = "「你还敢装不知道！都是你诅咒了她！！才会害得她灵魂破碎！！」",
   [112110] = "「我没有！！我怎么可能会去诅咒姐姐？！！」",
   [112120] = "「那我看到的又算什么？！！她就是在你的面前承受着被诅咒的痛苦直至消失的！！！」",
   [112130] = "「我不记得，我根本不知道有这回事！！」",
   [112140] = "「她的灵魂还有部分融入了你的身体，姐姐……是因为你才消失的！！」",
   [112150] = "「不……不是这样的，我不知道……」",
   [112160] = "「姐姐就不该将你从应当死亡的命运中拯救出来……玛丽大人的预言果真没错，试图反抗的我从一开始就错得彻底……」",
   [112170] = "「预言……什、什么预言？」",
   [112180] = "西格莉德没再理会妮蔻拉丝，极速向着上方飞去，很快便完全消失在了妮蔻拉丝的视野中。",
   [112190] = "「怎么、为什么……会是这样……？」",
   [112200] = "「诅咒？灵魂破碎？姐姐是因为我才消失的……？我，我……」",
   [112210] = "「刚才你使用引魂法杖的时候，老夫确实感受到法杖上那股气息有部分和你融为了一体……」",
   [112220] = "「这我也知道……我现在能隐隐感觉到之前西格莉德所说的，姐姐的气息了，我本来还想告诉她……」",
   [112230] = "「托你刚才催动引魂法杖的福，老夫现在也算知道了，缠绕着法杖，让老夫的灵魂无法脱身的气息——实质上就是灵魂碎片。」",
   [112240] = "「灵魂碎片……那应该就是姐姐的了……难道真的是我……？」",
   [112250] = "「老夫原以为你是个不错的死灵法师，却没想到你连基础都不稳固，呵，果然还是太年轻。」",
   [112260] = "「好好回想一下吧，所谓灵魂碎片，是能这么轻易就被他人吸收的东西吗？」",
   [112270] = "「灵魂碎片、灵魂碎片、吸收……啊！！！」",
   [112280] = "「如非灵魂本体的意愿，灵魂碎片绝不可能融入他人的体内，除非二者实力相差过大——！我、我不可能会比姐姐还强，那就是姐姐自己的意愿……所以这其中一定还有其他的原因！」",
   [112290] = "「个中缘由老夫不感兴趣，老夫现在只想知道你接下来打算做什么——要去追那个非人的小家伙吗？」",
   [112300] = "「西格莉德……她现在一定听不进我的解释。她之前也说在深渊让她很不舒服，暂时还是让她离开深渊吧……」",
   [112310] = "「盖德尔，你刚才说到姐姐的灵魂碎片束缚着你——所以你真正的目的，就是让我将姐姐的碎片完全吸收，从而让你的亡灵得到解放，是吗？」",
   [112320] = "「除了老夫此前不知道这是灵魂碎片外，其他的都很正确——但现在有了新的问题。」",
   [112330] = "「既然是灵魂碎片，且在你刚才使用法杖时才能被你吸收一部分，恐怕剩下的就需要你与法杖建立更深的联系。」",
   [112340] = "「你的意思是——」",
   [112350] = "「你得成为它真正的主人，通过引魂法杖的试炼，成为亡灵引渡人。」",
   [112360] = "「我接受。」",
   [112370] = "「……老夫劝你还是好好考虑，一旦成为亡灵引渡人，此后余生都无法摆脱这一职责，寿命虽会被延长许多，但在老夫看来，这算不得好事。正是因此，老夫才不去寻找继任者。」",
   [112380] = "「你不是应该怂恿我赶快接手的吗？我要是就这么放弃了，你不就无法解脱了？」",
   [112390] = "「呵，亡灵引渡人在老夫看来可不是什么好差事，此前尚且有死之神的庇佑，但近来那护佑已经消失，也是因此，本该超脱生死的老夫才会被杀。至于解脱……对老夫来说也只是快些和慢些的区别罢了。」",
   [112400] = "「死之神……？！盖德尔，护佑消失是什么时候的事？！」",
   [112410] = "「大约是七八年前吧，老夫记得也不是很清楚。」",
   [112420] = "「（呢喃）对上了……就是姐姐消失的时候……果然就是姐姐。」",
   [112430] = "「盖德尔，我很清楚我在做出什么决定——我要成为亡灵引渡人。」",
   [112440] = "「……好吧，既然你如此坚持的话，老夫也没必要继续不讨喜的劝说了。」",
   [112450] = "「……嗯！开始吧，试炼！！」",
   [112460] = "「死灵法师妮蔻拉丝。就让老夫这缕残魂看看，你能否驾驭住我等同胞面对死亡时产生、汇集于此的怨气——往生之怨！」",
   [112470] = "浓郁的怨气自亮起的法杖中蜿蜒而出，汇集交织在妮蔻拉丝的眼前，最终形成了一个巨大的怨灵。它嘶吼着对生者的憎恨与嫉妒，向妮蔻拉丝扑了过去。",
   [112480] = "「我也曾行过死荫的幽谷，区区怨念，不足为惧——」",
   [112490] = "「C-8《铿然断绝》战后对话」",
   [112500] = "扭曲的怨念终于散去，不绝的哭嚎也归于平静，漆黑的装束与弯曲的双角意味着新的亡灵引渡人诞生，亡灵又将在庇护下走向新生。",
   [112510] = "「剩下的灵魂碎片……嗯，都被我好好地吸收了，这样一来，盖德尔你也能解脱——」",
   [112520] = "将视线移到引魂法杖上，点点微光正从引魂法杖中流逝消散，新任亡灵引渡人一看便知，这是寄宿在其中的灵魂即将湮灭的征兆。",
   [112530] = "「我以为，你说的解脱是往生……是不是因为之前为了帮我镇压那些恶魔，还有给我试炼——！」",
   [112540] = "「与你无关，老夫的灵魂本就已经濒临崩溃了，就算不做你说的那些事，在解除束缚后也会消失。」",
   [112550] = "「老夫在这冥河畔，见证了妻女灵魂历经多次轮回后的自然耗尽湮灭，现在终于能追着她们的脚步离开。这对老夫来说，便是最好的解脱。」",
   [112560] = "最后一点光芒彻底消失，引魂法杖中的亡灵已经不复存在。",
   [112570] = "白色的冥蛾再次引魂法杖中飞出，纷纷扬扬地飞离了深渊，去往了世界的每一处有人类的角落，为那些亡灵指引道路。",
   [112580] = "「往日的秩序将重归，我立于死生之地，虔信我们终将重逢。」",
   [112590] = "「当老夫回忆起最开始踏上旅途的那段时光时，不由得感慨，还是太过年少。」",
   [112600] = "「也许我们当初的分道扬镳，也是她所说的，命运早已安排好的戏码。」",
   [112610] = "「一路以来，虽有遗憾，但未曾后悔。只是偶尔会思考，现在的自己，是否离心目中的她更近了一步？」",
   [112620] = "「呵，思考这些大概也是无用的吧。这些不过是亡灵引渡人百年间闲暇时的无聊慨叹罢了。」",
   [112630] = "羽毛笔在纸页上画下最后一个标点，漆黑的亡灵引渡人抬起手，冥蛾便落在了她的手指上。",
   [112640] = "「夜莺森林的信号，圣摩拉——玛丽大人失踪了？」",
   [112650] = "12-1《真正的地狱》战前对话",
   [112660] = "恶魔抛出名为友善的橄榄枝，这之中藏着怎样的毒液，如今唯有先收下，静观其变。",
   [112670] = "雅努西娅的失踪让形势更加严峻，找到玛丽的目标也更为迫切——去神庭救人并非易事，只能与玛丽汇合后再做打算。而两个恶魔就此达成了可能会颠覆深渊的合作……我们的闯入，似乎在深渊先觉的引导下将要促成某种历史的诞生。",
   [112690] = "离开了地狱公爵的领地，无边的黑暗逐渐散去，无须冥蛾的微光也可看清眼前的路。",
   [112700] = "「既然同路，便送你们一点小福利吧~~」",
   [112710] = "恶魔停下脚步，随手一挥，半空中便出现了诡谲的黑色漩涡，四面八方而来的无数黑暗力量疯狂涌入。漩涡很快变幻出一扇由玫瑰藤蔓缠绕的漆黑巨门，静静漂浮在上方。门在沉闷的吱呀声中缓缓开启……",
   [112730] = "「——通往下层深渊的入口。」",
   [112740] = "「谁知道这是真入口还是假入口——」",
   [112750] = "「但他林算是地狱边境的领主，而找到领主就能找到入口。」",
   [112751] = "「不信算了~~那你们就在这地狱边境慢慢转悠吧，人家可不等你们咯~~」",
   [112760] = "恶魔扔下这句话，身影转眼消失在门内。",
   [112770] = "「她没必要在这个地方骗我们，走吧——」",
   [112780] = "踏入那扇漂浮之门的一瞬间，周遭声响戛然而止，一切景象也随踏入门后消失。时空在刹那的静止后又回归如常，耳畔亡灵哭嚎之声重新清晰，但眼前的景象已是截然不同——",
   [112800] = "「这里就是……」",
   [112810] = "「深渊第一层，<color=#93BCFFFF>色欲界</color>。地狱边境不过是人界与深渊的夹缝，这里——才是真正的深渊。」",
   [112811] = "「好好享受这趟深渊之旅吧——当然，前提是你们没有不幸地被恶魔吃掉~~」",
   [112820] = "「不过呢，为了表达人家的一点小诚意~~至少在这一层——我可以保证你们的安全。」",
   [112830] = "一片荒芜冰原，点缀着毫无生气的枯树冰藤，来自深渊的寒风冰冷刺骨，令人不适。",
   [112840] = "「这里好大的风啊！！！」",
   [112850] = "「喵喵喵啊啊啊啊啊啊啊？？！！！」",
   [112860] = "「安利丝——————！！！」",
   [112870] = "突如其来的一阵狂风直接把重量最轻的黑猫席卷而起，安娜眼疾手快地拽住了猫尾巴。",
   [112880] = "「疼疼疼不要抓尾巴！快松手！！不不不别松手！！！喵喵喵我要被刮走啦！！！！」",
   [112890] = "「………………」",
   [112900] = "指尖跃动起金色的魔法光点，扬手洒在了黑猫身上。黑猫的身体立刻从半空掉了下来，被少女稳稳接住。",
   [112920] = "「呼——吓我一跳。你平时吃那么多，结果被风一吹居然原地起飞了？」",
   [112930] = "「你才起飞呢！！不对我平时哪有吃很多！明明全是你吃的！」",
   [112940] = "「闭嘴吧臭猫——还不好好谢谢导师大人？不然你早就被吹跑了！」",
   [112950] = "「喵喵喵！！！那也怪你！连最简单的定身魔法都不会！！还要导师大人出手！！」",
   [112960] = "「……咳咳，没事。」",
   [112970] = "「不过这里为什么会刮这么大的风啊？而且刚才我拉安利丝的时候感觉有什么在拽着不放！！那风里好像有什么东西？？？」",
   [112980] = "「是亡灵——被狂风撕扯永无宁日，便是灵魂在这一层所受的刑罚。」",
   [112990] = "「刑罚？他们是犯了什么罪要受这样的刑罚啊？？」",
   [113000] = "「色欲地狱还能因为什么罪呢？不就是沉迷美色、放纵欲望咯~~这些狂风就是为了惩罚他们体内无法克制的欲望之火——」",
   [113010] = "刚说到此处，一个狂奔的亡灵出现在眼前，其后有只恶魔紧追不舍。",
   [113020] = "「救、救救我，它要吃了我！！谁来救救我……」",
   [113030] = "「那个亡灵有危险！我去救她！！」",
   [113040] = "「安娜！你等……唉。导师大人，我们——？」",
   [113050] = "「去吧，这是一个了解这层深渊的机会，为之后可能发生的一切做准备——」",
   [113060] = "12-1《真正的地狱》战后对话",
   [113070] = "「没事了没事了~~我们已经把恶魔打败了！」",
   [113080] = "「谁、谁要你们来多管闲事！」",
   [113090] = "「刚刚不是你让人来救你吗？？？」",
   [113100] = "「哼，你们坏了我的好事，下次不要让我再见到你们！」",
   [113110] = "亡灵瞪了众人一眼，愤怒离开。",
   [113120] = "「这家伙是怎么回事？？要是我们不救她，她就被恶魔吃掉了！」",
   [113130] = "「被救后反倒恶言相向的亡灵，老夫也是第一次见……」",
   [113140] = "「有些古怪——」",
   [113150] = "正在众人疑惑之时，又有一个亡灵朝我们走来，但他看起来似乎友善很多。",
   [113160] = "「你们好，我叫阿梅尔，请问一下……」",
   [113170] = "「等等！亲爱的~~你再说一遍——你叫什么名字？」",
   [113180] = "「我、我叫阿梅尔……小姐，据我所知，‘亲爱的’这个称呼只用在亲密的人类身上，你这样的称呼是否太过……太过热情？」",
   [113190] = "「不必理会，她一向如此——你刚刚想问什么？」",
   [113200] = "「我想问你们刚才是否听到此处有人在呼救？」",
   [113210] = "「确实听到了，你认识她？」",
   [113220] = "「不认识，我只是听到声音赶来，可是却没有看到她……难道她已经被恶魔？！」",
   [113230] = "「没有没有！！我们救了她，不过那个无礼的家伙谢都没谢，还抱怨了几句就走掉了~~」",
   [113240] = "「太好了，幸好她没有遭到恶魔的毒手……不过此处还是过于危险，我必须尽快找到她！她往哪里去了？」",
   [113250] = "妮蔻拉丝用法杖指了指亡灵离去的方向。",
   [113260] = "「倒没想到深渊竟有如此热心的亡灵——」",
   [113270] = "「阁下的话我听不懂，但我身为神使，就有保护人类的职责——多谢，再会。」",
   [113280] = "众人在震惊中目送亡灵远去，安娜率先打破了沉默。",
   [113290] = "「他刚刚说他是什么？？？？？」",
   [113300] = "「神使……」",
   [113310] = "「他的言行举止的确很像神使喵，可是……」",
   [113320] = "「老夫以亡灵引渡人的名誉担保，他绝对是亡灵——」",
   [113330] = "「或许是神使死后变成的亡灵？」",
   [113340] = "「不可能。神使死后是不会进入深渊的——」",
   [113350] = "「那就是……这一层的亡灵都被风吹傻了？？？」",
   [113360] = "「小魔女可别瞎说~那些风可没有被赋予这种能力~~色欲领主到底在搞什么鬼——」",
   [113370] = "「等等，色欲界的领主，不是早就离开深渊了吗？」",
   [113380] = "「哦？导师大人连这都知道？」",
   [113390] = "「咳……我知道得也不多。只是听说掌管色欲的原魔早在几百年前便脱逃深渊，逻各斯为此还派出神使去追捕原魔，以防他扰乱人界——后来那位神使任务失败回到神庭，而色欲原魔终究没有被抓回……」",
   [113410] = "「可惜这次导师大人只说对了一半~~色欲界的领主不是一个，而是一对——」",
   [113420] = "「……一对？」",
   [113430] = "「他们是一体双生的原魔，在漫长岁月中渐渐分裂成了一男一女——他们生于欲望，互相依存，几百年来纠缠在一起，从未分开……」",
   [113450] = "「终于有一天，其中一个从亡灵那里得知了深渊之外丰富多彩的世界，诞生了更高的欲望，决定离开深渊出去逛逛~~而神庭听闻此事，便派出神使追捕。」",
   [113470] = "「你的意思是，色欲界还留有一位领主？」",
   [113480] = "「没错。不过时间已经过去很久了，这里发生了一些有趣的变化——之前那句话我收回~~」",
   [113490] = "「什么？哪句？？」",
   [113510] = "「保证你们在这一层的安全那句~~因为深渊本就没有什么真正的安全之地——」",
   [113520] = "12-2《幻境》战前对话",
   [113530] = "虽然那两个亡灵的行为令人很是费解，不过此行主要目的是寻找玛丽，只能压下疑惑继续前进。",
   [113540] = "「天都黑了，我得尽快赶回去！」",
   [113550] = "自言自语的男性亡灵行色匆匆地经过众人身边，丝毫没有停留。",
   [113560] = "「他嘀嘀咕咕地在说什么呢？深渊难道还有天亮的时候？？？」",
   [113570] = "「有点奇怪，先跟上观察看看——」",
   [113580] = "于是众人跟在了那个亡灵身后，没过多久他便遇上了另一个亡灵。二人并没有立刻说话，被众人跟随的那个家伙突然转身、抬手、轻推，做了一个类似关门的动作后，这才开口——",
   [113590] = "「你怎么起来了，快回床上躺着，你的伤还没好！」",
   [113600] = "「你看，我买回了蜂蜜面包，是你最爱吃的——」",
   [113610] = "「蜂蜜面包？！好巧，我也最喜欢吃~~」",
   [113620] = "「你最爱吃的不是蛋糕吗？又换啦？」",
   [113630] = "「都、都是我最喜欢吃的！！」",
   [113631] = "安利丝翻了个白眼，没再继续接安娜的话茬。",
   [113640] = "「奇怪，这里明明什么都没有，他们的表现却像是住在一间屋子里……」",
   [113650] = "「而且他并没有拿出任何东西，深渊的亡灵也不需要吃人类的食物——」",
   [113660] = "「如果老夫没猜错的话，这恐怕是……」",
   [113670] = "「幻境——」",
   [113680] = "「阿梅尔，你对我真好，从来没有人对我这么好过……」",
   [113690] = "「诶？？他也叫阿梅尔？？」",
   [113700] = "「嘘，安娜，先别打断，看看他们要说什么——」",
   [113710] = "于是众人不再说话，场中的两个亡灵继续旁若无人地进行着他们的故事——",
   [113720] = "「身为神使，守护你、以及你们人类，是我的职责所在——」",
   [113730] = "「对啊，你是那来自圣洁神庭的神使，而我只是一个再普通不过的人类女子……你救我，也不过是因为自己的职责罢了……」",
   [113740] = "「阿梅尔，我在这段时间总是会想，如果你不是神使，该有多好。可如果你不是神使，也许你就不会救我……我也没法见到你了。」",
   [113750] = "「就算我不是神使，只是普通人类，我也会救你的！」",
   [113760] = "「能听到你这么说，即使是假设，我也非常高兴……」",
   [113770] = "「高兴？为什么？无论是谁，都愿意去保护你这样善良的人。」",
   [113780] = "「我并不是因为得救而开心，而是因为拯救我的是你，才会如此欣喜……」",
   [113790] = "听到她这么说，「阿梅尔」愣怔着，低下了头，神色有几分羞赧。",
   [113800] = "「但你还是会走……阿梅尔，你是神使，你有属于自己的使命……」",
   [113810] = "「我、我向你承诺，等你的灵魂脱离肉体的束缚，我会第一个来接你，神庭对你来说不再会遥远。如、如果你想的话，我还可以带你去帕拉迪斯圣屿……那个神庭最美的地方——」",
   [113811] = "「帕拉迪斯圣屿……我很期待。但是比起未来的帕拉迪斯圣屿，我所渴求的，是现在的你——」",
   [113812] = "女性亡灵揽着「阿梅尔」的手，置于怀中，脸颊紧贴着臂膀轻蹭。",
   [113813] = "「很可笑，很狂妄吧？我明知道你不可能放下伟大的神明，却还是期望着哪怕一丝的可能——与你相守。阿梅尔，温柔的阿梅尔，我的阿梅尔……请你诚实地告诉我，你愿意和我在一起吗？」",
   [113815] = "「阿梅尔」犹豫着，非常缓慢地点头，但马上又跟着开口。",
   [113816] = "「但我、我不能枉顾吾神——」",
   [113817] = "拒绝之言正要出口，温热的唇当即封住了他所有的退路。纤细柔软的手指轻巧而娴熟地探入领口，摩挲着无人踏入过的的领地。交缠间的热气令场间之人的喘息急促而沉重，就当界限要破解的那刻——",
   [113818] = "「我们、我们不能——」",
   [113819] = "「嘘……阿梅尔。交给我吧，将一切都交给我吧……」",
   [113820] = "「他们准备干嘛？？？」",
   [113830] = "「导师大人，这么快就要让小魔女们学习这些了吗~~」",
   [113840] = "「哦当然——难得一见的现场教学，可比寻找什么玛丽重要多了~~」",
   [113850] = "第一次感谢恶魔的好心提醒，不得不掐断安娜此刻的好奇心，拉着大家迅速离开此处。",
   [113860] = "但还没走多久，突然传来一阵狼嚎，循声望去，不远处的深渊骑士正朝我们狂奔而来，不过数息便冲至眼前。",
   [113870] = "「好大的胆子 ！竟敢闯入深渊！」",
   [113880] = "「哎呀，今天运气不太好~~」",
   [113890] = "「哼，纵然是深渊恶魔，也不可随意带生者进入深渊，被我撞到确实是你运气不好——」",
   [113910] = "「不不，我是说你运气不好~阁下的地狱工作到此结束了，我代替你们的乌尔王大人特批一个长假，期限是——永远。」",
   [113920] = "12-2《幻境》战后对话",
   [113930] = "「这样的力量……你、果然是你……」",
   [113940] = "骑士惊愕地看着眼前的恶魔，娜塔莉娅面无表情地走过去，踩断了他的咽喉。深渊骑士顿时化作黑烟消失殆尽。",
   [113950] = "「你话太多了——」",
   [113960] = "「为什么不让他把话说完？」",
   [113970] = "「因为人家最讨厌魔鬼了~麻烦解决了，我们继续走吧~~」",
   [113980] = "12-4《决裂》战前对话",
   [113990] = "狂风尖啸之声从未停息，但渐渐已听不到风中灵魂的哀嚎哭泣声。死灵法师的法杖闪过几点幽幽的冷光，很快又沉寂下去。",
   [114000] = "「此处的亡灵气息……非常微弱。老夫的引魂法杖几乎感觉不到灵魂的存在。」",
   [114010] = "「灵魂气息微弱，可不是什么好兆头哦~~」",
   [114020] = "「什么意思？」",
   [114030] = "「因为亡灵数量众多，地狱的每一层、每个角落都有无数的亡灵在受罚，而一旦发生这种大片地带都没有亡灵的情况，就代表此处诞生了新的强大恶魔，起码是米迪亚级或以上~~~因为也只有他们能吞噬如此大量的亡灵——」",
   [114040] = "「所以，这个新生恶魔吞噬了这一片所有的灵魂？」",
   [114050] = "「没错~~导师大人可知道，深渊的恶魔是如何诞生的？」",
   [114060] = "「深渊原生恶魔诞生于黑暗与混沌，吸收了足够的邪恶之气就能凝聚成形，而力量到达一定程度，就会生出自主意识，成为恶魔。还有一类，是人类亡灵积攒了太多的负面能量，灵魂充斥恨意和怨念，失去人性，堕落成恶魔——」",
   [114080] = "「那导师大人觉得，哪一种恶魔更可怕呢？」",
   [114090] = "选择1：原生恶魔。",
   [114100] = "「原生恶魔从最深的黑暗中诞生，本性至邪至恶，而其拥有的力量也皆为禁忌神秘之力——」",
   [114110] = "「若从力量的纯粹程度来看，原生恶魔是最可怕的。」",
   [114120] = "选择2：堕落的亡灵。",
   [114130] = "「人类承袭神之灵降生于世，其灵魂本是至纯至净……」",
   [114140] = "「而恰恰就是这样纯净的灵，堕落之后的力量更为邪恶、可怕——」",
   [114150] = "「我觉得哪一种恶魔都不可怕——最可怕的还是那种说谎话骗人害人的家伙！！」",
   [114160] = "「小魔女的见解倒是有意思~可惜对恶的理解还是不够深刻呢~~~最可怕的恶魔莫过于——以爱的名义，不费吹灰之力，就能教对方心甘情愿地付出一切~~」",
   [114180] = "「说的是你自己吗？」",
   [114190] = "「哎呀人家是那种人吗？人家多单纯善良呀~~」",
   [114200] = "「…………」",
   [114210] = "在众人谈话间，引魂法杖突然光芒大盛。",
   [114220] = "「法杖预警，前方危险——」",
   [114230] = "耀泽过后，眼前再次出现一对亡灵，奇怪的是，恶魔气息在他们身上若隐若现，却一时无法分辨出究竟是哪一个。",
   [114240] = "「两个亡灵？！恶魔在哪儿？？？」",
   [114250] = "「暂时是亡灵，还未彻底堕落为恶魔——」",
   [114260] = "「转变一旦开始，必然会无法控制地吞噬附近所有的灵魂。这些灵魂罪不至死，不能任由恶魔吞噬！况且一个高等级的恶魔出现，对我们可没好处——」",
   [114270] = "「但现在无法确定是哪一个，或者两个都是——只能静观其变了。」",
   [114280] = "「说什么永不分离、要一起去看帕拉迪斯圣屿……哈哈哈哈不过是欺骗的手段罢了！！」",
   [114281] = "「从始至终都是骗局！悦耳的谎言不过是为了蚕食我的力量！」",
   [114320] = "「我承认一开始的确是这样，可是——」",
   [114330] = "「不要再惺惺作态了！恶魔的天性里有实话么？」",
   [114340] = "「所以你也和外面的人一样，是这么认为的？即便我们相处了这么多的时间……就算我是恶魔……」",
   [114350] = "「诶？？？她承认自己是恶魔了？？？」",
   [114380] = "「……又是同类的幻境——」",
   [114390] = "「阿梅尔，我对你是真心的……」",
   [114400] = "「真心？恶魔……有心吗？」",
   [114410] = "「你……」",
   [114430] = "「连心都没有，怎会有爱？终究是我的错，不该存在的幻想和天真……」",
   [114431] = "「不，不是这样的，你听我解释——阿梅尔……等等！！你、你回来！！！」",
   [114440] = "说罢愤怒地转身离开。",
   [114450] = "「等等！！回来！阿梅尔！！你竟敢——竟敢离开我！？？从来没有人能逃脱我的掌控！！！你——也休想！！！！！」",
   [114470] = "「她马上就要转化成恶魔了！」",
   [114480] = "灼目红光随亡灵尖叫闪现，炽热火焰转瞬吞噬淡蓝身影，漆黑利角自亡灵头顶抽出，双腿消失，取而代之的是骷髅长尾——",
   [114490] = "「准备战斗！」",
   [114500] = "「她、她她前一秒还是亡灵呢！！！」",
   [114510] = "「必须趁她没有完全转化之前击败，否则就麻烦了！」",
   [114520] = "12-4《决裂》战后对话",
   [114530] = "「呵，这么多年，亚度尼斯只会用如此幼稚的手段么？」",
   [114540] = "「亚度……尼斯？那是谁？」",
   [114550] = "「你来深渊多久了？竟连领主的名字都没记住。」",
   [114560] = "「我当然记得！是、是爱格伯特大人！」",
   [114570] = "「爱格伯特？？！原来如此——」",
   [114580] = "短暂的震惊后，娜塔莉娅失落地叹了口气。",
   [114590] = "「看来是被新的领主吞噬了，本来还想找他叙旧的呢，没用的东西~~」",
   [114591] = "「不过这个新领主，能力看上去也不弱，倒是令人有些好奇了——」",
   [114610] = "「不知道亚什么尼没关系，阿梅尔你总知道是谁吧？？你刚才还在喊他的名字呢~」",
   [114620] = "「不、我不认识……」",
   [114630] = "「可你刚才叫出了这个名字，你好像还很爱他。」",
   [114640] = "「我根本不认识他，我爱的男人……他叫布莱克，即使他不再相信我……但我真的很爱他。我好想他、真的好想他……你们、你们有人见过他吗？？」",
   [114651] = "「没听过~我们只听过那个叫阿梅尔的人，妮蔻拉丝你引渡亡灵的时候听过布莱克这个名字吗？」",
   [114652] = "「这并不是一个罕见的名字，在老夫的印象里起码有上千个同名的，或许你能再说明白些？比如他何时死的，如何死的？」",
   [114653] = "「这……已经过去太久了，我已经记不清了……」",
   [114654] = "「那恐怕就很难确定了……」",
   [114655] = "「其实有一个很简单的办法让你见到他~~~就看你愿不愿意付出代价了~~」",
   [114656] = "「我愿意，我愿意！！只要能够再见他一面，任何代价我都愿意——」",
   [114657] = "「真是情深义重呢~~好吧，那我告诉你他在哪，你过来些~~这可是恶魔的小秘密，不能让这些魔女听到~~~」",
   [114658] = "正当亡灵凑近俯耳去听金发恶魔的低语时，瞬间，闪电般的血爪挥出，亡灵连声音都未来得及发出便已经被撕成了碎片，消散于无形。",
   [114670] = "「？！你？？？？你杀了她！？？？？你——！！！」",
   [114680] = "「我我我、我怎么了我？？？是她自己说的可以付出一切代价的。我要的代价就是她的灵魂~~~有什么问题吗？」",
   [114681] = "「可是她还没有见到那个叫做布莱克的亡灵——」",
   [114682] = "「放心放心，见到叫做布莱克的家伙，我会统统都送他们去见她，这样不但能见到，还能永远地在一起了~~~」",
   [114683] = "「别用这种眼神看人家，那是敌人，对敌人的仁慈就是对自己的残忍~~~我替你们清除了一个威胁隐患，怎么还抱怨上人家了呢~~」",
   [114690] = "「她已经清醒，对我们没有任何威胁了！」",
   [114700] = "「暂时的清醒罢了——既然她能堕落一次，就能堕落第二次、第三次。斩草除根才能杜绝一切危险，看来夜莺森林还需要教授一些安全理论，才不至于让你们这些小魔女吃亏~~~」",
   [114720] = "「那是消除隐患吗？恐怕你早就想对她下手了吧——」",
   [114730] = "「没有证据的事可不能乱讲哦~~~污蔑人家当心哭给你看！」",
   [114740] = "「如此行事，恐怕我们不得不重新考虑是否有与你同行的必要了，娜塔莉娅小姐。」",
   [114750] = "「哎呀呀，好嘛好嘛，竟然就这样失去了导师大人的宠爱~~~呜呜呜，既然如此留下来也没什么意思了~~」",
   [114751] = "「送各位一句话，小心荆棘中的玫瑰~大家有缘再会咯~~」",
   [114760] = "话音刚落，恶魔的身影已消失不见。",
   [114770] = "「她居然就这么走了？？哼，走了也好！」",
   [114780] = "「我们也该走了。嗯？这是——」",
   [114790] = "在亡灵消散的地方拾起了一枚金色树叶，但这附近并没有看到什么树。",
   [114800] = "「这片叶子有残留的诅咒痕迹……」",
   [114810] = "「莫非这就是让亡灵们陷入幻境的源头？」",
