序号,关卡ID,怪物ID,次数,ai文件
1356,200007,30010005,42,fightData/AI/EDay01_01/E3/R45
1357,200008,30010002,1,fightData/AI/EDay01_01/R0
1358,200008,30010002,2,fightData/AI/EDay01_01/R1
1359,200008,30010002,3,fightData/AI/EDay01_01/R2
1360,200008,30010002,4,fightData/AI/EDay01_01/R3
1361,200008,30010002,5,fightData/AI/EDay01_01/R4
1362,200008,30010002,6,fightData/AI/EDay01_01/R5
1363,200008,30010002,7,fightData/AI/EDay01_01/R6
1364,200008,30010002,8,fightData/AI/EDay01_01/R7
1365,200008,30010002,9,fightData/AI/EDay01_01/R8
1366,200008,30010002,10,fightData/AI/EDay01_01/R9
1367,200008,30010002,11,fightData/AI/EDay01_01/R10
1368,200008,30010002,12,fightData/AI/EDay01_01/R11
1369,200008,30010002,13,fightData/AI/EDay01_01/R12
1370,200008,30010002,14,fightData/AI/EDay01_01/R13
1371,200008,30010002,15,fightData/AI/EDay01_01/R14
1372,200008,30010002,16,fightData/AI/EDay01_01/R15
1373,200008,30010002,17,fightData/AI/EDay01_01/R16
1374,200008,30010002,18,fightData/AI/EDay01_01/R17
1375,200008,30010002,19,fightData/AI/EDay01_01/R18
1376,200008,30010002,20,fightData/AI/EDay01_01/R19
1377,200008,30010002,21,fightData/AI/EDay01_01/R20
1378,200008,30010002,22,fightData/AI/EDay01_01/R21
1379,200008,30010002,23,fightData/AI/EDay01_01/R22
1380,200008,30010002,24,fightData/AI/EDay01_01/R23
1381,200008,30010002,25,fightData/AI/EDay01_01/R24
1382,200008,30010002,26,fightData/AI/EDay01_01/R25
1383,200008,30010002,27,fightData/AI/EDay01_01/R26
1384,200008,30010002,28,fightData/AI/EDay01_01/R27
1385,200008,30010002,29,fightData/AI/EDay01_01/R28
1386,200008,30010002,30,fightData/AI/EDay01_01/R29
1387,200008,30010002,31,fightData/AI/EDay01_01/R30
1388,200008,30010002,32,fightData/AI/EDay01_01/R31
1389,200008,30010002,33,fightData/AI/EDay01_01/R32
1390,200008,30010002,34,fightData/AI/EDay01_01/R33
1391,200008,30010002,35,fightData/AI/EDay01_01/R34
1392,200008,30010002,36,fightData/AI/EDay01_01/R35
1393,200008,30010002,37,fightData/AI/EDay01_01/R36
1394,200008,30010002,38,fightData/AI/EDay01_01/R37
1395,200008,30010002,39,fightData/AI/EDay01_01/R42
1396,200008,30010002,40,fightData/AI/EDay01_01/R43
1397,200008,30010002,41,fightData/AI/EDay01_01/R44
1398,200008,30010002,42,fightData/AI/EDay01_01/R45
1399,200008,30010006,1,fightData/AI/EDay01_01/R38
1400,200008,30010006,2,fightData/AI/EDay01_01/R39
1401,200008,30010006,3,fightData/AI/EDay01_01/R40
1402,200008,30010006,4,fightData/AI/EDay01_01/R41
1403,200008,30010003,1,fightData/AI/EDay01_01/E1/R0
1404,200008,30010003,2,fightData/AI/EDay01_01/E1/R1
1405,200008,30010003,3,fightData/AI/EDay01_01/E1/R2
1406,200008,30010003,4,fightData/AI/EDay01_01/E1/R3
1407,200008,30010003,5,fightData/AI/EDay01_01/E1/R4
1408,200008,30010003,6,fightData/AI/EDay01_01/E1/R5
1409,200008,30010003,7,fightData/AI/EDay01_01/E1/R6
1410,200008,30010003,8,fightData/AI/EDay01_01/E1/R7
1411,200008,30010003,9,fightData/AI/EDay01_01/E1/R8
1412,200008,30010003,10,fightData/AI/EDay01_01/E1/R9
1413,200008,30010003,11,fightData/AI/EDay01_01/E1/R10
1414,200008,30010003,12,fightData/AI/EDay01_01/E1/R11
1415,200008,30010003,13,fightData/AI/EDay01_01/E1/R12
1416,200008,30010003,14,fightData/AI/EDay01_01/E1/R13
1417,200008,30010003,15,fightData/AI/EDay01_01/E1/R14
1418,200008,30010003,16,fightData/AI/EDay01_01/E1/R15
1419,200008,30010003,17,fightData/AI/EDay01_01/E1/R16
1420,200008,30010003,18,fightData/AI/EDay01_01/E1/R17
1421,200008,30010003,19,fightData/AI/EDay01_01/E1/R18
1422,200008,30010003,20,fightData/AI/EDay01_01/E1/R19
1423,200008,30010003,21,fightData/AI/EDay01_01/E1/R20
1424,200008,30010003,22,fightData/AI/EDay01_01/E1/R21
1425,200008,30010003,23,fightData/AI/EDay01_01/E1/R22
1426,200008,30010003,24,fightData/AI/EDay01_01/E1/R23
1427,200008,30010003,25,fightData/AI/EDay01_01/E1/R24
1428,200008,30010003,26,fightData/AI/EDay01_01/E1/R25
1429,200008,30010003,27,fightData/AI/EDay01_01/E1/R26
1430,200008,30010003,28,fightData/AI/EDay01_01/E1/R27
1431,200008,30010003,29,fightData/AI/EDay01_01/E1/R28
1432,200008,30010003,30,fightData/AI/EDay01_01/E1/R29
1433,200008,30010003,31,fightData/AI/EDay01_01/E1/R30
1434,200008,30010003,32,fightData/AI/EDay01_01/E1/R31
1435,200008,30010003,33,fightData/AI/EDay01_01/E1/R32
1436,200008,30010003,34,fightData/AI/EDay01_01/E1/R33
1437,200008,30010003,35,fightData/AI/EDay01_01/E1/R34
1438,200008,30010003,36,fightData/AI/EDay01_01/E1/R35
1439,200008,30010003,37,fightData/AI/EDay01_01/E1/R36
1440,200008,30010003,38,fightData/AI/EDay01_01/E1/R37
1441,200008,30010003,39,fightData/AI/EDay01_01/E1/R42
1442,200008,30010003,40,fightData/AI/EDay01_01/E1/R43
1443,200008,30010003,41,fightData/AI/EDay01_01/E1/R44
1444,200008,30010003,42,fightData/AI/EDay01_01/E1/R45
1445,200008,30010004,1,fightData/AI/EDay01_01/E2/R0
1446,200008,30010004,2,fightData/AI/EDay01_01/E2/R1
1447,200008,30010004,3,fightData/AI/EDay01_01/E2/R2
1448,200008,30010004,4,fightData/AI/EDay01_01/E2/R3
1449,200008,30010004,5,fightData/AI/EDay01_01/E2/R4
1450,200008,30010004,6,fightData/AI/EDay01_01/E2/R5
1451,200008,30010004,7,fightData/AI/EDay01_01/E2/R6
1452,200008,30010004,8,fightData/AI/EDay01_01/E2/R7
1453,200008,30010004,9,fightData/AI/EDay01_01/E2/R8
1454,200008,30010004,10,fightData/AI/EDay01_01/E2/R9
1455,200008,30010004,11,fightData/AI/EDay01_01/E2/R10
1456,200008,30010004,12,fightData/AI/EDay01_01/E2/R11
1457,200008,30010004,13,fightData/AI/EDay01_01/E2/R12
1458,200008,30010004,14,fightData/AI/EDay01_01/E2/R13
1459,200008,30010004,15,fightData/AI/EDay01_01/E2/R14
1460,200008,30010004,16,fightData/AI/EDay01_01/E2/R15
1461,200008,30010004,17,fightData/AI/EDay01_01/E2/R16
1462,200008,30010004,18,fightData/AI/EDay01_01/E2/R17
1463,200008,30010004,19,fightData/AI/EDay01_01/E2/R18
1464,200008,30010004,20,fightData/AI/EDay01_01/E2/R19
1465,200008,30010004,21,fightData/AI/EDay01_01/E2/R20
1466,200008,30010004,22,fightData/AI/EDay01_01/E2/R21
1467,200008,30010004,23,fightData/AI/EDay01_01/E2/R22
1468,200008,30010004,24,fightData/AI/EDay01_01/E2/R23
1469,200008,30010004,25,fightData/AI/EDay01_01/E2/R24
1470,200008,30010004,26,fightData/AI/EDay01_01/E2/R25
1471,200008,30010004,27,fightData/AI/EDay01_01/E2/R26
1472,200008,30010004,28,fightData/AI/EDay01_01/E2/R27
1473,200008,30010004,29,fightData/AI/EDay01_01/E2/R28
1474,200008,30010004,30,fightData/AI/EDay01_01/E2/R29
1475,200008,30010004,31,fightData/AI/EDay01_01/E2/R30
1476,200008,30010004,32,fightData/AI/EDay01_01/E2/R31
1477,200008,30010004,33,fightData/AI/EDay01_01/E2/R32
1478,200008,30010004,34,fightData/AI/EDay01_01/E2/R33
1479,200008,30010004,35,fightData/AI/EDay01_01/E2/R34
1480,200008,30010004,36,fightData/AI/EDay01_01/E2/R35
1481,200008,30010004,37,fightData/AI/EDay01_01/E2/R36
1482,200008,30010004,38,fightData/AI/EDay01_01/E2/R37
1483,200008,30010004,39,fightData/AI/EDay01_01/E2/R42
1484,200008,30010004,40,fightData/AI/EDay01_01/E2/R43
1485,200008,30010004,41,fightData/AI/EDay01_01/E2/R44
1486,200008,30010004,42,fightData/AI/EDay01_01/E2/R45
1487,200008,30010005,1,fightData/AI/EDay01_01/E3/R0
1488,200008,30010005,2,fightData/AI/EDay01_01/E3/R1
1489,200008,30010005,3,fightData/AI/EDay01_01/E3/R2
1490,200008,30010005,4,fightData/AI/EDay01_01/E3/R3
1491,200008,30010005,5,fightData/AI/EDay01_01/E3/R4
1492,200008,30010005,6,fightData/AI/EDay01_01/E3/R5
1493,200008,30010005,7,fightData/AI/EDay01_01/E3/R6
1494,200008,30010005,8,fightData/AI/EDay01_01/E3/R7
1495,200008,30010005,9,fightData/AI/EDay01_01/E3/R8
1496,200008,30010005,10,fightData/AI/EDay01_01/E3/R9
1497,200008,30010005,11,fightData/AI/EDay01_01/E3/R10
1498,200008,30010005,12,fightData/AI/EDay01_01/E3/R11
1499,200008,30010005,13,fightData/AI/EDay01_01/E3/R12
1500,200008,30010005,14,fightData/AI/EDay01_01/E3/R13
1501,200008,30010005,15,fightData/AI/EDay01_01/E3/R14
1502,200008,30010005,16,fightData/AI/EDay01_01/E3/R15
1503,200008,30010005,17,fightData/AI/EDay01_01/E3/R16
1504,200008,30010005,18,fightData/AI/EDay01_01/E3/R17
1505,200008,30010005,19,fightData/AI/EDay01_01/E3/R18
1506,200008,30010005,20,fightData/AI/EDay01_01/E3/R19
1507,200008,30010005,21,fightData/AI/EDay01_01/E3/R20
1508,200008,30010005,22,fightData/AI/EDay01_01/E3/R21
1509,200008,30010005,23,fightData/AI/EDay01_01/E3/R22
1510,200008,30010005,24,fightData/AI/EDay01_01/E3/R23
1511,200008,30010005,25,fightData/AI/EDay01_01/E3/R24
1512,200008,30010005,26,fightData/AI/EDay01_01/E3/R25
1513,200008,30010005,27,fightData/AI/EDay01_01/E3/R26
1514,200008,30010005,28,fightData/AI/EDay01_01/E3/R27
1515,200008,30010005,29,fightData/AI/EDay01_01/E3/R28
1516,200008,30010005,30,fightData/AI/EDay01_01/E3/R29
1517,200008,30010005,31,fightData/AI/EDay01_01/E3/R30
1518,200008,30010005,32,fightData/AI/EDay01_01/E3/R31
1519,200008,30010005,33,fightData/AI/EDay01_01/E3/R32
1520,200008,30010005,34,fightData/AI/EDay01_01/E3/R33
1521,200008,30010005,35,fightData/AI/EDay01_01/E3/R34
1522,200008,30010005,36,fightData/AI/EDay01_01/E3/R35
1523,200008,30010005,37,fightData/AI/EDay01_01/E3/R36
1524,200008,30010005,38,fightData/AI/EDay01_01/E3/R37
1525,200008,30010005,39,fightData/AI/EDay01_01/E3/R42
1526,200008,30010005,40,fightData/AI/EDay01_01/E3/R43
1527,200008,30010005,41,fightData/AI/EDay01_01/E3/R44
1528,200008,30010005,42,fightData/AI/EDay01_01/E3/R45
