武器id,武器名称,武器描述,英文名称,ICON资源,符石唯一icon,种类,品质,星级,等级上限,获得途径(需修改）,武器专属类型,武器可装备系,升级魂晶需求系数,升级经验系数,升级经验组,装备出售经验返还系数,装备出售返还魂晶系数,装备被吞转换经验,升星材料,属性,属性加持类型,用于强化的经验,等级属性开启,初始属性,等级成长系数,品质加成,升星突破系数,套装系别参数,装备技能组id（指向EquipTalent表中的技能组ID）,商店价格,出售价格,养成属性上限,点击音效
7772122,777211,766211,WTF,R2,401,2,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,2,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772123,777212,766211,WTF,R3,401,3,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,3,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772124,777213,766211,WTF,R4,401,4,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,4,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772125,777214,766211,WTF,R5,401,5,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772126,777215,766211,WTF,R6,401,6,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772131,777210,766211,WTF,SR1,401,1,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,1,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772132,777211,766211,WTF,SR2,401,2,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,2,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772133,777212,766211,WTF,SR3,401,3,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,3,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772134,777213,766211,WTF,SR4,401,4,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,4,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772135,777214,766211,WTF,SR5,401,5,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772136,777215,766211,WTF,SR6,401,6,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772141,777210,766211,WTF,SSR1,401,1,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,1,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772142,777211,766211,WTF,SSR2,401,2,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,2,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772143,777212,766211,WTF,SSR3,401,3,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,3,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772144,777213,766211,WTF,SSR4,401,4,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,4,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772145,777214,766211,WTF,SSR5,401,5,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772146,777215,766211,WTF,SSR6,401,6,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,21,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772411,777240,766241,WTF,N1,402,1,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,1,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772412,777241,766241,WTF,N2,402,2,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,2,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772413,777242,766241,WTF,N3,402,3,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,3,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772414,777243,766241,WTF,N4,402,4,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,4,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772415,777244,766241,WTF,N5,402,5,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772416,777245,766241,WTF,N6,402,6,1,1,15,14&205&31001404,0,-1,20,10,1,1,0,1,5,0,-1,12,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772421,777240,766241,WTF,R1,402,1,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,1,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772422,777241,766241,WTF,R2,402,2,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,2,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772423,777242,766241,WTF,R3,402,3,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,3,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772424,777243,766241,WTF,R4,402,4,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,4,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772425,777244,766241,WTF,R5,402,5,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772426,777245,766241,WTF,R6,402,6,2,2,15,14&205&31001404,0,-1,20,10,2,1,0,1,5,0,-1,25,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772431,777240,766241,WTF,SR1,402,1,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,1,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772432,777241,766241,WTF,SR2,402,2,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,2,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772433,777242,766241,WTF,SR3,402,3,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,3,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772434,777243,766241,WTF,SR4,402,4,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,4,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772435,777244,766241,WTF,SR5,402,5,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772436,777245,766241,WTF,SR6,402,6,3,3,15,14&205&31001404|6&3&31000605,0,-1,20,10,3,1,0,1,5,0,-1,45,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772441,777240,766241,WTF,SSR1,402,1,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,1,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,1,1&0.023|2&0|3&0|4&0|5&0.0059|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772442,777241,766241,WTF,SSR2,402,2,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,2,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,20,1&0|2&0.0071|3&0|4&0|5&0|20&0|21&2,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772443,777242,766241,WTF,SSR3,402,3,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,3,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,2,1&0|2&0|3&0|4&0|5&0|20&2|21&4.5,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772444,777243,766241,WTF,SSR4,402,4,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,4,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,21,1&0|2&0|3&0|4&2.25|5&0.0055|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772445,777244,766241,WTF,SSR5,402,5,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,5,1&0.0033|2&0|3&0|4&0|5&0.0064|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
7772446,777245,766241,WTF,SSR6,402,6,4,4,15,14&205&31001404|6&3&31000605,0,-1,20,10,4,1,0,1,5,0,-1,75,1&1|2&1|5&1|20&1|21&1|4&1,0,1&0.0227|2&0|3&0|4&0|5&0.005|20&0|21&0,1&0|2&0|3&0|4&0|5&0|20&0|21&0,-1,24,-1,0&0,1000001&100,-1,event:/GameEffect/UIEffect/EquipXlsxCommon-Gem
