对话ID,回看头像id,名称,表情设置,字出现速度
109650,-1,-1,-1,0.01
109660,10103011,恶魔,-1,0.01
109670,-1,-1,-1,0.01
109680,10103011,恶魔,-1,0.01
109690,-1,-1,-1,0.01
109700,10220001,妮蔻拉丝,-1,0.01
109710,10220001,妮蔻拉丝,-1,0.01
109720,-1,-1,-1,0.01
109730,10103011,恶魔,-1,0.01
109740,10103011,恶魔,-1,0.01
109750,10103011,恶魔,-1,0.01
109760,-1,-1,-1,0.01
109770,10220001,妮蔻拉丝,-1,0.01
109780,10210001,西格莉德,-1,0.01
109790,10210001,西格莉德,-1,0.01
109800,-1,-1,-1,0.01
109810,10210001,西格莉德,-1,0.01
109820,10220001,妮蔻拉丝,-1,0.01
109830,10210001,西格莉德,-1,0.01
109840,10210001,西格莉德,-1,0.01
109850,-1,-1,-1,0.01
109860,10220001,妮蔻拉丝,-1,0.01
109870,-1,-1,-1,0.01
109880,-1,-1,-1,0.01
109890,10220001,妮蔻拉丝,-1,0.01
109900,10210001,西格莉德,-1,0.01
109910,10220001,妮蔻拉丝,-1,0.01
109920,-1,-1,-1,0.01
109930,10220001,妮蔻拉丝,-1,0.01
109940,10210001,西格莉德,-1,0.01
109950,-1,-1,-1,0.01
109960,10220001,妮蔻拉丝,-1,0.01
109970,10104020,锡蒙利,-1,0.01
109980,-1,-1,-1,0.01
109990,10220001,妮蔻拉丝,-1,0.01
110000,10104020,锡蒙利,-1,0.01
110010,-1,-1,-1,0.01
110020,10104020,锡蒙利,-1,0.01
110030,10220001,妮蔻拉丝,-1,0.01
110040,10104020,锡蒙利,-1,0.01
110050,10104020,锡蒙利,-1,0.01
110060,10210001,西格莉德,-1,0.01
110070,-1,-1,-1,0.01
110080,10210001,西格莉德,-1,0.01
110090,10210001,西格莉德,-1,0.01
110100,10104020,锡蒙利,-1,0.01
110110,10220001,妮蔻拉丝,-1,0.01
110120,10104020,锡蒙利,-1,0.01
110130,10220001,妮蔻拉丝,-1,0.01
110140,10104020,锡蒙利,-1,0.01
110150,-1,-1,-1,0.01
110160,10220001,妮蔻拉丝,-1,0.01
110170,10210001,西格莉德,-1,0.01
110180,10104020,锡蒙利,-1,0.01
110190,-1,-1,-1,0.01
110200,-1,-1,-1,0.01
110210,10220001,妮蔻拉丝,-1,0.01
110220,-1,-1,-1,0.01
110230,10210001,西格莉德,-1,0.01
110240,10220001,妮蔻拉丝,-1,0.01
110250,-1,-1,-1,0.01
110260,10104020,锡蒙利,-1,0.01
110270,-1,-1,-1,0.01
110280,10104020,锡蒙利,-1,0.01
110290,10104020,锡蒙利,-1,0.01
110300,10104020,锡蒙利,-1,0.01
110310,-1,-1,-1,0.01
110320,10104020,锡蒙利,-1,0.01
110330,-1,-1,-1,0.01
110340,10220001,妮蔻拉丝,-1,0.01
110350,10104020,锡蒙利,-1,0.01
110360,-1,-1,-1,0.01
110370,-1,-1,-1,0.01
110380,10220001,妮蔻拉丝,-1,0.01
110390,-1,-1,-1,0.01
110400,-1,-1,-1,0.01
110410,10220001,妮蔻拉丝,-1,0.01
110420,10210001,西格莉德,-1,0.01
110430,10220001,妮蔻拉丝,-1,0.01
110440,10210001,西格莉德,-1,0.01
110450,10220001,妮蔻拉丝,-1,0.01
110460,10210001,西格莉德,-1,0.01
110470,10220001,妮蔻拉丝,-1,0.01
110480,10210001,西格莉德,-1,0.01
110490,10220001,妮蔻拉丝,-1,0.01
110500,10210001,西格莉德,-1,0.01
110510,10220001,妮蔻拉丝,-1,0.01
110520,10210001,西格莉德,-1,0.01
110530,10220001,妮蔻拉丝,-1,0.01
110540,-1,-1,-1,0.01
110550,10220001,妮蔻拉丝,-1,0.01
110560,10210001,西格莉德,-1,0.01
110570,10220001,妮蔻拉丝,-1,0.01
110580,10210001,西格莉德,-1,0.01
110590,10220001,妮蔻拉丝,-1,0.01
110600,10210001,西格莉德,-1,0.01
110610,10220001,妮蔻拉丝,-1,0.01
110620,10210001,西格莉德,-1,0.01
110630,-1,-1,-1,0.01
110640,10220001,妮蔻拉丝,-1,0.01
110650,10210001,西格莉德,-1,0.01
110660,-1,-1,-1,0.01
110670,10220001,妮蔻拉丝,-1,0.01
110680,-1,-1,-1,0.01
110690,10210001,西格莉德,-1,0.01
110700,10220001,妮蔻拉丝,-1,0.01
110710,10210001,西格莉德,-1,0.01
110720,10220001,妮蔻拉丝,-1,0.01
110730,10210001,西格莉德,-1,0.01
110740,10220001,妮蔻拉丝,-1,0.01
110750,-1,-1,-1,0.01
110760,10210001,西格莉德,-1,0.01
110770,10220001,妮蔻拉丝,-1,0.01
110780,-1,-1,-1,0.01
110790,10220001,妮蔻拉丝,-1,0.01
110800,10210001,西格莉德,-1,0.01
110810,10220001,妮蔻拉丝,-1,0.01
110820,10210001,西格莉德,-1,0.01
110830,10220001,妮蔻拉丝,-1,0.01
110840,-1,-1,-1,0.01
110850,2000002,？？？,-1,0.01
110860,10220001,妮蔻拉丝,-1,0.01
110870,2000002,盖德尔,-1,0.01
110880,-1,-1,-1,0.01
110890,10220001,妮蔻拉丝,-1,0.01
110900,10210001,西格莉德,-1,0.01
110910,2000002,盖德尔,-1,0.01
110920,10210001,西格莉德,-1,0.01
110930,2000002,盖德尔,-1,0.01
110940,10220001,妮蔻拉丝,-1,0.01
110950,10210001,西格莉德,-1,0.01
110960,2000002,盖德尔,-1,0.01
110970,10210001,西格莉德,-1,0.01
110980,10220001,妮蔻拉丝,-1,0.01
110990,2000002,盖德尔,-1,0.01
111000,10220001,妮蔻拉丝,-1,0.01
111010,2000002,盖德尔,-1,0.01
111020,10210001,西格莉德,-1,0.01
111030,2000002,盖德尔,-1,0.01
111040,10210001,西格莉德,-1,0.01
111050,2000002,盖德尔,-1,0.01
111060,10210001,西格莉德,-1,0.01
111070,10210001,西格莉德,-1,0.01
111080,2000002,盖德尔,-1,0.01
111090,10210001,西格莉德,-1,0.01
111100,2000002,盖德尔,-1,0.01
111110,10220001,妮蔻拉丝,-1,0.01
111120,2000002,盖德尔,-1,0.01
111130,-1,-1,-1,0.01
111140,10210001,西格莉德,-1,0.01
111150,10220001,妮蔻拉丝,-1,0.01
111160,-1,-1,-1,0.01
111170,10220001,妮蔻拉丝,-1,0.01
111180,10210001,西格莉德,-1,0.01
111190,10220001,妮蔻拉丝,-1,0.01
111200,10210001,西格莉德,-1,0.01
111210,10220001,妮蔻拉丝,-1,0.01
111220,10210001,西格莉德,-1,0.01
111230,10220001,妮蔻拉丝,-1,0.01
111240,10210001,西格莉德,-1,0.01
111250,10210001,西格莉德,-1,0.01
111260,10220001,妮蔻拉丝,-1,0.01
111270,10220001,妮蔻拉丝,-1,0.01
111280,2000002,盖德尔,-1,0.01
111290,10220001,妮蔻拉丝,-1,0.01
111300,2000002,盖德尔,-1,0.01
111310,10220001,妮蔻拉丝,-1,0.01
111320,2000002,盖德尔,-1,0.01
111330,2000002,盖德尔,-1,0.01
111340,10220001,妮蔻拉丝,-1,0.01
111350,-1,-1,-1,0.01
111360,-1,-1,-1,0.01
111370,-1,-1,-1,0.01
111380,10210001,西格莉德,-1,0.01
111390,10220001,妮蔻拉丝,-1,0.01
111400,10210001,西格莉德,-1,0.01
111410,10220001,妮蔻拉丝,-1,0.01
111420,10210001,西格莉德,-1,0.01
111430,10220001,妮蔻拉丝,-1,0.01
111440,10210001,西格莉德,-1,0.01
111450,10220001,妮蔻拉丝,-1,0.01
111460,10210001,西格莉德,-1,0.01
111470,10220001,妮蔻拉丝,-1,0.01
111480,10210001,西格莉德,-1,0.01
111490,10220001,妮蔻拉丝,-1,0.01
111500,10210001,西格莉德,-1,0.01
111510,10210001,西格莉德,-1,0.01
111520,10220001,妮蔻拉丝,-1,0.01
111530,-1,-1,-1,0.01
111540,10220001,妮蔻拉丝,-1,0.01
111550,-1,-1,-1,0.01
111560,10210001,西格莉德,-1,0.01
111570,-1,-1,-1,0.01
111580,-1,-1,-1,0.01
111590,10220001,妮蔻拉丝,-1,0.01
111600,10220001,妮蔻拉丝,-1,0.01
111610,10210001,西格莉德,-1,0.01
111620,10220001,妮蔻拉丝,-1,0.01
111630,-1,-1,-1,0.01
111640,-1,-1,-1,0.01
111650,10220001,妮蔻拉丝,-1,0.01
111660,10220001,妮蔻拉丝,-1,0.01
111670,-1,-1,-1,0.01
111680,2000002,盖德尔,-1,0.01
111690,10220001,妮蔻拉丝,-1,0.01
111700,2000002,盖德尔,-1,0.01
111710,10220001,妮蔻拉丝,-1,0.01
111720,10210001,西格莉德,-1,0.01
111730,-1,-1,-1,0.01
111740,-1,-1,-1,0.01
111750,-1,-1,-1,0.01
111760,10220001,妮蔻拉丝,-1,0.01
111770,2000002,盖德尔,-1,0.01
111780,10220001,妮蔻拉丝,-1,0.01
111790,10210001,西格莉德,-1,0.01
111800,10220001,妮蔻拉丝,-1,0.01
111810,10210001,西格莉德,-1,0.01
111820,10220001,妮蔻拉丝,-1,0.01
111830,10210001,西格莉德,-1,0.01
111840,10220001,妮蔻拉丝,-1,0.01
111850,-1,-1,-1,0.01
111860,2000002,盖德尔,-1,0.01
111870,-1,-1,-1,0.01
111880,10220001,妮蔻拉丝,-1,0.01
111900,10220001,妮蔻拉丝,-1,0.01
111920,10220001,妮蔻拉丝,-1,0.01
111930,10220001,妮蔻拉丝,-1,0.01
111940,-1,-1,-1,0.01
111950,10210001,西格莉德,-1,0.01
111960,10210001,西格莉德,-1,0.01
111970,10210001,西格莉德,-1,0.01
111980,10210001,西格莉德,-1,0.01
111990,-1,-1,-1,0.01
112000,10220001,妮蔻拉丝,-1,0.01
112010,10210001,西格莉德,-1,0.01
112020,10220001,妮蔻拉丝,-1,0.01
112030,10220001,妮蔻拉丝,-1,0.01
112040,10210001,西格莉德,-1,0.01
112041,-1,-1,-1,0.01
112050,10220001,妮蔻拉丝,-1,0.01
112060,10210001,西格莉德,-1,0.01
112070,10220001,妮蔻拉丝,-1,0.01
112080,10210001,西格莉德,-1,0.01
112090,10220001,妮蔻拉丝,-1,0.01
112100,10210001,西格莉德,-1,0.01
112110,10220001,妮蔻拉丝,-1,0.01
112120,10210001,西格莉德,-1,0.01
112130,10220001,妮蔻拉丝,-1,0.01
112140,10210001,西格莉德,-1,0.01
112150,10220001,妮蔻拉丝,-1,0.01
112160,10210001,西格莉德,-1,0.01
112170,10220001,妮蔻拉丝,-1,0.01
112180,-1,-1,-1,0.01
112190,10220001,妮蔻拉丝,-1,0.01
112200,10220001,妮蔻拉丝,-1,0.01
112210,2000002,盖德尔,-1,0.01
112220,10220001,妮蔻拉丝,-1,0.01
112230,2000002,盖德尔,-1,0.01
112240,10220001,妮蔻拉丝,-1,0.01
112250,2000002,盖德尔,-1,0.01
112260,2000002,盖德尔,-1,0.01
112270,10220001,妮蔻拉丝,-1,0.01
112280,10220001,妮蔻拉丝,-1,0.01
112290,2000002,盖德尔,-1,0.01
112300,10220001,妮蔻拉丝,-1,0.01
112310,10220001,妮蔻拉丝,-1,0.01
112320,2000002,盖德尔,-1,0.01
112330,2000002,盖德尔,-1,0.01
112340,10220001,妮蔻拉丝,-1,0.01
112350,2000002,盖德尔,-1,0.01
112360,10220001,妮蔻拉丝,-1,0.01
112370,2000002,盖德尔,-1,0.01
112380,10220001,妮蔻拉丝,-1,0.01
112390,2000002,盖德尔,-1,0.01
112400,10220001,妮蔻拉丝,-1,0.01
112410,2000002,盖德尔,-1,0.01
112420,10220001,妮蔻拉丝,-1,0.01
112430,10220001,妮蔻拉丝,-1,0.01
112440,2000002,盖德尔,-1,0.01
112450,10220001,妮蔻拉丝,-1,0.01
112460,2000002,盖德尔,-1,0.01
112470,-1,-1,-1,0.01
112480,10220001,妮蔻拉丝,-1,0.01
112490,-1,-1,-1,0.01
112500,-1,-1,-1,0.01
112510,10220001,妮蔻拉丝,-1,0.01
112520,-1,-1,-1,0.01
112530,10220001,妮蔻拉丝,-1,0.01
112540,2000002,盖德尔,-1,0.01
112550,2000002,盖德尔,-1,0.01
112560,-1,-1,-1,0.01
112570,-1,-1,-1,0.01
112580,10220001,妮蔻拉丝,-1,0.01
112590,-1,-1,-1,0.01
112600,-1,-1,-1,0.01
112610,-1,-1,-1,0.01
112620,-1,-1,-1,0.01
112630,-1,-1,-1,0.01
112640,10220001,妮蔻拉丝,-1,0.01
112650,-1,-1,-1,0.01
112660,-1,-1,-1,0.01
112670,-1,-1,-1,0.01
112690,-1,-1,-1,0.01
112700,10110001,娜塔莉娅,-1,0.01
112710,-1,-1,-1,0.01
112730,10110001,娜塔莉娅,-1,0.01
112740,10010001,安娜,-1,0.01
112750,10110001,娜塔莉娅,-1,0.01
112751,10110001,娜塔莉娅,-1,0.01
112760,-1,-1,-1,0.01
112770,1000,我,-1,0.01
112780,-1,-1,-1,0.01
112800,10220001,妮蔻拉丝,-1,0.01
112810,10110001,娜塔莉娅,-1,0.01
112811,10110001,娜塔莉娅,-1,0.01
112820,10110001,娜塔莉娅,-1,0.01
112830,-1,-1,-1,0.01
112840,10010001,安娜,-1,0.01
112850,2000,安利丝,-1,0.01
112860,10010001,安娜,-1,0.01
112870,-1,-1,-1,0.01
112880,2000,安利丝,-1,0.01
112890,1000,我,-1,0.01
112900,-1,-1,-1,0.01
112920,10010001,安娜,-1,0.01
112930,2000,安利丝,-1,0.01
112940,10010001,安娜,-1,0.01
112950,2000,安利丝,-1,0.01
112960,1000,我,-1,0.01
112970,10010001,安娜,-1,0.01
112980,10110001,娜塔莉娅,-1,0.01
112990,10010001,安娜,-1,0.01
113000,10110001,娜塔莉娅,-1,0.01
113010,-1,-1,-1,0.01
113020,-1,亡灵·初,-1,0.01
113030,10010001,安娜,-1,0.01
113040,10030001,希贝尔,-1,0.01
113050,1000,我,-1,0.01
113060,-1,-1,-1,0.01
113070,10010001,安娜,-1,0.01
113080,-1,亡灵·初,-1,0.01
113090,10010001,安娜,-1,0.01
113100,-1,亡灵·初,-1,0.01
113110,-1,-1,-1,0.01
113120,10010001,安娜,-1,0.01
113130,10220001,妮蔻拉丝,-1,0.01
113140,1000,我,-1,0.01
113150,-1,-1,-1,0.01
113160,-1,亡灵·遇,-1,0.01
113170,10110001,娜塔莉娅,-1,0.01
113180,-1,亡灵·遇,-1,0.01
113190,10220001,妮蔻拉丝,-1,0.01
113200,-1,亡灵·遇,-1,0.01
113210,10220001,妮蔻拉丝,-1,0.01
113220,-1,亡灵·遇,-1,0.01
113230,10010001,安娜,-1,0.01
113240,-1,亡灵·遇,-1,0.01
113250,-1,-1,-1,0.01
113260,10220001,妮蔻拉丝,-1,0.01
113270,-1,亡灵·遇,-1,0.01
113280,-1,-1,-1,0.01
113290,10010001,安娜,-1,0.01
113300,10030001,希贝尔,-1,0.01
113310,2000,安利丝,-1,0.01
113320,10220001,妮蔻拉丝,-1,0.01
113330,10010001,安娜,-1,0.01
113340,1000,我,-1,0.01
113350,10010001,安娜,-1,0.01
113360,10110001,娜塔莉娅,-1,0.01
113370,1000,我,-1,0.01
113380,10110001,娜塔莉娅,-1,0.01
113390,1000,我,-1,0.01
113410,10110001,娜塔莉娅,-1,0.01
113420,1000,我,-1,0.01
113430,10110001,娜塔莉娅,-1,0.01
113450,10110001,娜塔莉娅,-1,0.01
113470,1000,我,-1,0.01
113480,10110001,娜塔莉娅,-1,0.01
113490,10010001,安娜,-1,0.01
113510,10110001,娜塔莉娅,-1,0.01
113520,-1,-1,-1,0.01
113530,-1,-1,-1,0.01
113540,110,？？？,-1,0.01
113550,-1,-1,-1,0.01
113560,10010001,安娜,-1,0.01
113570,1000,我,-1,0.01
113580,-1,-1,-1,0.01
113590,-1,亡灵·情,-1,0.01
113600,-1,亡灵·情,-1,0.01
113610,10010001,安娜,-1,0.01
113620,2000,安利丝,-1,0.01
113630,10010001,安娜,-1,0.01
113631,-1,-1,-1,0.01
113640,2000,安利丝,-1,0.01
113650,10030001,希贝尔,-1,0.01
113660,10220001,妮蔻拉丝,-1,0.01
113670,1000,我,-1,0.01
113680,-1,亡灵·爱,-1,0.01
113690,10010001,安娜,-1,0.01
113700,10030001,希贝尔,-1,0.01
113710,-1,-1,-1,0.01
113720,-1,亡灵·情,-1,0.01
113730,-1,亡灵·爱,-1,0.01
113740,-1,亡灵·爱,-1,0.01
113750,-1,亡灵·情,-1,0.01
113760,-1,亡灵·爱,-1,0.01
113770,-1,亡灵·情,-1,0.01
113780,-1,亡灵·爱,-1,0.01
113790,-1,-1,-1,0.01
113800,-1,亡灵·爱,-1,0.01
113810,-1,亡灵·情,-1,0.01
113811,-1,亡灵·爱,-1,0.01
113812,-1,-1,-1,0.01
113813,-1,亡灵·爱,-1,0.01
113815,-1,-1,-1,0.01
113816,-1,亡灵·情,-1,0.01
113817,-1,-1,-1,0.01
113818,-1,亡灵·情,-1,0.01
113819,-1,亡灵·爱,-1,0.01
113820,10010001,安娜,-1,0.01
113830,10110001,娜塔莉娅,-1,0.01
113840,10110001,娜塔莉娅,-1,0.01
113850,-1,-1,-1,0.01
113860,-1,-1,-1,0.01
113870,-1,深渊骑士,-1,0.01
113880,10110001,娜塔莉娅,-1,0.01
113890,-1,深渊骑士,-1,0.01
113910,10110001,娜塔莉娅,-1,0.01
113920,-1,-1,-1,0.01
113930,-1,深渊骑士,-1,0.01
113940,-1,-1,-1,0.01
113950,10110001,娜塔莉娅,-1,0.01
113960,10030001,希贝尔,-1,0.01
113970,10110001,娜塔莉娅,-1,0.01
113980,-1,-1,-1,0.01
113990,-1,-1,-1,0.01
114000,10220001,妮蔻拉丝,-1,0.01
114010,10110001,娜塔莉娅,-1,0.01
114020,1000,我,-1,0.01
114030,10110001,娜塔莉娅,-1,0.01
114040,1000,我,-1,0.01
114050,10110001,娜塔莉娅,-1,0.01
114060,1000,我,-1,0.01
114080,10110001,娜塔莉娅,-1,0.01
114090,-1,-1,-1,0.01
114100,1000,我,-1,0.01
114110,1000,我,-1,0.01
114120,-1,-1,-1,0.01
114130,1000,我,-1,0.01
114140,1000,我,-1,0.01
114150,10010001,安娜,-1,0.01
114160,10110001,娜塔莉娅,-1,0.01
114180,10220001,妮蔻拉丝,-1,0.01
114190,10110001,娜塔莉娅,-1,0.01
114200,10220001,妮蔻拉丝,-1,0.01
114210,-1,-1,-1,0.01
114220,10220001,妮蔻拉丝,-1,0.01
114230,-1,-1,-1,0.01
114240,10010001,安娜,-1,0.01
114250,10220001,妮蔻拉丝,-1,0.01
114260,10220001,妮蔻拉丝,-1,0.01
114270,1000,我,-1,0.01
114280,-1,亡灵·离,-1,0.01
114281,-1,亡灵·离,-1,0.01
114320,-1,亡灵·别,-1,0.01
114330,-1,亡灵·离,-1,0.01
114340,-1,亡灵·别,-1,0.01
114350,10010001,安娜,-1,0.01
114380,1000,我,-1,0.01
114390,-1,亡灵·别,-1,0.01
114400,-1,亡灵·离,-1,0.01
114410,-1,亡灵·别,-1,0.01
114430,-1,亡灵·离,-1,0.01
114431,-1,亡灵·别,-1,0.01
114440,-1,-1,-1,0.01
114450,-1,亡灵·别,-1,0.01
114470,10220001,妮蔻拉丝,-1,0.01
114480,-1,-1,-1,0.01
114490,10030001,希贝尔,-1,0.01
114500,10010001,安娜,-1,0.01
114510,10220001,妮蔻拉丝,-1,0.01
114520,-1,-1,-1,0.01
114530,10110001,娜塔莉娅,-1,0.01
114540,-1,清醒的亡灵,-1,0.01
114550,10110001,娜塔莉娅,-1,0.01
114560,-1,清醒的亡灵,-1,0.01
114570,10110001,娜塔莉娅,-1,0.01
114580,-1,-1,-1,0.01
114590,10110001,娜塔莉娅,-1,0.01
114591,10110001,娜塔莉娅,-1,0.01
114610,10010001,安娜,-1,0.01
114620,-1,清醒的亡灵,-1,0.01
114630,10030001,希贝尔,-1,0.01
114640,-1,清醒的亡灵,-1,0.01
114651,10010001,安娜,-1,0.01
114652,10220001,妮蔻拉丝,-1,0.01
114653,-1,清醒的亡灵,-1,0.01
114654,10220001,妮蔻拉丝,-1,0.01
114655,10110001,娜塔莉娅,-1,0.01
114656,-1,清醒的亡灵,-1,0.01
114657,10110001,娜塔莉娅,-1,0.01
114658,-1,-1,-1,0.01
114670,10010001,安娜,-1,0.01
114680,10110001,娜塔莉娅,-1,0.01
114681,10030001,希贝尔,-1,0.01
114682,10110001,娜塔莉娅,-1,0.01
114683,10110001,娜塔莉娅,-1,0.01
114690,10220001,妮蔻拉丝,-1,0.01
114700,10110001,娜塔莉娅,-1,0.01
114720,10030001,希贝尔,-1,0.01
114730,10110001,娜塔莉娅,-1,0.01
114740,1000,我,-1,0.01
114750,10110001,娜塔莉娅,-1,0.01
114751,10110001,娜塔莉娅,-1,0.01
114760,-1,-1,-1,0.01
114770,10010001,安娜,-1,0.01
114780,1000,我,-1,0.01
114790,-1,-1,-1,0.01
114800,1000,我,-1,0.01
114810,10220001,妮蔻拉丝,-1,0.01
114820,1000,我,-1,0.01
114830,-1,-1,-1,0.01
114840,1000,我,-1,0.01
114850,10010001,安娜,-1,0.01
114860,1000,我,-1,0.01
114870,10010001,安娜,-1,0.01
114880,1000,我,-1,0.01
114890,10220001,妮蔻拉丝,-1,0.01
114900,1000,我,-1,0.01
114910,10220001,妮蔻拉丝,-1,0.01
114940,-1,-1,-1,0.01
114950,10220001,妮蔻拉丝,-1,0.01
114960,-1,-1,-1,0.01
114970,1000,我,-1,0.01
114980,-1,深渊骑士,-1,0.01
114990,1000,我,-1,0.01
115010,1000,我,-1,0.01
115020,-1,-1,-1,0.01
115030,-1,-1,-1,0.01
115040,10010001,安娜,-1,0.01
115050,10220001,妮蔻拉丝,-1,0.01
115070,-1,-1,-1,0.01
115080,-1,-1,-1,0.01
115100,10220001,妮蔻拉丝,-1,0.01
115110,1000,我,-1,0.01
115120,10030001,希贝尔,-1,0.01
115140,1000,我,-1,0.01
115150,-1,-1,-1,0.01
115160,10220001,妮蔻拉丝,-1,0.01
115170,-1,-1,-1,0.01
115180,10010001,安娜,-1,0.01
115190,-1,-1,-1,0.01
115200,-1,-1,-1,0.01
115210,10010001,安娜,-1,0.01
115220,10220001,妮蔻拉丝,-1,0.01
115230,1000,我,-1,0.01
115240,10110001,娜塔莉娅,-1,0.01
115250,-1,爱格伯特,-1,0.01
115260,10110001,娜塔莉娅,-1,0.01
115270,10010001,安娜,-1,0.01
115280,1000,我,-1,0.01
115290,10110001,娜塔莉娅,-1,0.01
115300,10110001,娜塔莉娅,-1,0.01
115310,-1,爱格伯特,-1,0.01
115320,10110001,娜塔莉娅,-1,0.01
115330,-1,-1,-1,0.01
115340,1000,我,-1,0.01
115350,10110001,娜塔莉娅,-1,0.01
115360,-1,爱格伯特,-1,0.01
115370,10110001,娜塔莉娅,-1,0.01
115380,10110001,娜塔莉娅,-1,0.01
115390,10010001,安娜,-1,0.01
115400,1000,我,-1,0.01
115410,10110001,娜塔莉娅,-1,0.01
115420,-1,爱格伯特,-1,0.01
115430,-1,爱格伯特,-1,0.01
115440,10110001,娜塔莉娅,-1,0.01
115450,10110001,娜塔莉娅,-1,0.01
115460,10010001,安娜,-1,0.01
115470,10110001,娜塔莉娅,-1,0.01
115480,10110001,娜塔莉娅,-1,0.01
115490,-1,-1,-1,0.01
115500,-1,-1,-1,0.01
115510,1000,我,-1,0.01
115520,-1,爱格伯特,-1,0.01
115530,-1,爱格伯特,-1,0.01
115540,-1,-1,-1,0.01
115550,-1,-1,-1,0.01
115560,-1,爱格伯特,-1,0.01
115570,10110001,娜塔莉娅,-1,0.01
115580,10110001,娜塔莉娅,-1,0.01
115590,-1,-1,-1,0.01
115600,1000,我,-1,0.01
115610,10010001,安娜,-1,0.01
115620,2000,安利丝,-1,0.01
115630,10010001,安娜,-1,0.01
115640,-1,-1,-1,0.01
115650,10220001,妮蔻拉丝,-1,0.01
115660,1000,我,-1,0.01
115670,1000,我,-1,0.01
115680,10220001,妮蔻拉丝,-1,0.01
115690,10110001,娜塔莉娅,-1,0.01
115700,-1,-1,-1,0.01
115710,-1,阿梅尔,-1,0.01
115720,10110001,娜塔莉娅,-1,0.01
115730,-1,阿梅尔,-1,0.01
115740,10110001,娜塔莉娅,-1,0.01
115750,-1,爱格伯特,-1,0.01
115760,-1,-1,-1,0.01
115770,1000,我,-1,0.01
115780,-1,-1,-1,0.01
115790,-1,阿梅尔,-1,0.01
115800,1000,我,-1,0.01
115810,10110001,娜塔莉娅,-1,0.01
115820,-1,阿梅尔,-1,0.01
115830,1000,我,-1,0.01
115840,10110001,娜塔莉娅,-1,0.01
115850,-1,阿梅尔,-1,0.01
115860,10010001,安娜,-1,0.01
115870,1000,我,-1,0.01
115880,-1,阿梅尔,-1,0.01
115890,1000,我,-1,0.01
115900,-1,-1,-1,0.01
115910,-1,阿梅尔,-1,0.01
115920,-1,-1,-1,0.01
115930,-1,阿梅尔,-1,0.01
115940,10110001,娜塔莉娅,-1,0.01
115950,1000,我,-1,0.01
115960,-1,-1,-1,0.01
115970,-1,阿梅尔,-1,0.01
115980,10110001,娜塔莉娅,-1,0.01
115990,-1,-1,-1,0.01
116000,-1,-1,-1,0.01
116010,10110001,娜塔莉娅,-1,0.01
116020,-1,-1,-1,0.01
116030,-1,-1,-1,0.01
116040,-1,-1,-1,0.01
116050,-1,-1,-1,0.01
116060,1000,我,-1,0.01
116070,-1,-1,-1,0.01
116080,-1,-1,-1,0.01
116090,10060001,塞布丽娜,-1,0.01
116100,-1,-1,-1,0.01
116110,1000,我,-1,0.01
116120,10060001,塞布丽娜,3,0.01
116130,1000,我,-1,0.01
116140,-1,-1,-1,0.01
116150,10060001,塞布丽娜,-1,0.01
116160,10060001,塞布丽娜,-1,0.01
116170,1000,我,-1,0.01
116180,10060001,塞布丽娜,3,0.01
116190,1000,我,-1,0.01
116200,10060001,塞布丽娜,-1,0.01
116210,1000,我,-1,0.01
116220,10060001,塞布丽娜,-1,0.01
116230,10060001,塞布丽娜,-1,0.01
116240,-1,-1,-1,0.01
116250,1000,我,-1,0.01
116260,10060001,塞布丽娜,-1,0.01
116270,1000,我,-1,0.01
116280,10060001,塞布丽娜,4,0.01
116290,1000,我,-1,0.01
116300,-1,-1,-1,0.01
116310,1000,我,-1,0.01
116320,-1,-1,-1,0.01
116330,1000,我,-1,0.01
116340,-1,-1,-1,0.01
116350,1000,我,-1,0.01
116360,-1,-1,-1,0.01
116370,10220001,妮蔻拉丝,-1,0.01
116380,1000,我,-1,0.01
116390,10220001,妮蔻拉丝,1,0.01
116400,10220001,妮蔻拉丝,-1,0.01
116410,1000,我,-1,0.01
116420,10220001,妮蔻拉丝,-1,0.01
116430,1000,我,-1,0.01
116440,1000,我,-1,0.01
116450,10220001,妮蔻拉丝,-1,0.01
116460,1000,我,-1,0.01
116470,1000,我,-1,0.01
116480,10220001,妮蔻拉丝,-1,0.01
116490,10220001,妮蔻拉丝,-1,0.01
116500,1000,我,-1,0.01
116510,10220001,妮蔻拉丝,-1,0.01
116520,1000,我,-1,0.01
116530,1000,我,-1,0.01
116540,10220001,妮蔻拉丝,-1,0.01
116550,-1,-1,-1,0.01
116560,10220001,妮蔻拉丝,-1,0.01
116570,1000,我,-1,0.01
116580,-1,-1,-1,0.01
116590,-1,-1,-1,0.01
116600,-1,-1,-1,0.01
116610,1000,我,-1,0.01
116620,10220001,妮蔻拉丝,-1,0.01
116630,1000,我,-1,0.01
116640,10220001,妮蔻拉丝,-1,0.01
116650,1000,我,-1,0.01
116660,-1,-1,-1,0.01
116670,10220001,妮蔻拉丝,-1,0.01
116680,1000,我,-1,0.01
116690,-1,-1,-1,0.01
116700,10220001,妮蔻拉丝,-1,0.01
116710,-1,-1,-1,0.01
116720,1000,我,-1,0.01
116730,1000,我,-1,0.01
116740,-1,-1,-1,0.01
116750,-1,-1,-1,0.01
116760,-1,-1,-1,0.01
116770,10220001,妮蔻拉丝,-1,0.01
116780,-1,-1,-1,0.01
116790,1000,我,-1,0.01
