ID,被动类型,属性BUFF（类型1生效）,额外伤害（类型12生效）,免伤护盾BUFF（类型11生效）,最终伤害提升（类型10生效）,属性转换（类型8生效）,免死BUFF（类型2生效）,无敌BUFF（类型3生效）,回血（类型4生效）,回血（类型9生效）,BOSS击杀时间增加（类型5有效）,刷新球（类型6有效）,神火减少消耗（类型7有效）,被动技能描述,星级,品质,Debuff（类型13）,魔女技能增强（类型14）,防御特殊增幅（类型15）,暴击特殊增幅（类型16）,是否效果唯一
101100904,1,2&1&8&999999999&1&4&1#8&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360509,-1,-1,-1,-1,-1,-1,-1
101100905,1,2&1&10&999999999&1&4&1#8&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360510,-1,-1,-1,-1,-1,-1,-1
101300401,1,2&1&8&999999999&1&4&1#8&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360511,-1,-1,-1,-1,-1,-1,-1
101300402,1,2&1&9&999999999&1&4&1#8&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360512,-1,-1,-1,-1,-1,-1,-1
101300403,1,2&1&10&999999999&1&4&1#8&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360513,-1,-1,-1,-1,-1,-1,-1
101300404,1,2&1&11&999999999&1&4&1#8&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360514,-1,-1,-1,-1,-1,-1,-1
101300405,1,2&1&12&999999999&1&4&1#8&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360515,-1,-1,-1,-1,-1,-1,-1
101300501,1,4&1&5&5&1&3&3#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360516,-1,-1,-1,-1,-1,-1,-1
101300502,1,4&1&6&5&1&3&3#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360517,-1,-1,-1,-1,-1,-1,-1
101300503,1,4&1&7&5&1&3&3#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360518,-1,-1,-1,-1,-1,-1,-1
101300504,1,4&1&8&5&1&3&3#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360519,-1,-1,-1,-1,-1,-1,-1
101300505,1,4&1&9&5&1&3&3#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360520,-1,-1,-1,-1,-1,-1,-1
101300601,12,-1,3&15&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360521,-1,-1,-1,-1,-1,-1,-1
101300602,12,-1,3&18&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360522,-1,-1,-1,-1,-1,-1,-1
101300603,12,-1,3&22&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360523,-1,-1,-1,-1,-1,-1,-1
101300604,12,-1,3&26&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360524,-1,-1,-1,-1,-1,-1,-1
101300605,12,-1,3&30&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360525,-1,-1,-1,-1,-1,-1,-1
101300701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360526,-1,-1,-1,-1,-1,-1,-1
101300702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360527,-1,-1,-1,-1,-1,-1,-1
101300703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360528,-1,-1,-1,-1,-1,-1,-1
101300704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360529,-1,-1,-1,-1,-1,-1,-1
101300705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360530,-1,-1,-1,-1,-1,-1,-1
101300801,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,10360531,-1,-1,-1,-1,-1,-1,-1
101300802,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,10360532,-1,-1,-1,-1,-1,-1,-1
101300803,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.06,10360533,-1,-1,-1,-1,-1,-1,-1
101300804,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,10360534,-1,-1,-1,-1,-1,-1,-1
101300805,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,10360535,-1,-1,-1,-1,-1,-1,-1
101300901,1,6&2&1&3&1&3&5#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360536,-1,-1,-1,-1,-1,-1,-1
101300902,1,6&2&1.5&3&1&3&5#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360537,-1,-1,-1,-1,-1,-1,-1
101300903,1,6&2&2&3&1&3&5#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360538,-1,-1,-1,-1,-1,-1,-1
101300904,1,6&2&2.5&3&1&3&5#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360539,-1,-1,-1,-1,-1,-1,-1
101300905,1,6&2&3.5&3&1&3&5#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360540,-1,-1,-1,-1,-1,-1,-1
101400201,1,2&1&10&5&1&3&1#10&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360541,2.0,SR,-1,-1,-1,-1,-1
101400202,1,2&1&15&5&1&3&1#10&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360542,3.0,-1,-1,-1,-1,-1,-1
101400203,1,2&1&20&5&1&3&1#10&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360543,4.0,SSR,-1,-1,-1,-1,-1
101400204,1,2&1&25&5&1&3&1#10&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360544,5.0,-1,-1,-1,-1,-1,-1
101400205,1,2&1&30&5&1&3&1#10&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360545,6.0,UR,-1,-1,-1,-1,-1
101400401,1,2&2&200&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360546,-1,-1,-1,-1,-1,-1,-1
101400402,1,2&2&222&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360547,-1,-1,-1,-1,-1,-1,-1
101400403,1,2&2&244&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360548,-1,-1,-1,-1,-1,-1,-1
101400404,1,2&2&266&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360549,-1,-1,-1,-1,-1,-1,-1
101400405,1,2&2&288&5&1&3&1#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360550,-1,-1,-1,-1,-1,-1,-1
101400501,1,5&1&3&5&1&3&4#9&45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360551,-1,-1,-1,-1,-1,-1,-1
101400502,1,5&1&4&5&1&3&4#9&46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360552,-1,-1,-1,-1,-1,-1,-1
101400503,1,5&1&5&5&1&3&4#9&47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360553,-1,-1,-1,-1,-1,-1,-1
101400504,1,5&1&6&5&1&3&4#9&48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360554,-1,-1,-1,-1,-1,-1,-1
101400505,1,5&1&7&5&1&3&4#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360555,-1,-1,-1,-1,-1,-1,-1
101400601,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360556,-1,-1,2|5|1|30|3|1|3|15,-1,-1,-1,-1
101400602,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360557,-1,-1,2|5|1|37|3|1|3|15,-1,-1,-1,-1
101400603,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360558,-1,-1,2|5|1|44|3|1|3|15,-1,-1,-1,-1
101400604,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360559,-1,-1,2|5|1|52|3|1|3|15,-1,-1,-1,-1
101400605,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360560,-1,-1,2|5|1|60|3|1|3|15,-1,-1,-1,-1
101400701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360561,-1,-1,-1,-1,-1,-1,-1
101400702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360562,-1,-1,-1,-1,-1,-1,-1
101400703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360563,-1,-1,-1,-1,-1,-1,-1
101400704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360564,-1,-1,-1,-1,-1,-1,-1
101400705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360565,-1,-1,-1,-1,-1,-1,-1
101400801,1,5&1&5&5&1&3&4#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360566,-1,-1,-1,-1,-1,-1,-1
101400802,1,5&1&6&5&1&3&4#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360567,-1,-1,-1,-1,-1,-1,-1
101400803,1,5&1&7&5&1&3&4#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360568,-1,-1,-1,-1,-1,-1,-1
101400804,1,5&1&8&5&1&3&4#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360569,-1,-1,-1,-1,-1,-1,-1
101400805,1,5&1&10&5&1&3&4#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360570,-1,-1,-1,-1,-1,-1,-1
101400901,3,-1,-1,-1,-1,-1,-1,3&1&35&13,-1,-1,-1,-1,-1,10360571,-1,-1,-1,-1,-1,-1,-1
101400902,3,-1,-1,-1,-1,-1,-1,3&1&40&13,-1,-1,-1,-1,-1,10360572,-1,-1,-1,-1,-1,-1,-1
101400903,3,-1,-1,-1,-1,-1,-1,3&1&50&13,-1,-1,-1,-1,-1,10360573,-1,-1,-1,-1,-1,-1,-1
101400904,3,-1,-1,-1,-1,-1,-1,4&1&50&13,-1,-1,-1,-1,-1,10360574,-1,-1,-1,-1,-1,-1,-1
101400905,3,-1,-1,-1,-1,-1,-1,5&1&50&13,-1,-1,-1,-1,-1,10360575,-1,-1,-1,-1,-1,-1,-1
101500401,1,15&2&5&9999999&1&3&9#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360576,-1,-1,-1,-1,-1,-1,-1
101500402,1,15&2&7&9999999&1&3&9#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360577,-1,-1,-1,-1,-1,-1,-1
101500403,1,15&2&9&9999999&1&3&9#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360578,-1,-1,-1,-1,-1,-1,-1
101500404,1,15&2&12&9999999&1&3&9#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360579,-1,-1,-1,-1,-1,-1,-1
101500405,1,15&2&15&9999999&1&3&9#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360580,-1,-1,-1,-1,-1,-1,-1
101500501,12,-1,3&10&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360581,-1,-1,-1,-1,-1,-1,-1
101500502,12,-1,3&12&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360582,-1,-1,-1,-1,-1,-1,-1
101500503,12,-1,3&14&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360583,-1,-1,-1,-1,-1,-1,-1
101500504,12,-1,3&16&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360584,-1,-1,-1,-1,-1,-1,-1
101500505,12,-1,3&18&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360585,-1,-1,-1,-1,-1,-1,-1
101500601,1,2&1&20&9999999&1&3&1#2&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360586,-1,-1,-1,-1,-1,-1,-1
101500602,1,2&1&25&9999999&1&3&1#2&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360587,-1,-1,-1,-1,-1,-1,-1
101500603,1,2&1&30&9999999&1&3&1#2&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360588,-1,-1,-1,-1,-1,-1,-1
101500604,1,2&1&35&9999999&1&3&1#2&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360589,-1,-1,-1,-1,-1,-1,-1
101500605,1,2&1&40&9999999&1&3&1#1&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360590,-1,-1,-1,-1,-1,-1,-1
101500701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360591,-1,-1,-1,-1,-1,-1,-1
101500702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360592,-1,-1,-1,-1,-1,-1,-1
101500703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360593,-1,-1,-1,-1,-1,-1,-1
101500704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360594,-1,-1,-1,-1,-1,-1,-1
101500705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360595,-1,-1,-1,-1,-1,-1,-1
101500801,1,20&1&2&5&3&3&6#5&1|21&1&2&5&3&3&7#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360596,-1,-1,-1,-1,-1,-1,-1
101500802,1,20&1&3&5&3&3&6#5&1|21&1&3&5&3&3&7#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360597,-1,-1,-1,-1,-1,-1,-1
101500803,1,20&1&4&5&3&3&6#5&1|21&1&4&5&3&3&7#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360598,-1,-1,-1,-1,-1,-1,-1
101500804,1,20&1&5&5&3&3&6#5&1|21&1&5&5&3&3&7#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360599,-1,-1,-1,-1,-1,-1,-1
101500805,1,20&1&6&5&3&3&6#5&1|21&1&6&5&3&3&7#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360600,-1,-1,-1,-1,-1,-1,-1
101500901,1,2&1&1&999999999&3&1&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360601,-1,-1,-1,-1,-1,-1,-1
101500902,1,2&1&1.2&999999999&3&1&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360602,-1,-1,-1,-1,-1,-1,-1
101500903,1,2&1&1.4&999999999&3&1&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360603,-1,-1,-1,-1,-1,-1,-1
101500904,1,2&1&1.6&999999999&3&1&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360604,-1,-1,-1,-1,-1,-1,-1
101500905,1,2&1&2&999999999&3&1&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360605,-1,-1,-1,-1,-1,-1,-1
101700201,1,2&1&1.2&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360606,2.0,SR,-1,-1,-1,-1,-1
101700202,1,2&1&1.4&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360607,3.0,-1,-1,-1,-1,-1,-1
101700203,1,2&1&1.6&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360608,4.0,SSR,-1,-1,-1,-1,-1
101700204,1,2&1&1.8&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360609,5.0,-1,-1,-1,-1,-1,-1
101700205,1,2&1&2&5&3&3&1#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360610,6.0,UR,-1,-1,-1,-1,-1
101700401,1,21&1&8&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360611,-1,-1,-1,-1,-1,-1,-1
101700402,1,21&1&10&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360612,-1,-1,-1,-1,-1,-1,-1
101700403,1,21&1&12&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360613,-1,-1,-1,-1,-1,-1,-1
101700404,1,21&1&14&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360614,-1,-1,-1,-1,-1,-1,-1
101700405,1,21&1&16&5&1&3&7#11&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360615,-1,-1,-1,-1,-1,-1,-1
101700501,1,4&1&3&999999999&1&4&3#7&2&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360616,-1,-1,-1,-1,-1,-1,-1
101700502,1,4&1&4&999999999&1&4&3#7&2&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360617,-1,-1,-1,-1,-1,-1,-1
101700503,1,4&1&5&999999999&1&4&3#7&2&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360618,-1,-1,-1,-1,-1,-1,-1
101700504,1,4&1&6&999999999&1&4&3#7&2&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360619,-1,-1,-1,-1,-1,-1,-1
101700505,1,4&1&7&999999999&1&4&3#7&2&2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360620,-1,-1,-1,-1,-1,-1,-1
101700601,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360621,-1,-1,-1,-1,-1,1|5|3,-1
101700602,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360622,-1,-1,-1,-1,-1,1|5|3.5,-1
101700603,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360623,-1,-1,-1,-1,-1,1|5|4,-1
101700604,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360624,-1,-1,-1,-1,-1,1|5|4.5,-1
101700605,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360625,-1,-1,-1,-1,-1,1|5|5,-1
101700701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360626,-1,-1,-1,-1,-1,-1,-1
101700702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360627,-1,-1,-1,-1,-1,-1,-1
101700703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360628,-1,-1,-1,-1,-1,-1,-1
101700704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360629,-1,-1,-1,-1,-1,-1,-1
101700705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360630,-1,-1,-1,-1,-1,-1,-1
101700801,1,6&2&1&3&1&3&5#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360631,-1,-1,-1,-1,-1,-1,-1
101700802,1,6&2&1.5&3&1&3&5#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360632,-1,-1,-1,-1,-1,-1,-1
101700803,1,6&2&2&3&1&3&5#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360633,-1,-1,-1,-1,-1,-1,-1
101700804,1,6&2&2.5&3&1&3&5#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360634,-1,-1,-1,-1,-1,-1,-1
101700805,1,6&2&3.5&3&1&3&5#9&50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360635,-1,-1,-1,-1,-1,-1,-1
101700901,1,5&1&5&999999999&1&3&4#2&1&90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360636,-1,-1,-1,-1,-1,-1,-1
101700902,1,5&1&6&999999999&1&3&4#2&1&90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360637,-1,-1,-1,-1,-1,-1,-1
101700903,1,5&1&7&999999999&1&3&4#2&1&90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360638,-1,-1,-1,-1,-1,-1,-1
101700904,1,5&1&10&999999999&1&3&4#2&1&80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360639,-1,-1,-1,-1,-1,-1,-1
101700905,1,5&1&10&999999999&1&3&4#2&1&70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360640,-1,-1,-1,-1,-1,-1,-1
101800201,12,-1,4&4&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360641,2.0,SR,-1,-1,-1,-1,-1
101800202,12,-1,4&5&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360642,3.0,-1,-1,-1,-1,-1,-1
101800203,12,-1,4&6&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360643,4.0,SSR,-1,-1,-1,-1,-1
101800204,12,-1,4&7&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360644,5.0,-1,-1,-1,-1,-1,-1
101800205,12,-1,4&8&3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360645,6.0,UR,-1,-1,-1,-1,-1
101800401,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360646,2.0,SR,2|5|1|20|3|1|3|15,-1,-1,-1,-1
101800402,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360647,3.0,-1,2|5|1|24|3|1|3|15,-1,-1,-1,-1
101800403,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360648,4.0,SSR,2|5|1|28|3|1|3|15,-1,-1,-1,-1
101800404,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360649,5.0,-1,2|5|1|32|3|1|3|15,-1,-1,-1,-1
101800405,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360650,6.0,UR,2|5|1|36|3|1|3|15,-1,-1,-1,-1
101800501,1,5&1&1&10&3&1&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360651,-1,-1,-1,-1,-1,-1,-1
101800502,1,5&1&1.5&10&3&1&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360652,-1,-1,-1,-1,-1,-1,-1
101800503,1,5&1&2&10&3&1&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360653,-1,-1,-1,-1,-1,-1,-1
101800504,1,5&1&2.5&10&3&1&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360654,-1,-1,-1,-1,-1,-1,-1
101800505,1,5&1&3&10&3&1&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360655,-1,-1,-1,-1,-1,-1,-1
101800601,1,2&1&12&5&1&3&1#16&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360656,-1,-1,-1,-1,-1,-1,-1
101800602,1,2&1&14&5&1&3&1#16&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360657,-1,-1,-1,-1,-1,-1,-1
101800603,1,2&1&16&5&1&3&1#16&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360658,-1,-1,-1,-1,-1,-1,-1
101800604,1,2&1&18&5&1&3&1#16&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360659,-1,-1,-1,-1,-1,-1,-1
101800605,1,2&1&20&5&1&3&1#16&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360660,-1,-1,-1,-1,-1,-1,-1
101800701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360661,-1,-1,-1,-1,-1,-1,-1
101800702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360662,-1,-1,-1,-1,-1,-1,-1
101800703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360663,-1,-1,-1,-1,-1,-1,-1
101800704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360664,-1,-1,-1,-1,-1,-1,-1
101800705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360665,-1,-1,-1,-1,-1,-1,-1
101800801,4,-1,-1,-1,-1,-1,-1,-1,1&15&1&1&3&100,-1,-1,-1,-1,10360666,-1,-1,-1,-1,-1,-1,-1
101800802,4,-1,-1,-1,-1,-1,-1,-1,1&20&1&1&3&100,-1,-1,-1,-1,10360667,-1,-1,-1,-1,-1,-1,-1
101800803,4,-1,-1,-1,-1,-1,-1,-1,1&25&1&1&3&100,-1,-1,-1,-1,10360668,-1,-1,-1,-1,-1,-1,-1
101800804,4,-1,-1,-1,-1,-1,-1,-1,1&30&1&1&3&100,-1,-1,-1,-1,10360669,-1,-1,-1,-1,-1,-1,-1
101800805,4,-1,-1,-1,-1,-1,-1,-1,1&35&1&1&3&100,-1,-1,-1,-1,10360670,-1,-1,-1,-1,-1,-1,-1
101800901,1,5&1&1&5&3&1&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360671,-1,-1,-1,-1,-1,-1,-1
101800902,1,5&1&2&5&3&1&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360672,-1,-1,-1,-1,-1,-1,-1
101800903,1,5&1&3&5&3&1&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360673,-1,-1,-1,-1,-1,-1,-1
101800904,1,5&1&4&5&3&1&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360674,-1,-1,-1,-1,-1,-1,-1
101800905,1,5&1&5&5&3&1&4#5&1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360675,-1,-1,-1,-1,-1,-1,-1
4050301,1,2&1&1.5&5&20&3&1#20&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360676,-1,-1,-1,-1,-1,-1,-1
4060301,1,2&1&35&10&1&4&1#9&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360677,-1,-1,-1,-1,-1,-1,1
4070301,1,24&2&0.1&999999999&1&3&11#1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360678,-1,-1,-1,-1,-1,-1,-1
4080201,1,20&1&25&999999999&1&4&6#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360679,-1,-1,-1,-1,-1,-1,1
4090301,1,2&1&15&999999999&1&4&1#1&100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360680,-1,-1,-1,-1,-1,-1,1
4100301,12,-1,1&100&40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360681,-1,-1,-1,-1,-1,-1,-1
4110301,1,6&2&10&2&1&4&5#13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10360682,-1,-1,-1,-1,-1,-1,1
