ID,技能id,技能名称,技能ICON,所属星级,普通击中效果,施法音效(废弃，读最后一列),受击音效,施法屏幕效果,技能描述,施法音效
476,991303,10470434,101303,1,667002,event:/FightEffect/witch_skill_mustXlsx-101303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101303-HitSound,-1,20470434,1626
477,991303,10470434,101303,2,667002,event:/FightEffect/witch_skill_mustXlsx-101303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101303-HitSound,-1,20470434,1627
478,991303,10470434,101303,3,667002,event:/FightEffect/witch_skill_mustXlsx-101303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101303-HitSound,-1,20470434,1628
479,991303,10470434,101303,4,667002,event:/FightEffect/witch_skill_mustXlsx-101303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101303-HitSound,-1,20470435,1629
480,991303,10470434,101303,5,667002,event:/FightEffect/witch_skill_mustXlsx-101303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101303-HitSound,-1,20470435,1630
481,991303,10470434,101303,6,667002,event:/FightEffect/witch_skill_mustXlsx-101303-PlaySound,event:/FightEffect/witch_skill_mustXlsx-101303-HitSound,-1,20470435,1631
482,4500390,10470778,102503,1,80102501,event:/FightEffect/witch_skill_mustXlsx-102503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102503-HitSound,-1,20470778,1632
483,4500391,10470314,100903,1,80100901,event:/FightEffect/witch_skill_mustXlsx-100903-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100903-HitSound,-1,20470314,1633
484,4500392,10470778,102503,1,80102501,event:/FightEffect/witch_skill_mustXlsx-102503-PlaySound,event:/FightEffect/witch_skill_mustXlsx-102503-HitSound,-1,20470778,1632
485,994201,10471086,104201,1,4005,event:/FightEffect/witch_skill_barrage-104201-PlaySound,event:/FightEffect/witch_skill_barrage-104201-HitSound,-1,20471086,1527
486,994202,10471087,104202,1,665003,event:/FightEffect/witch_skill_barrage-104201-PlaySound,event:/FightEffect/witch_skill_mustXlsx-100303-HitSound,-1,20471087,1528
487,994203,10471102,104203,1,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,-1,20471102,1529
488,994203,10471102,104203,2,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,-1,20471102,1530
489,994203,10471102,104203,3,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,-1,20471102,1531
490,994203,10471102,104203,4,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,-1,20471106,1532
491,994203,10471102,104203,5,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,-1,20471106,1533
492,994203,10471102,104203,6,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,-1,20471106,1534
493,994256,10471103,104256,6,80104201,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,0,20471106,1535
494,994254,10471102,104254,6,-1,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,1042002,20471105,1536
495,994255,10471102,104255,6,-1,event:/FightEffect/witch_skill_mustXlsx-104203-PlaySound,event:/FightEffect/witch_skill_mustXlsx-104203-HitSound,1042003,20471105,1537
