行为id,下一个行为（-1为结束）,行为归纳,BGM,跳过简述
6156200,6156210,1|106540,-1,-1
6156210,6156220,2|19403,-1,-1
6156220,6156230,1|106550,-1,-1
6156230,6156240,2|19405,-1,-1
6156240,6156250,1|106560,-1,-1
6156250,6156260,2|19403,-1,-1
6156260,6156270,1|106570,-1,-1
6156270,6156280,2|16503,-1,-1
6156280,6156290,1|106580,-1,-1
6156290,6156300,1|106590,-1,-1
6156300,6156310,2|19403,-1,-1
6156310,6156320,1|106600,-1,-1
6156320,6156330,2|16503,-1,-1
6156330,6156340,1|106610,-1,-1
6156340,6156350,2|19403,-1,-1
6156350,6156351,1|106611,-1,-1
6156351,6156352,1|106612,-1,-1
6156352,6156353,2|19405,-1,-1
6156353,6156360,1|106620,-1,-1
6156360,6156370,1|106630,-1,-1
6156370,6156380,2|19403,-1,-1
6156380,6156390,1|106640,-1,-1
6156390,6156400,2|16503,-1,-1
6156400,6156410,1|106650,-1,-1
6156410,6156420,1|106660,-1,-1
6156420,6156430,2|16505,-1,-1
6156430,6156440,1|106670,-1,-1
6156440,6156450,2|16503,-1,-1
6156450,6156460,1|106680,-1,-1
6156460,6156470,2|19403,-1,-1
6156470,6156480,1|106690,-1,-1
6156480,6156490,2|19405,-1,-1
6156490,6156500,1|106700,-1,-1
6156500,6156510,2|16503,-1,-1
6156510,6156511,1|106710,-1,-1
6156511,6156520,2|50001,-1,-1
6156520,6156530,2|19403,-1,-1
6156530,6156540,1|106720,-1,-1
6156540,6156550,2|16503,-1,-1
6156550,6156560,1|106730,-1,-1
6156560,6156570,2|16505,-1,-1
6156570,6156580,1|106740,-1,-1
6156580,6156590,2|16503,-1,-1
6156590,6156600,1|106750,-1,-1
6156600,6156610,2|19403,-1,-1
6156610,6156620,1|106760,-1,-1
6156620,6156630,2|16503,-1,-1
6156630,6156640,1|106770,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/heartbeats,-1
6156640,6156650,1|106780,-1,-1
6156650,6156660,2|19403,-1,-1
6156660,6156670,1|106790,-1,-1
6156670,6156680,2|16503,-1,-1
6156680,6156690,1|106800,-1,-1
6156690,6156700,2|19403,-1,-1
6156700,6156710,1|106810,-1,-1
6156710,6156720,1|106820,StopByPath|event:/GameEffect/BackgroundEffect/act-sixth/heartbeats,-1
6156720,6156730,1|106830,-1,-1
6156730,6156740,2|16503,-1,-1
6156740,6156750,1|106831,-1,-1
6156750,6156760,1|106832,-1,-1
6156760,6156770,2|19403,-1,-1
6156770,6156780,1|106833,-1,-1
6156780,6156790,2|16503,-1,-1
6156790,6156800,1|106834,-1,-1
6156800,6156810,1|106835,-1,-1
6156810,6156820,2|19403,-1,-1
6156820,6156830,1|106836,-1,-1
6156830,6156840,2|16503,-1,-1
6156840,6156850,1|106837,-1,-1
6156850,6156860,2|16505,-1,-1
6156860,6156870,1|106838,-1,-1
6156870,6156880,2|19403,-1,-1
6156880,6156890,1|106839,-1,-1
6156890,6156900,2|16503,-1,-1
6156900,6156910,1|106840,-1,-1
6156910,6156920,2|16505,-1,-1
6156920,6156921,1|106841,PlayBgm|event:/GameBgm/empty,-1
6156921,6156930,2|40004,-1,-1
6156930,6156940,2|80102,StopByPath|event:/GameEffect/BackgroundEffect/act-sixth/amb-night-river|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/stinger-transcene,-1
6156940,6156941,1|106843,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/amb-night|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/bird-angry,-1
6156941,6156950,2|50001,-1,-1
6156950,6156960,2|80106,-1,-1
6156960,6156970,2|16503,-1,-1
6156970,6156980,1|106844,-1,-1
6156980,6156990,2|19403,-1,-1
6156990,6157000,1|106845,-1,-1
6157000,6157010,2|19405,-1,-1
6157010,6157020,1|106846,-1,-1
6157020,6157030,2|16503,-1,-1
6157030,6157040,1|106847,-1,-1
6157040,6157050,2|19403,-1,-1
6157050,6157060,1|106848,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/bird-weak,-1
6157060,6157070,2|16503,-1,-1
6157070,6157080,1|106849,-1,-1
6157080,6157090,2|16505,-1,-1
6157090,6157100,1|106850,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/yanuxiya-magic-cast-soul-link,-1
6157100,6157110,2|16503,-1,-1
6157110,6157120,1|106851,-1,-1
6157120,6157130,2|19403,-1,-1
6157130,6157140,1|106852,-1,-1
6157140,6157150,2|16503,-1,-1
6157150,6157160,1|106853,-1,-1
6157160,6157170,2|19403,-1,-1
6157170,6157180,1|106854,-1,-1
6157180,6157190,2|16503,-1,-1
6157190,6157200,1|106855,-1,-1
6157200,6157210,2|16505,-1,-1
6157210,6157220,1|106856,-1,-1
6157220,6157230,2|16503,-1,-1
6157230,6157240,1|106857,-1,-1
6157240,6157250,2|19403,-1,-1
6157250,6157260,1|106858,-1,-1
6157260,6157261,2|19405,-1,-1
6157261,6157270,2|40004,-1,-1
6157270,6157280,2|80201,-1,-1
6157280,6157290,2|103,-1,-1
6157290,6157300,1|106861,StopByPath|event:/GameEffect/BackgroundEffect/act-sixth/amb-night|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/stinger-transcene|;|PlayBgm|event:/GameBgm/empty|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/amb-desert,-1
6157300,6157310,2|16503,-1,-1
6157310,6157320,1|106862,-1,-1
6157320,6157330,1|106863,-1,-1
6157330,6157340,2|103,-1,-1
6157340,6157350,1|106864,-1,-1
6157350,6157360,2|14603,-1,-1
6157360,6157370,1|106870,-1,-1
6157370,6157380,2|16503,-1,-1
6157380,6157390,1|106880,-1,-1
6157390,-1,1|106890,-1,-1
6160010,6160020,2|80102,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/amb-catastrophe-flood|;|PlayBgm|event:/GameBgm/empty,9996.0
6160020,6160030,1|106910,-1,-1
6160030,6160040,1|106920,-1,-1
6160040,6160070,2|80190,-1,-1
6160070,6160080,1|106930,PlayBgm|event:/GameBgm/dlBgm,-1
6160080,6160090,2|103,-1,-1
6160090,6160100,1|106940,-1,-1
6160100,6160110,2|14603,-1,-1
6160110,6160111,1|106950,-1,-1
6160111,6160112,2|14604,-1,-1
6160112,6160120,1|106951,-1,-1
6160120,6160130,2|16503,-1,-1
6160130,6160140,1|106960,-1,-1
6160140,6160160,2|103,-1,-1
6160160,6160161,1|106980,-1,-1
6160161,6160162,2|14603,-1,-1
6160162,6160163,1|106981,-1,-1
6160163,6160164,2|16503,-1,-1
6160164,6160165,1|106982,-1,-1
6160165,6160166,2|16505,-1,-1
6160166,6160170,1|106990,-1,-1
6160170,6160190,2|16503,-1,-1
6160190,6160191,1|107000,-1,-1
6160191,6160200,1|107002,-1,-1
6160200,6160210,2|103,-1,-1
6160210,6160240,1|107001,-1,-1
6160240,6160250,2|14603,-1,-1
6160250,6160260,1|107040,-1,-1
6160260,6160270,2|103,-1,-1
6160270,6160271,1|107050,-1,-1
6160271,6160272,2|14603,-1,-1
6160272,6160273,1|107051,-1,-1
6160273,6160274,2|14604,-1,-1
6160274,6160275,1|107054,-1,-1
6160275,6160276,2|16503,-1,-1
6160276,6160277,1|107052,-1,-1
6160277,6160278,2|16505,-1,-1
6160278,6160279,2|80186,-1,-1
6160279,6160280,1|107053,SetEventParamByPath|event:/GameEffect/BackgroundEffect/act-sixth/amb-catastrophe-flood|BGE_Volume|100|;,-1
6160280,6160290,2|16603,-1,-1
6160290,6160300,1|107060,-1,-1
6160300,6160310,1|107070,-1,-1
6160310,6160320,1|107080,-1,-1
6160320,6160330,1|107090,-1,-1
6160330,6160340,2|303,-1,-1
6160340,6160350,1|107100,-1,-1
6160350,6160360,2|16603,-1,-1
6160360,6160370,1|107110,-1,-1
6160370,6160390,2|103,-1,-1
6160390,6160400,1|107130,-1,-1
6160400,6160410,2|16603,-1,-1
6160410,6160420,1|107140,-1,-1
6160420,6160430,2|103,-1,-1
6160430,6160440,1|107145,-1,-1
6160440,6160450,2|16603,-1,-1
6160450,6160451,1|107150,-1,-1
6160451,6160460,2|50001,-1,-1
6160460,6160470,2|14603,-1,-1
6160470,6160480,1|107155,-1,-1
6160480,6160490,2|16603,-1,-1
6160490,6160500,1|107160,-1,-1
6160500,6160510,2|303,-1,-1
6160510,6160520,1|107165,-1,-1
6160520,6160530,2|16603,-1,-1
6160530,6160531,1|107170,-1,-1
6160531,6160540,2|50001,-1,-1
6160540,6160550,1|107175,-1,-1
6160550,6160560,1|107180,-1,-1
6160560,6160570,1|107185,-1,-1
6160570,6160580,1|107190,-1,-1
6160580,6160590,2|16503,-1,-1
6160590,6160600,1|107195,-1,-1
6160600,6160610,2|103,-1,-1
6160610,6160620,1|107200,-1,-1
6160620,6160630,2|16603,-1,-1
6160630,6160640,1|107205,-1,-1
6160640,6160650,2|103,-1,-1
6160650,6160660,1|107210,-1,-1
6160660,6160670,2|11803,-1,-1
6160670,6160680,1|107215,-1,-1
6160680,6160690,2|103,-1,-1
6160690,6160700,1|107220,-1,-1
6160700,6160710,2|104,-1,-1
6160710,6160711,1|107225,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/fight-rock,-1
6160711,6160720,2|40002,-1,-1
6160720,6160730,2|103,-1,-1
6160730,6160740,1|107230,-1,-1
6160740,6160750,2|16603,-1,-1
6160750,6160760,1|107235,-1,-1
6160760,6160770,2|103,-1,-1
6160770,6160780,1|107240,-1,-1
6160780,6160790,2|16603,-1,-1
6160790,6160800,1|107245,-1,-1
6160800,6160810,2|103,-1,-1
6160810,6160820,1|107250,-1,-1
6160820,6160830,2|16503,-1,-1
6160830,6160840,1|107255,-1,-1
6160840,6160850,2|16505,-1,-1
6160850,6160860,1|107260,-1,-1
6160860,6160870,2|103,-1,-1
6160870,6160880,1|107265,-1,-1
6160880,6160890,2|16603,-1,-1
6160890,6160900,1|107270,-1,-1
6160900,6160901,2|50001,-1,-1
6160901,6160902,1|107275,-1,-1
6160902,6160910,2|50001,-1,-1
6160910,6160920,2|16605,-1,-1
6160920,6160921,1|107280,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/yanuxiya-magic-cast-red-wave,-1
6160921,6160930,2|40003,-1,-1
6160930,6160940,1|107285,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/yanuxiya-magic-cast-arrows,-1
6160940,6160950,2|103,-1,-1
6160950,6160960,1|107290,-1,-1
6160960,6160970,2|303,-1,-1
6160970,6160980,1|107295,-1,-1
6160980,6160990,2|16503,-1,-1
6160990,-1,1|107300,-1,-1
6165010,6165020,2|70020,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/amb-flood-and-blood-moon|;|PlayBgm|event:/GameBgm/empty,9996.0
6165020,6165030,1|107301,-1,-1
6165030,6165040,1|107302,-1,-1
6165040,6165050,2|16503,-1,-1
6165050,6165060,1|107303,-1,-1
6165060,6165070,2|103,-1,-1
6165070,6165080,1|107304,-1,-1
6165080,6165090,2|16503,-1,-1
6165090,6165100,1|107305,-1,-1
6165100,6165110,2|103,-1,-1
6165110,6165120,1|107306,-1,-1
6165120,6165130,2|303,-1,-1
6165130,6165140,1|107307,-1,-1
6165140,6165150,2|14603,-1,-1
6165150,6165160,1|107308,-1,-1
6165160,6165170,2|103,-1,-1
6165170,6165180,1|107309,-1,-1
6165180,6165190,2|14603,-1,-1
6165190,6165200,1|107310,-1,-1
6165200,6165210,2|303,-1,-1
6165210,6165220,1|107311,-1,-1
6165220,6165230,2|14603,-1,-1
6165230,6165240,1|107312,-1,-1
6165240,6165250,2|14604,-1,-1
6165250,6165260,1|107313,-1,-1
6165260,6165270,2|103,-1,-1
6165270,6165280,1|107314,-1,-1
6165280,6165290,2|11803,-1,-1
6165290,6165300,1|107315,-1,-1
6165300,6165310,2|103,-1,-1
6165310,6165320,1|107316,-1,-1
6165320,6165330,2|104,-1,-1
6165330,6165331,1|107317,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/earthquake,-1
6165331,6165332,2|50001,-1,-1
6165332,6165340,2|103,-1,-1
6165340,6165350,1|107318,-1,-1
6165350,6165360,2|14603,-1,-1
6165360,6165370,1|107319,-1,-1
6165370,6165380,2|13903,-1,-1
6165380,6165390,1|107320,-1,-1
6165390,6165400,2|303,-1,-1
6165400,6165410,1|107321,-1,-1
6165410,6165411,2|305,-1,-1
6165411,6165420,2|80220,-1,-1
6165420,6165421,2|70000,-1,-1
6165421,6165430,1|107322,PlayBgm|event:/GameBgm/MusicBook-aolizuo,-1
6165430,6165440,2|303,-1,-1
6165440,6165450,1|107323,-1,-1
6165450,6165460,2|13903,-1,-1
6165460,6165470,1|107324,-1,-1
6165470,6165480,2|103,-1,-1
6165480,6165490,1|107325,-1,-1
6165490,6165500,2|14603,-1,-1
6165500,6165510,1|107326,-1,-1
6165510,6165520,2|103,-1,-1
6165520,6165530,1|107327,-1,-1
6165530,6165540,2|104,-1,-1
6165540,6165550,1|107328,-1,-1
6165550,6165560,2|14603,-1,-1
6165560,6165570,1|107329,-1,-1
6165570,6165580,2|303,-1,-1
6165580,6165590,1|107330,-1,-1
6165590,6165600,2|14603,-1,-1
6165600,6165610,1|107331,-1,-1
6165610,6165620,2|14604,-1,-1
6165620,6165630,1|107332,-1,-1
6165630,6165640,2|103,-1,-1
6165640,6165650,1|107333,-1,-1
6165650,6165660,2|16603,-1,-1
6165660,6165670,1|107334,-1,-1
6165670,6165671,2|50001,-1,-1
6165671,6165680,2|16605,-1,-1
6165680,6165690,1|107335,-1,-1
6165690,6165700,2|16503,-1,-1
6165700,6165710,1|107336,-1,-1
6165710,6165711,2|50001,-1,-1
6165711,6165712,2|16505,-1,-1
6165712,6165730,1|107337,-1,-1
6165730,6165740,2|103,-1,-1
6165740,6165750,1|107338,-1,-1
6165750,6165760,2|303,-1,-1
6165760,6165770,1|107339,StopByPath|event:/GameEffect/BackgroundEffect/act-sixth/amb-magic-cast-wind-arrows,-1
6165770,6165780,2|305,-1,-1
6165780,6165790,1|107340,-1,-1
6165790,6165800,1|107341,-1,-1
6165800,6165810,2|16603,-1,-1
6165810,6165820,1|107342,-1,-1
6165820,6165830,2|16605,-1,-1
6165830,6165840,1|107343,-1,-1
6165840,6165850,2|16503,-1,-1
6165850,6165860,1|107344,-1,-1
6165860,6165870,2|16603,-1,-1
6165870,6165880,1|107345,-1,-1
6165880,6165890,1|107346,-1,-1
6165890,6165900,2|16503,-1,-1
6165900,6165910,1|107347,-1,-1
6165910,6165920,2|16603,-1,-1
6165920,6165930,1|107348,-1,-1
6165930,6165940,2|16503,-1,-1
6165940,6165950,1|107349,-1,-1
6165950,6165960,2|16603,-1,-1
6165960,6165970,1|107350,-1,-1
6165970,6165980,2|16503,-1,-1
6165980,6165990,1|107351,-1,-1
6165990,6166000,2|16505,-1,-1
6166000,6166010,2|70021,-1,-1
6166010,6166011,2|80000,-1,-1
6166011,6166020,1|107352,-1,-1
6166020,6166030,1|107353,-1,-1
6166030,6166040,1|107354,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/noah-arrows-shot,-1
6166040,6166050,1|107355,-1,-1
6166050,6166060,2|16603,-1,-1
6166060,6166061,1|107356,-1,-1
6166061,6166070,2|50001,-1,-1
6166070,6166080,2|103,-1,-1
6166080,6166090,1|107357,-1,-1
6166090,6166100,2|104,-1,-1
6166100,6166110,1|107358,-1,-1
6166110,6166120,2|14603,-1,-1
6166120,6166130,1|107359,-1,-1
6166130,6166140,1|107360,-1,-1
6166140,6166150,2|16603,-1,-1
6166150,6166160,1|107361,-1,-1
6166160,6166170,2|14603,-1,-1
6166170,6166180,1|107362,-1,-1
6166180,6166190,2|16603,-1,-1
6166190,6166200,1|107363,-1,-1
6166200,6166210,2|16605,-1,-1
6166210,6166220,1|107364,-1,-1
6166220,6166230,2|16603,-1,-1
6166230,6166240,1|107365,-1,-1
6166240,6166250,2|14603,-1,-1
6166250,6166260,1|107366,-1,-1
6166260,6166270,2|103,-1,-1
6166270,6166280,1|107367,-1,-1
6166280,6166290,2|11803,-1,-1
6166290,6166300,1|107368,-1,-1
6166300,6166330,2|303,-1,-1
6166330,6166340,1|107370,-1,-1
6166340,6166350,2|305,-1,-1
6166350,6166360,1|107371,-1,-1
6166360,6166370,2|303,-1,-1
6166370,6166380,1|107372,-1,-1
6166380,6166390,2|103,-1,-1
6166390,6166400,1|107373,-1,-1
6166400,6166410,2|14603,-1,-1
6166410,6166420,1|107374,-1,-1
6166420,6166430,2|16603,-1,-1
6166430,6166440,1|107375,-1,-1
6166440,6166450,2|16605,-1,-1
6166450,6166460,1|107376,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/shimmer,-1
6166460,6166470,2|14603,-1,-1
6166470,6166471,1|107377,-1,-1
6166471,6166480,1|107400,-1,-1
6166480,6166490,2|16503,-1,-1
6166490,6166500,1|107378,-1,-1
6166500,6166510,2|14603,-1,-1
6166510,6166520,1|107379,-1,-1
6166520,6166530,2|14604,-1,-1
6166530,6166531,2|70020,-1,-1
6166531,6166540,1|107380,-1,-1
6166540,6166550,2|16503,-1,-1
6166550,6166560,1|107381,-1,-1
6166560,6166570,1|107382,-1,-1
6166570,6166580,1|107383,-1,-1
6166580,6166590,2|16603,-1,-1
6166590,6166600,1|107384,-1,-1
6166600,6166610,2|16503,-1,-1
6166610,6166620,1|107385,-1,-1
6166620,6166630,2|16603,-1,-1
6166630,6166640,1|107386,-1,-1
6166640,6166650,2|16605,-1,-1
6166650,6166660,1|107387,-1,-1
6166660,6166670,2|16603,-1,-1
6166670,6166671,1|107388,-1,-1
6166671,6166680,2|50001,-1,-1
6166680,6166690,2|16605,-1,-1
6166690,6166700,1|107389,-1,-1
6166700,6166710,2|16503,-1,-1
6166710,6166720,1|107390,-1,-1
6166720,6166730,2|16505,-1,-1
6166730,6166740,1|107620,-1,-1
6166740,6166742,1|107621,-1,-1
6166742,6166750,1|107622,-1,-1
6166750,6166760,1|107630,-1,-1
6166760,6166770,2|16603,-1,-1
6166770,6166771,1|107640,-1,-1
6166771,6166780,2|50001,-1,-1
6166780,6166781,2|16605,-1,-1
6166781,6166782,2|40002,-1,-1
6166782,6166790,2|70019,-1,-1
6166790,6166800,1|107641,-1,-1
6166800,6166810,2|4403,-1,-1
6166810,6166820,1|107650,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/amb-peace-wave|;|PlayBgm|event:/GameBgm/MusicBook-aolizuo,-1
6166820,6166830,2|14603,-1,-1
6166830,6166840,1|107660,-1,-1
6166840,6166850,1|107670,-1,-1
6166850,6166860,2|4403,-1,-1
6166860,6166870,1|107680,-1,-1
6166870,6166880,2|4405,-1,-1
6166880,6166890,1|107690,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/body-fall,-1
6166890,6166900,1|107691,-1,-1
6166900,6166910,1|107692,PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/earthquake,-1
6166910,6166920,2|50001,StopByPath|event:/GameEffect/BackgroundEffect/act-sixth/amb-peace-wave|;|PlayEffectByEvent|event:/GameEffect/BackgroundEffect/act-sixth/amb-nightingale-castle|;|PlayBgm|event:/GameBgm/MusicBook-Nightingale Castle,-1
6166920,6166930,2|103,-1,-1
6166930,6166940,1|107700,-1,-1
6166940,6166950,2|14603,-1,-1
6166950,6166960,1|107710,-1,-1
6166960,6166970,1|107720,-1,-1
6166970,6166980,2|11803,-1,-1
6166980,6166990,1|107721,-1,-1
6166990,6167010,2|303,-1,-1
6167010,6167020,1|107722,-1,-1
6167020,6167030,2|103,-1,-1
6167030,6167050,1|107723,-1,-1
6167050,6167060,2|104,-1,-1
6167060,6167070,1|107724,-1,-1
6167070,6167080,1|107733,-1,-1
6167080,6167090,2|40002,-1,-1
6167090,6167100,2|80002,-1,-1
6167100,6167110,2|70000,-1,-1
6167110,6167120,2|103,-1,-1
6167120,6167130,1|107725,-1,-1
6167130,6167140,2|4403,-1,-1
6167140,6167150,1|107726,-1,-1
6167150,6167160,2|4405,-1,-1
6167160,6167170,1|107727,-1,-1
6167170,6167180,2|303,-1,-1
6167180,6167190,1|107728,-1,-1
6167190,6167200,2|103,-1,-1
6167200,6167210,1|107729,-1,-1
6167210,6167220,2|104,-1,-1
6167220,6167230,1|107730,-1,-1
6167230,6167240,2|903,-1,-1
6167240,6167260,1|107731,-1,-1
6167260,6167270,2|14603,-1,-1
6167270,6167280,1|107736,-1,-1
6167280,6167290,2|903,-1,-1
6167290,6167300,1|107734,-1,-1
6167300,6167310,1|107735,-1,-1
6167310,6167320,1|107737,-1,-1
6167320,6167330,2|905,-1,-1
6167330,6167340,1|107738,-1,-1
6167340,6167350,1|107732,-1,-1
6167350,-1,1|107739,-1,-1
1210010,1210020,2|80102,-1,121.0
1210020,1210030,1|112660,-1,-1
1210030,1210040,1|112670,-1,-1
1210040,1210060,1|112690,-1,-1
1210060,1210070,2|13303,-1,-1
1210070,1210080,1|112700,-1,-1
1210080,1210090,2|13305,-1,-1
1210090,1210100,1|112710,-1,-1
1210100,1210120,2|13303,-1,-1
1210120,1210130,1|112730,-1,-1
1210130,1210140,2|103,-1,-1
1210140,1210150,1|112740,-1,-1
1210150,1210160,2|13303,-1,-1
1210160,1210161,1|112750,-1,-1
1210161,1210170,1|112751,-1,-1
1210170,1210180,2|13305,-1,-1
1210180,1210190,1|112760,-1,-1
1210190,1210200,2|14603,-1,-1
1210200,1210210,1|112770,-1,-1
1210210,1210220,2|14604,-1,-1
1210220,1210230,1|112780,-1,-1
1210230,1210250,2|13503,-1,-1
1210250,1210260,1|112800,-1,-1
1210260,1210270,2|13303,-1,-1
1210270,1210271,1|112810,-1,-1
1210271,1210280,1|112811,-1,-1
1210280,1210290,1|112820,-1,-1
1210290,1210300,2|13305,-1,-1
1210300,1210310,1|112830,-1,-1
1210310,1210320,2|103,-1,-1
1210320,1210330,1|112840,-1,-1
1210330,1210340,2|11803,-1,-1
1210340,1210350,1|112850,-1,-1
1210350,1210360,2|103,-1,-1
1210360,1210370,1|112860,-1,-1
1210370,1210380,2|104,-1,-1
1210380,1210390,1|112870,-1,-1
1210390,1210400,2|11803,-1,-1
1210400,1210410,1|112880,-1,-1
1210410,1210420,2|14603,-1,-1
1210420,1210430,1|112890,-1,-1
1210430,1210440,2|14604,-1,-1
1210440,1210450,1|112900,-1,-1
1210450,1210470,2|103,-1,-1
1210470,1210480,1|112920,-1,-1
1210480,1210490,2|11803,-1,-1
1210490,1210500,1|112930,-1,-1
1210500,1210510,2|103,-1,-1
1210510,1210520,1|112940,-1,-1
1210520,1210530,2|11903,-1,-1
1210530,1210540,1|112950,-1,-1
1210540,1210550,2|14603,-1,-1
1210550,1210560,1|112960,-1,-1
1210560,1210570,2|103,-1,-1
1210570,1210580,1|112970,-1,-1
1210580,1210590,2|13303,-1,-1
1210590,1210600,1|112980,-1,-1
1210600,1210610,2|103,-1,-1
1210610,1210620,1|112990,-1,-1
1210620,1210630,2|13303,-1,-1
1210630,1210640,1|113000,-1,-1
1210640,1210650,2|13305,-1,-1
1210650,1210660,1|113010,-1,-1
1210660,1210670,2|16803,-1,-1
1210670,1210680,1|113020,-1,-1
1210680,1210690,2|103,-1,-1
1210690,1210700,1|113030,-1,-1
1210700,1210710,2|303,-1,-1
1210710,1210720,1|113040,-1,-1
1210720,1210730,2|14603,-1,-1
1210730,-1,1|113050,-1,-1
1215010,1215020,2|80102,-1,121.0
1215020,1215030,2|103,-1,-1
1215030,1215040,1|113070,-1,-1
1215040,1215050,2|16803,-1,-1
1215050,1215060,1|113080,-1,-1
1215060,1215070,2|103,-1,-1
1215070,1215080,1|113090,-1,-1
1215080,1215090,2|16803,-1,-1
1215090,1215100,1|113100,-1,-1
1215100,1215110,2|16805,-1,-1
1215110,1215120,1|113110,-1,-1
1215120,1215130,2|103,-1,-1
1215130,1215140,1|113120,-1,-1
1215140,1215150,2|13503,-1,-1
1215150,1215160,1|113130,-1,-1
1215160,1215170,2|14603,-1,-1
1215170,1215180,1|113140,-1,-1
1215180,1215190,2|14604,-1,-1
1215190,1215200,1|113150,-1,-1
1215200,1215210,2|16903,-1,-1
1215210,1215220,1|113160,-1,-1
1215220,1215230,2|13303,-1,-1
1215230,1215240,1|113170,-1,-1
1215240,1215250,2|16903,-1,-1
1215250,1215260,1|113180,-1,-1
1215260,1215270,2|13503,-1,-1
1215270,1215280,1|113190,-1,-1
1215280,1215290,2|16903,-1,-1
1215290,1215300,1|113200,-1,-1
1215300,1215310,2|13503,-1,-1
1215310,1215320,1|113210,-1,-1
1215320,1215330,2|16903,-1,-1
1215330,1215340,1|113220,-1,-1
1215340,1215350,2|103,-1,-1
1215350,1215360,1|113230,-1,-1
1215360,1215370,2|16903,-1,-1
1215370,1215380,1|113240,-1,-1
1215380,1215390,2|16905,-1,-1
1215390,1215400,1|113250,-1,-1
1215400,1215410,2|13503,-1,-1
1215410,1215420,1|113260,-1,-1
1215420,1215430,2|16903,-1,-1
1215430,1215440,1|113270,-1,-1
1215440,1215450,2|16905,-1,-1
1215450,1215460,1|113280,-1,-1
1215460,1215470,2|103,-1,-1
1215470,1215480,1|113290,-1,-1
1215480,1215490,2|303,-1,-1
1215490,1215500,1|113300,-1,-1
1215500,1215510,2|11903,-1,-1
1215510,1215520,1|113310,-1,-1
1215520,1215530,2|13503,-1,-1
1215530,1215540,1|113320,-1,-1
1215540,1215550,2|103,-1,-1
1215550,1215560,1|113330,-1,-1
1215560,1215570,2|14603,-1,-1
1215570,1215580,1|113340,-1,-1
1215580,1215590,2|103,-1,-1
1215590,1215600,1|113350,-1,-1
1215600,1215610,2|13303,-1,-1
1215610,1215620,1|113360,-1,-1
1215620,1215630,2|14603,-1,-1
1215630,1215640,1|113370,-1,-1
1215640,1215650,2|13303,-1,-1
1215650,1215660,1|113380,-1,-1
1215660,1215670,2|14603,-1,-1
1215670,1215680,1|113390,-1,-1
1215680,1215700,2|13303,-1,-1
1215700,1215710,1|113410,-1,-1
1215710,1215720,2|14603,-1,-1
1215720,1215730,1|113420,-1,-1
1215730,1215740,2|13303,-1,-1
1215740,1215750,1|113430,-1,-1
1215750,1215770,1|113450,-1,-1
1215770,1215790,2|14603,-1,-1
1215790,1215800,1|113470,-1,-1
1215800,1215810,2|13303,-1,-1
1215810,1215820,1|113480,-1,-1
1215820,1215830,2|103,-1,-1
1215830,1215840,1|113490,-1,-1
1215840,1215850,2|13303,-1,-1
1215850,-1,1|113510,-1,-1
1220010,1220020,2|80102,-1,122.0
1220020,1220021,1|113530,-1,-1
1220021,1220030,2|16903,-1,-1
1220030,1220040,1|113540,-1,-1
1220040,1220050,2|16905,-1,-1
1220050,1220060,1|113550,-1,-1
1220060,1220070,2|103,-1,-1
1220070,1220080,1|113560,-1,-1
1220080,1220090,2|14603,-1,-1
1220090,1220100,1|113570,-1,-1
1220100,1220110,2|14604,-1,-1
1220110,1220120,1|113580,-1,-1
1220120,1220130,2|16903,-1,-1
1220130,1220140,1|113590,-1,-1
1220140,1220150,1|113600,-1,-1
1220150,1220160,2|103,-1,-1
1220160,1220170,1|113610,-1,-1
1220170,1220180,2|11903,-1,-1
1220180,1220190,1|113620,-1,-1
1220190,1220200,2|103,-1,-1
1220200,1220201,1|113630,-1,-1
1220201,1220202,2|104,-1,-1
1220202,1220210,1|113631,-1,-1
1220210,1220220,2|11703,-1,-1
1220220,1220230,1|113640,-1,-1
1220230,1220240,2|303,-1,-1
1220240,1220250,1|113650,-1,-1
1220250,1220260,2|13503,-1,-1
1220260,1220270,1|113660,-1,-1
1220270,1220280,2|14603,-1,-1
1220280,1220290,1|113670,-1,-1
