唯一id,关卡id,敌人id,最终生命,最终攻击,最终防御,神火,擦弹分,死亡分数,光防,暗防,混防
1116,120102,11012040,199343,3798,1121,0.07|2,99,99671,1000,1000,1000
1117,120102,11012050,637896,3798,1121,0.07|2,318,318948,1000,1000,1000
1118,120103,11003010,3731692,5064,1121,-1,37,1865846,1000,1000,1000
1119,120103,11003011,1196055000,4749,1121,-1,59802,598027500,750,1000,2000
1120,120104,11011010,5582,3798,1121,0.07|2,2,2791,1000,1000,1000
1121,120104,11012010,31895,3798,1121,0.07|2,15,15947,1000,1000,1000
1122,120104,10101007,3987,3798,1121,0.07|2,1,1993,1000,1000,1000
1123,120104,11012040,177016,3798,1121,0.07|2,88,88508,1000,1000,1000
1124,120104,11012020,55816,3798,1121,0.07|2,27,27908,1000,1000,1000
1125,120104,10101016,3987,3798,1121,0.07|2,1,1993,1000,1000,1000
1126,120104,11012030,191369,3798,1121,0.07|2,95,95684,1000,1000,1000
1127,120104,11012050,637896,3798,1121,0.07|2,318,318948,1000,1000,1000
1128,120105,11003020,4961647,7421,1878,-1,49,2480823,750,1000,2000
1129,120106,10101016,5907,5301,1878,0.07|2,2,2953,1000,1000,1000
1130,120106,10101007,5907,5301,1878,0.07|2,2,2953,1000,1000,1000
1131,120106,11012040,262521,5301,1878,0.07|2,131,131260,1000,1000,1000
1132,120106,11012010,34128,5301,1878,0.07|2,17,17064,1000,1000,1000
1133,120106,11012030,301899,5301,1878,0.07|2,150,150949,1000,1000,1000
1134,120106,11015010,1575126,6362,1878,0.07|2,78,787563,750,1000,2000
1135,120107,11012030,318886,5454,1932,0.07|2,159,159443,1000,1000,1000
1136,120107,11011010,10146,5454,1932,0.07|2,5,5073,1000,1000,1000
1137,120107,11012010,40585,5454,1932,0.07|2,20,20292,1000,1000,1000
1138,120107,10101016,6523,5454,1932,0.07|2,3,3261,1000,1000,1000
1139,120107,10101007,6523,5454,1932,0.07|2,3,3261,1000,1000,1000
1140,120107,11012020,86969,5454,1932,0.07|2,43,43484,1000,1000,1000
1141,120107,11012040,289896,5454,1932,0.07|2,144,144948,1000,1000,1000
1142,120107,11003003,1739376,6954,1932,0.2|5,86,869688,1000,1000,1000
1143,120108,11003030,5870394,5454,1932,-1,58,2935197,1000,1000,1000
1144,120201,10101006,63641,8055,2282,0.07|2,31,31820,1000,1000,1000
1145,120201,10101007,10228,8055,2282,0.07|2,5,5114,1000,1000,1000
1146,120201,11012030,795506,8055,2282,0.07|2,397,397753,1000,1000,1000
1147,120201,11024010,1591013,8055,2282,0.07|2,795,795506,1000,1000,1000
1148,120202,10101006,75005,8055,2282,0.07|2,37,37502,1000,1000,1000
1149,120202,10101007,10228,8055,2282,0.07|2,5,5114,1000,1000,1000
1150,120202,11012030,795506,8055,2282,0.07|2,397,397753,1000,1000,1000
1151,120202,11004002,2863823,9666,2282,-1,143,1431911,2000,750,1000
1152,120203,10101006,61368,8055,2282,0.07|2,30,30684,1000,1000,1000
1153,120203,10101007,10228,8055,2282,0.07|2,5,5114,1000,1000,1000
1154,120203,11012030,795506,8055,2282,0.07|2,397,397753,1000,1000,1000
1155,120203,11004003,2591078,9666,2282,-1,129,1295539,750,1000,2000
1156,120203,10034010,1022794,8055,2282,0.07|2,511,511397,2000,750,1000
1157,120204,10101006,70748,8186,2319,0.07|2,35,35374,1000,1000,1000
1158,120204,11012030,884352,8186,2319,0.07|2,442,442176,1000,1000,1000
1159,120204,11012050,1895040,8186,2319,0.07|2,947,947520,1000,1000,1000
1160,120205,10103010,18192384,10478,2319,0.2|10,181,9096192,750,1000,2000
1161,120205,10103015,252672,8186,2319,0.07|2,126,126336,1000,1000,1000
1162,120206,10101006,95071,8318,2356,0.07|2,47,47535,1000,1000,1000
1163,120206,10101016,13582,8318,2356,0.07|2,6,6791,1000,1000,1000
1164,120206,10101007,13582,8318,2356,0.07|2,6,6791,1000,1000,1000
1165,120206,11012040,1005033,8318,2356,0.07|2,502,502516,1000,1000,1000
1166,120206,11025010,2444675,8318,2356,0.07|2,1222,1222337,1000,1000,1000
1167,120207,10102090,29336094,10646,2356,0.2|10,293,14668047,1000,1000,1000
1168,120208,11002080,29336094,10646,2356,0.2|10,293,14668047,1000,2000,750
1169,230001,10304002,265728,3519,1304,0.2|5,13,132864,1000,2000,750
1170,230001,10304003,265728,3519,1304,0.2|5,13,132864,1000,2000,750
1171,230001,10304700,876902,4692,1304,0.2|10,8,438451,1000,2000,750
1172,230002,10304002,606684,4671,1730,0.2|5,30,303342,1000,2000,750
1173,230002,10304003,606684,4671,1730,0.2|5,30,303342,1000,2000,750
1174,230002,10304700,2002057,6228,1730,0.2|10,20,1001028,1000,2000,750
1175,230003,10304002,1818300,9666,3580,0.2|5,90,909150,1000,2000,750
1176,230003,10304003,1818300,9666,3580,0.2|5,90,909150,1000,2000,750
1177,230003,10304700,6000390,12888,3580,0.2|10,60,3000195,1000,2000,750
1178,230004,10304002,2333952,10059,3726,0.2|5,116,1166976,1000,2000,750
1179,230004,10304003,2333952,10059,3726,0.2|5,116,1166976,1000,2000,750
1180,230004,10304700,7702042,13410,3726,0.2|10,77,3851021,1000,2000,750
1181,230005,10304002,3314940,12363,4580,0.2|5,165,1657470,1000,2000,750
1182,230005,10304003,3314940,12363,4580,0.2|5,165,1657470,1000,2000,750
1183,230005,10304700,10939302,16482,4580,0.2|10,109,5469651,1000,2000,750
1184,230006,10304002,4222356,13077,4844,0.2|5,211,2111178,1000,2000,750
1185,230006,10304003,4222356,13077,4844,0.2|5,211,2111178,1000,2000,750
1186,230006,10304700,13933775,17436,4844,0.2|10,139,6966887,1000,2000,750
1187,230007,10304002,6003396,16440,6090,0.2|5,300,3001698,1000,2000,750
1188,230007,10304003,6003396,16440,6090,0.2|5,300,3001698,1000,2000,750
1189,230007,10304700,19811207,21918,6090,0.2|10,198,9905603,1000,2000,750
1190,230008,10304002,6864984,16845,6238,0.2|5,343,3432492,1000,2000,750
1191,230008,10304003,6864984,16845,6238,0.2|5,343,3432492,1000,2000,750
1192,230008,10304700,22654447,22458,6238,0.2|10,226,11327223,1000,2000,750
1193,240001,10304005,6643,2346,1304,0.07|2,3,3321,750,1000,2000
1194,240001,10304006,6643,2346,1304,0.07|2,3,3321,750,1000,2000
1195,240001,10304004,11072,2346,1304,0.07|2,5,5536,750,1000,2000
1196,240001,10304008,8858,2346,1304,0.07|2,4,4429,750,1000,2000
1197,240001,10304007,6643,2346,1304,0.07|2,3,3321,750,1000,2000
1198,240001,10304500,398592,4692,1304,0.2|10,3,199296,750,1000,2000
1199,240001,10304024,4429,2346,1304,0.07|2,2,2214,750,1000,2000
1200,240001,10102021,4429,2346,1304,0.07|2,2,2214,750,1000,2000
1201,240001,10102025,4429,2346,1304,0.07|2,2,2214,750,1000,2000
1202,240002,10304005,15167,3114,1730,0.07|2,7,7583,750,1000,2000
1203,240002,10304006,15167,3114,1730,0.07|2,7,7583,750,1000,2000
1204,240002,10304004,25279,3114,1730,0.07|2,12,12639,750,1000,2000
1205,240002,10304008,20223,3114,1730,0.07|2,10,10111,750,1000,2000
1206,240002,10304007,15167,3114,1730,0.07|2,7,7583,750,1000,2000
1207,240002,10304500,910026,6228,1730,0.2|10,9,455013,750,1000,2000
1208,240002,10304024,10111,3114,1730,0.07|2,5,5055,750,1000,2000
1209,240002,10102021,10111,3114,1730,0.07|2,5,5055,750,1000,2000
1210,240002,10102025,10111,3114,1730,0.07|2,5,5055,750,1000,2000
1211,240003,10304005,45458,6444,3580,0.07|2,22,22729,750,1000,2000
1212,240003,10304006,45458,6444,3580,0.07|2,22,22729,750,1000,2000
1213,240003,10304004,75763,6444,3580,0.07|2,37,37881,750,1000,2000
1214,240003,10304008,60610,6444,3580,0.07|2,30,30305,750,1000,2000
1215,240003,10304007,45458,6444,3580,0.07|2,22,22729,750,1000,2000
1216,240003,10304500,2727450,12888,3580,0.2|10,27,1363725,750,1000,2000
1217,240003,10304024,30305,6444,3580,0.07|2,15,15152,750,1000,2000
1218,240003,10102021,30305,6444,3580,0.07|2,15,15152,750,1000,2000
1219,240003,10102025,30305,6444,3580,0.07|2,15,15152,750,1000,2000
1220,240004,10304005,58349,6705,3726,0.07|2,29,29174,750,1000,2000
1221,240004,10304006,58349,6705,3726,0.07|2,29,29174,750,1000,2000
1222,240004,10304004,97248,6705,3726,0.07|2,48,48624,750,1000,2000
1223,240004,10304008,77798,6705,3726,0.07|2,38,38899,750,1000,2000
1224,240004,10304007,58349,6705,3726,0.07|2,29,29174,750,1000,2000
1225,240004,10304500,3500928,13410,3726,0.2|10,35,1750464,750,1000,2000
1226,240004,10304024,38899,6705,3726,0.07|2,19,19449,750,1000,2000
1227,240004,10102021,38899,6705,3726,0.07|2,19,19449,750,1000,2000
1228,240004,10102025,38899,6705,3726,0.07|2,19,19449,750,1000,2000
1229,240005,10304005,82874,8241,4580,0.07|2,41,41437,750,1000,2000
1230,240005,10304006,82874,8241,4580,0.07|2,41,41437,750,1000,2000
1231,240005,10304004,138123,8241,4580,0.07|2,69,69061,750,1000,2000
1232,240005,10304008,110498,8241,4580,0.07|2,55,55249,750,1000,2000
1233,240005,10304007,82874,8241,4580,0.07|2,41,41437,750,1000,2000
1234,240005,10304500,4972410,16482,4580,0.2|10,49,2486205,750,1000,2000
1235,240005,10304024,55249,8241,4580,0.07|2,27,27624,750,1000,2000
1236,240005,10102021,55249,8241,4580,0.07|2,27,27624,750,1000,2000
1237,240005,10102025,55249,8241,4580,0.07|2,27,27624,750,1000,2000
1238,240006,10304005,105559,8718,4844,0.07|2,52,52779,750,1000,2000
1239,240006,10304006,105559,8718,4844,0.07|2,52,52779,750,1000,2000
1240,240006,10304004,175932,8718,4844,0.07|2,87,87966,750,1000,2000
1241,240006,10304008,140745,8718,4844,0.07|2,70,70372,750,1000,2000
1242,240006,10304007,105559,8718,4844,0.07|2,52,52779,750,1000,2000
1243,240006,10304500,6333534,17436,4844,0.2|10,63,3166767,750,1000,2000
1244,240006,10304024,70373,8718,4844,0.07|2,35,35186,750,1000,2000
1245,240006,10102021,70373,8718,4844,0.07|2,35,35186,750,1000,2000
1246,240006,10102025,70373,8718,4844,0.07|2,35,35186,750,1000,2000
1247,240007,10304005,150085,10959,6090,0.07|2,75,75042,750,1000,2000
1248,240007,10304006,150085,10959,6090,0.07|2,75,75042,750,1000,2000
1249,240007,10304004,250142,10959,6090,0.07|2,125,125071,750,1000,2000
1250,240007,10304008,200113,10959,6090,0.07|2,100,100056,750,1000,2000
1251,240007,10304007,150085,10959,6090,0.07|2,75,75042,750,1000,2000
1252,240007,10304500,9005094,21918,6090,0.2|10,90,4502547,750,1000,2000
1253,240007,10304024,100057,10959,6090,0.07|2,50,50028,750,1000,2000
1254,240007,10102021,100057,10959,6090,0.07|2,50,50028,750,1000,2000
1255,240007,10102025,100057,10959,6090,0.07|2,50,50028,750,1000,2000
1256,240008,10304005,171625,11229,6238,0.07|2,85,85812,750,1000,2000
1257,240008,10304006,171625,11229,6238,0.07|2,85,85812,750,1000,2000
1258,240008,10304004,286041,11229,6238,0.07|2,143,143020,750,1000,2000
1259,240008,10304008,228833,11229,6238,0.07|2,114,114416,750,1000,2000
1260,240008,10304007,171625,11229,6238,0.07|2,85,85812,750,1000,2000
1261,240008,10304500,10297476,22458,6238,0.2|10,102,5148738,750,1000,2000
1262,240008,10304024,114416,11229,6238,0.07|2,57,57208,750,1000,2000
1263,240008,10102021,114416,11229,6238,0.07|2,57,57208,750,1000,2000
1264,240008,10102025,114416,11229,6238,0.07|2,57,57208,750,1000,2000
1265,250001,10304033,265728,3519,1304,0.07|2,13,132864,2000,750,1000
1266,250001,10304032,265728,3519,1304,0.2|5,13,132864,750,1000,2000
1267,250001,10304600,876902,4692,1304,0.2|10,8,438451,2000,750,1000
1268,250002,10304033,606684,4671,1730,0.07|2,30,303342,2000,750,1000
1269,250002,10304032,606684,4671,1730,0.2|5,30,303342,750,1000,2000
1270,250002,10304600,2002057,6228,1730,0.2|10,20,1001028,2000,750,1000
1271,250003,10304033,1818300,9666,3580,0.07|2,90,909150,2000,750,1000
1272,250003,10304032,1818300,9666,3580,0.2|5,90,909150,750,1000,2000
1273,250003,10304600,6000390,12888,3580,0.2|10,60,3000195,2000,750,1000
1274,250004,10304033,2333952,10059,3726,0.07|2,116,1166976,2000,750,1000
1275,250004,10304032,2333952,10059,3726,0.2|5,116,1166976,750,1000,2000
1276,250004,10304600,7702042,13410,3726,0.2|10,77,3851021,2000,750,1000
1277,250005,10304033,3314940,12363,4580,0.07|2,165,1657470,2000,750,1000
1278,250005,10304032,3314940,12363,4580,0.2|5,165,1657470,750,1000,2000
1279,250005,10304600,10939302,16482,4580,0.2|10,109,5469651,2000,750,1000
1280,250006,10304033,4222356,13077,4844,0.07|2,211,2111178,2000,750,1000
1281,250006,10304032,4222356,13077,4844,0.2|5,211,2111178,750,1000,2000
1282,250006,10304600,13933775,17436,4844,0.2|10,139,6966887,2000,750,1000
1283,250007,10304033,6003396,16440,6090,0.07|2,300,3001698,2000,750,1000
1284,250007,10304032,6003396,16440,6090,0.2|5,300,3001698,750,1000,2000
1285,250007,10304600,19811207,21918,6090,0.2|10,198,9905603,2000,750,1000
1286,250008,10304033,6864984,16845,6238,0.07|2,343,3432492,2000,750,1000
1287,250008,10304032,6864984,16845,6238,0.2|5,343,3432492,750,1000,2000
1288,250008,10304600,22654447,22458,6238,0.2|10,226,11327223,2000,750,1000
1289,260001,10304009,8858,2346,1304,0.07|2,4,4429,750,1000,2000
1290,260001,10304010,8858,2346,1304,0.07|2,4,4429,750,1000,2000
1291,260001,10304400,478310,4692,1304,0.2|10,4,239155,750,1000,2000
1292,260001,10304024,4429,2346,1304,0.07|2,2,2214,750,1000,2000
1293,260002,10304009,20223,3114,1730,0.07|2,10,10111,750,1000,2000
1294,260002,10304010,20223,3114,1730,0.07|2,10,10111,750,1000,2000
1295,260002,10304400,1092031,6228,1730,0.2|10,10,546015,750,1000,2000
1296,260002,10304024,10111,3114,1730,0.07|2,5,5055,750,1000,2000
1297,260003,10304009,60610,6444,3580,0.07|2,30,30305,750,1000,2000
1298,260003,10304010,60610,6444,3580,0.07|2,30,30305,750,1000,2000
1299,260003,10304400,3272940,12888,3580,0.2|10,32,1636470,750,1000,2000
1300,260003,10304024,30305,6444,3580,0.07|2,15,15152,750,1000,2000
1301,260004,10304009,77798,6705,3726,0.07|2,38,38899,750,1000,2000
1302,260004,10304010,77798,6705,3726,0.07|2,38,38899,750,1000,2000
1303,260004,10304400,4201114,13410,3726,0.2|10,42,2100557,750,1000,2000
1304,260004,10304024,38899,6705,3726,0.07|2,19,19449,750,1000,2000
1305,260005,10304009,110498,8241,4580,0.07|2,55,55249,750,1000,2000
1306,260005,10304010,110498,8241,4580,0.07|2,55,55249,750,1000,2000
1307,260005,10304400,5966892,16482,4580,0.2|10,59,2983446,750,1000,2000
1308,260005,10304024,55249,8241,4580,0.07|2,27,27624,750,1000,2000
1309,260006,10304009,140745,8718,4844,0.07|2,70,70372,750,1000,2000
1310,260006,10304010,140745,8718,4844,0.07|2,70,70372,750,1000,2000
1311,260006,10304400,7600241,17436,4844,0.2|10,76,3800120,750,1000,2000
1312,260006,10304024,70373,8718,4844,0.07|2,35,35186,750,1000,2000
1313,260007,10304009,200113,10959,6090,0.07|2,100,100056,750,1000,2000
1314,260007,10304010,200113,10959,6090,0.07|2,100,100056,750,1000,2000
1315,260007,10304400,10806113,21918,6090,0.2|10,108,5403056,750,1000,2000
1316,260007,10304024,100057,10959,6090,0.07|2,50,50028,750,1000,2000
1317,260008,10304009,228833,11229,6238,0.07|2,114,114416,750,1000,2000
1318,260008,10304010,228833,11229,6238,0.07|2,114,114416,750,1000,2000
1319,260008,10304400,12356971,22458,6238,0.2|10,123,6178485,750,1000,2000
1320,260008,10304024,114416,11229,6238,0.07|2,57,57208,750,1000,2000
1321,270001,10304026,265728,3519,1304,0.07|2,13,132864,1000,2000,750
1322,270001,10304027,265728,3519,1304,0.07|2,13,132864,1000,2000,750
1323,270001,10304800,876902,4692,1304,0.2|10,8,438451,1000,2000,750
1324,270001,10103015,8858,2346,1304,0.07|2,4,4429,1000,1000,1000
1325,270002,10304026,606684,4671,1730,0.07|2,30,303342,1000,2000,750
1326,270002,10304027,606684,4671,1730,0.07|2,30,303342,1000,2000,750
1327,270002,10304800,2002057,6228,1730,0.2|10,20,1001028,1000,2000,750
1328,270002,10103015,20223,3114,1730,0.07|2,10,10111,1000,1000,1000
1329,270003,10304026,1818300,9666,3580,0.07|2,90,909150,1000,2000,750
1330,270003,10304027,1818300,9666,3580,0.07|2,90,909150,1000,2000,750
1331,270003,10304800,6000390,12888,3580,0.2|10,60,3000195,1000,2000,750
1332,270003,10103015,60610,6444,3580,0.07|2,30,30305,1000,1000,1000
1333,270004,10304026,2333952,10059,3726,0.07|2,116,1166976,1000,2000,750
1334,270004,10304027,2333952,10059,3726,0.07|2,116,1166976,1000,2000,750
1335,270004,10304800,7702042,13410,3726,0.2|10,77,3851021,1000,2000,750
1336,270004,10103015,77798,6705,3726,0.07|2,38,38899,1000,1000,1000
1337,270005,10304026,3314940,12363,4580,0.07|2,165,1657470,1000,2000,750
1338,270005,10304027,3314940,12363,4580,0.07|2,165,1657470,1000,2000,750
1339,270005,10304800,10939302,16482,4580,0.2|10,109,5469651,1000,2000,750
1340,270005,10103015,110498,8241,4580,0.07|2,55,55249,1000,1000,1000
1341,270006,10304026,4222356,13077,4844,0.07|2,211,2111178,1000,2000,750
1342,270006,10304027,4222356,13077,4844,0.07|2,211,2111178,1000,2000,750
1343,270006,10304800,13933775,17436,4844,0.2|10,139,6966887,1000,2000,750
1344,270006,10103015,140745,8718,4844,0.07|2,70,70372,1000,1000,1000
1345,270007,10304026,6003396,16440,6090,0.07|2,300,3001698,1000,2000,750
1346,270007,10304027,6003396,16440,6090,0.07|2,300,3001698,1000,2000,750
1347,270007,10304800,19811207,21918,6090,0.2|10,198,9905603,1000,2000,750
1348,270007,10103015,200113,10959,6090,0.07|2,100,100056,1000,1000,1000
1349,270008,10304026,6864984,16845,6238,0.07|2,343,3432492,1000,2000,750
1350,270008,10304027,6864984,16845,6238,0.07|2,343,3432492,1000,2000,750
1351,270008,10304800,22654447,22458,6238,0.2|10,226,11327223,1000,2000,750
1352,270008,10103015,228833,11229,6238,0.07|2,114,114416,1000,1000,1000
1353,280001,10304022,6643,2346,1304,0.07|2,3,3321,2000,750,1000
1354,280001,10304023,8858,2346,1304,0.07|2,4,4429,2000,750,1000
1355,280001,10101007,4429,2346,1304,0.07|2,2,2214,1000,1000,1000
1356,280001,10304025,8858,2346,1304,0.07|2,4,4429,2000,750,1000
1357,280001,10304035,4429,2346,1304,0.07|2,2,2214,2000,750,1000
1358,280001,20304015,8858,2346,1304,-1,4,4429,1000,1000,1000
1359,280001,10304900,478310,4692,1304,0.2|10,4,239155,2000,750,1000
1360,280002,10304022,15167,3114,1730,0.07|2,7,7583,2000,750,1000
1361,280002,10304023,20223,3114,1730,0.07|2,10,10111,2000,750,1000
1362,280002,10101007,10111,3114,1730,0.07|2,5,5055,1000,1000,1000
1363,280002,10304025,20223,3114,1730,0.07|2,10,10111,2000,750,1000
1364,280002,10304035,10111,3114,1730,0.07|2,5,5055,2000,750,1000
1365,280002,20304015,20223,3114,1730,-1,10,10111,1000,1000,1000
1366,280002,10304900,1092031,6228,1730,0.2|10,10,546015,2000,750,1000
1367,280003,10304022,45458,6444,3580,0.07|2,22,22729,2000,750,1000
1368,280003,10304023,60610,6444,3580,0.07|2,30,30305,2000,750,1000
1369,280003,10101007,30305,6444,3580,0.07|2,15,15152,1000,1000,1000
1370,280003,10304025,60610,6444,3580,0.07|2,30,30305,2000,750,1000
1371,280003,10304035,30305,6444,3580,0.07|2,15,15152,2000,750,1000
1372,280003,20304015,60610,6444,3580,-1,30,30305,1000,1000,1000
1373,280003,10304900,3272940,12888,3580,0.2|10,32,1636470,2000,750,1000
1374,280004,10304022,58349,6705,3726,0.07|2,29,29174,2000,750,1000
1375,280004,10304023,77798,6705,3726,0.07|2,38,38899,2000,750,1000
1376,280004,10101007,38899,6705,3726,0.07|2,19,19449,1000,1000,1000
1377,280004,10304025,77798,6705,3726,0.07|2,38,38899,2000,750,1000
1378,280004,10304035,38899,6705,3726,0.07|2,19,19449,2000,750,1000
1379,280004,20304015,77798,6705,3726,-1,38,38899,1000,1000,1000
1380,280004,10304900,4201114,13410,3726,0.2|10,42,2100557,2000,750,1000
1381,280005,10304022,82874,8241,4580,0.07|2,41,41437,2000,750,1000
1382,280005,10304023,110498,8241,4580,0.07|2,55,55249,2000,750,1000
1383,280005,10101007,55249,8241,4580,0.07|2,27,27624,1000,1000,1000
1384,280005,10304025,110498,8241,4580,0.07|2,55,55249,2000,750,1000
1385,280005,10304035,55249,8241,4580,0.07|2,27,27624,2000,750,1000
1386,280005,20304015,110498,8241,4580,-1,55,55249,1000,1000,1000
1387,280005,10304900,5966892,16482,4580,0.2|10,59,2983446,2000,750,1000
1388,280006,10304022,105559,8718,4844,0.07|2,52,52779,2000,750,1000
1389,280006,10304023,140745,8718,4844,0.07|2,70,70372,2000,750,1000
1390,280006,10101007,70373,8718,4844,0.07|2,35,35186,1000,1000,1000
1391,280006,10304025,140745,8718,4844,0.07|2,70,70372,2000,750,1000
1392,280006,10304035,70373,8718,4844,0.07|2,35,35186,2000,750,1000
1393,280006,20304015,140745,8718,4844,-1,70,70372,1000,1000,1000
1394,280006,10304900,7600241,17436,4844,0.2|10,76,3800120,2000,750,1000
1395,280007,10304022,150085,10959,6090,0.07|2,75,75042,2000,750,1000
1396,280007,10304023,200113,10959,6090,0.07|2,100,100056,2000,750,1000
1397,280007,10101007,100057,10959,6090,0.07|2,50,50028,1000,1000,1000
1398,280007,10304025,200113,10959,6090,0.07|2,100,100056,2000,750,1000
1399,280007,10304035,100057,10959,6090,0.07|2,50,50028,2000,750,1000
1400,280007,20304015,200113,10959,6090,-1,100,100056,1000,1000,1000
1401,280007,10304900,10806113,21918,6090,0.2|10,108,5403056,2000,750,1000
1402,280008,10304022,171625,11229,6238,0.07|2,85,85812,2000,750,1000
1403,280008,10304023,228833,11229,6238,0.07|2,114,114416,2000,750,1000
1404,280008,10101007,114416,11229,6238,0.07|2,57,57208,1000,1000,1000
1405,280008,10304025,228833,11229,6238,0.07|2,114,114416,2000,750,1000
1406,280008,10304035,114416,11229,6238,0.07|2,57,57208,2000,750,1000
1407,280008,20304015,228833,11229,6238,-1,114,114416,1000,1000,1000
1408,280008,10304900,12356971,22458,6238,0.2|10,123,6178485,2000,750,1000
1409,290001,10304031,4429,2346,1304,0.07|2,2,2214,750,1000,2000
1410,290001,10304030,11072,2346,1304,0.07|2,5,5536,750,1000,2000
1411,290001,10304032,265728,3519,1304,0.2|5,13,132864,750,1000,2000
1412,290001,10304300,876902,4692,1304,0.2|10,8,438451,750,1000,2000
1413,290002,10304031,10111,3114,1730,0.07|2,5,5055,750,1000,2000
1414,290002,10304030,25279,3114,1730,0.07|2,12,12639,750,1000,2000
1415,290002,10304032,606684,4671,1730,0.2|5,30,303342,750,1000,2000
1416,290002,10304300,2002057,6228,1730,0.2|10,20,1001028,750,1000,2000
1417,290003,10304031,30305,6444,3580,0.07|2,15,15152,750,1000,2000
1418,290003,10304030,75763,6444,3580,0.07|2,37,37881,750,1000,2000
1419,290003,10304032,1818300,9666,3580,0.2|5,90,909150,750,1000,2000
1420,290003,10304300,6000390,12888,3580,0.2|10,60,3000195,750,1000,2000
1421,290004,10304031,38899,6705,3726,0.07|2,19,19449,750,1000,2000
1422,290004,10304030,97248,6705,3726,0.07|2,48,48624,750,1000,2000
1423,290004,10304032,2333952,10059,3726,0.2|5,116,1166976,750,1000,2000
1424,290004,10304300,7702042,13410,3726,0.2|10,77,3851021,750,1000,2000
1425,290005,10304031,55249,8241,4580,0.07|2,27,27624,750,1000,2000
1426,290005,10304030,138123,8241,4580,0.07|2,69,69061,750,1000,2000
1427,290005,10304032,3314940,12363,4580,0.2|5,165,1657470,750,1000,2000
1428,290005,10304300,10939302,16482,4580,0.2|10,109,5469651,750,1000,2000
1429,290006,10304031,70373,8718,4844,0.07|2,35,35186,750,1000,2000
1430,290006,10304030,175932,8718,4844,0.07|2,87,87966,750,1000,2000
1431,290006,10304032,4222356,13077,4844,0.2|5,211,2111178,750,1000,2000
1432,290006,10304300,13933775,17436,4844,0.2|10,139,6966887,750,1000,2000
1433,290007,10304031,100057,10959,6090,0.07|2,50,50028,750,1000,2000
1434,290007,10304030,250142,10959,6090,0.07|2,125,125071,750,1000,2000
1435,290007,10304032,6003396,16440,6090,0.2|5,300,3001698,750,1000,2000
1436,290007,10304300,19811207,21918,6090,0.2|10,198,9905603,750,1000,2000
1437,290008,10304031,114416,11229,6238,0.07|2,57,57208,750,1000,2000
1438,290008,10304030,286041,11229,6238,0.07|2,143,143020,750,1000,2000
1439,290008,10304032,6864984,16845,6238,0.2|5,343,3432492,750,1000,2000
1440,290008,10304300,22654447,22458,6238,0.2|10,226,11327223,750,1000,2000
1441,210001,10303002,22144,5474,652,0.07|2,11,11072,1000,1000,1000
1442,210001,10303001,22144,5474,652,0.07|2,11,11072,1000,1000,1000
1443,210002,10303002,22144,7820,652,0.07|2,11,11072,1000,1000,1000
1444,210002,10303001,22144,7820,652,0.07|2,11,11072,1000,1000,1000
1445,210003,10303002,50557,10380,865,0.07|2,25,25278,1000,1000,1000
1446,210003,10303001,50557,10380,865,0.07|2,25,25278,1000,1000,1000
1447,210004,10303002,151525,15895,1790,0.07|2,75,75762,1000,1000,1000
1448,210004,10303001,151525,15895,1790,0.07|2,75,75762,1000,1000,1000
1449,210005,10303002,194496,18998,1863,0.07|2,97,97248,1000,1000,1000
1450,210005,10303001,194496,18998,1863,0.07|2,97,97248,1000,1000,1000
1451,210006,10303002,276245,22525,2290,0.07|2,138,138122,1000,1000,1000
1452,210006,10303001,276245,22525,2290,0.07|2,138,138122,1000,1000,1000
1453,210007,10303002,351863,24701,2422,0.07|2,175,175931,1000,1000,1000
1454,210007,10303001,351863,24701,2422,0.07|2,175,175931,1000,1000,1000
1455,210008,10303002,500283,36530,3045,0.07|2,250,250141,1000,1000,1000
1456,210008,10303001,500283,36530,3045,0.07|2,250,250141,1000,1000,1000
1457,220001,10301002,1477,201,168,0.07|2,1,738,1000,1000,1000
1458,220001,10301003,1477,201,168,0.07|2,1,738,1000,1000,1000
1459,220001,20304008,1477,201,168,0.07|2,1,738,1000,1000,1000
1460,220001,30010020,5000,402,168,0.2|11,1,66465,1000,1000,1000
1461,220002,10301002,13435,618,515,0.07|2,6,6717,1000,1000,1000
1462,220002,10301003,13435,618,515,0.07|2,6,6717,1000,1000,1000
1463,220002,20304008,13435,618,515,0.07|2,6,6717,1000,1000,1000
1464,220002,30010020,5000,1236,515,0.2|11,12,604575,1000,1000,1000
1465,220003,10301002,50557,1038,865,0.07|2,25,25278,1000,1000,1000
1466,220003,10301003,50557,1038,865,0.07|2,25,25278,1000,1000,1000
1467,220003,20304008,50557,1038,865,0.07|2,25,25278,1000,1000,1000
1468,220003,30010020,5000,2076,865,0.2|11,45,2275065,1000,1000,1000
1469,220004,10301002,90915,2148,1790,0.07|2,75,75762,1000,1000,1000
1470,220004,10301003,90915,2148,1790,0.07|2,75,75762,1000,1000,1000
1471,220004,20304008,90915,2148,1790,0.07|2,75,75762,1000,1000,1000
1472,220004,30010020,5000,4296,1790,0.2|11,136,6818625,1000,1000,1000
1473,220005,10301002,116698,2235,1863,0.07|2,97,97248,1000,1000,1000
1474,220005,10301003,116698,2235,1863,0.07|2,97,97248,1000,1000,1000
1475,220005,20304008,116698,2235,1863,0.07|2,97,97248,1000,1000,1000
