-- 
-- brief: This file is generated by the tool, please do not modify it.
-- 

local _configs = {
    [1] = {1, 100001, 10100002, 60, 122, 203, {0.07, 2}, 1, 30, 1000, 1000, 1000},
    [733] = {733, 110307, 10102001, 5308, 4982, 1298, {0.07, 2}, 2, 2654, 2000, 750, 1000},
    [734] = {734, 110307, 10104001, 5308, 4982, 1298, {0.07, 2}, 2, 2654, 2000, 750, 1000},
    [735] = {735, 110307, 10033010, 265424, 4982, 1298, {0.07, 2}, 132, 132712, 2000, 750, 1000},
    [736] = {736, 110307, 10031010, 5308, 4982, 1298, {0.07, 2}, 2, 2654, 1000, 1000, 1000},
    [737] = {737, 110307, 10034020, 682520, 4982, 1298, {0.07, 2}, 341, 341260, 2000, 750, 1000},
    [738] = {738, 110308, 10102001, 5308, 4982, 1298, {0.07, 2}, 2, 2654, 2000, 750, 1000},
    [739] = {739, 110308, 10104001, 5308, 4982, 1298, {0.07, 2}, 2, 2654, 2000, 750, 1000},
    [740] = {740, 110308, 10033010, 288175, 4982, 1298, {0.07, 2}, 144, 144087, 2000, 750, 1000},
    [741] = {741, 110308, 10031010, 5308, 4982, 1298, {0.07, 2}, 2, 2654, 1000, 1000, 1000},
    [742] = {742, 110308, 10102020, 5460156, 4982, 1298, {0.2, 1}, 54, 2730078, 750, 1000, 2000},
    [743] = {743, 110308, 10102021, 7584, 4982, 1298, {0.07, 2}, 3, 3792, 750, 1000, 2000},
    [744] = {744, 110308, 10102022, 758, 4982, 1298, {0.07, 2}, 1, 379, 750, 1000, 2000},
    [745] = {745, 110308, 10102025, 758, 4982, 1298, {0.07, 2}, 1, 379, 750, 1000, 2000},
    [746] = {746, 110401, 10104001, 5513, 6361, 2210, {0.07, 2}, 2, 2756, 2000, 750, 1000},
    [747] = {747, 110401, 10034010, 984454, 6361, 2210, {0.07, 2}, 492, 492227, 2000, 750, 1000},
    [748] = {748, 110402, 10043020, 459412, 6361, 2210, {0.07, 2}, 229, 229706, 2000, 750, 1000},
    [749] = {749, 110402, 10102004, 5250, 6361, 2210, {0.07, 2}, 2, 2625, 750, 1000, 2000},
    [750] = {750, 110402, 10102001, 5250, 6361, 2210, {0.07, 2}, 2, 2625, 2000, 750, 1000},
    [751] = {751, 110402, 10104001, 5250, 6361, 2210, {0.07, 2}, 2, 2625, 2000, 750, 1000},
    [752] = {752, 110402, 10042010, 31503, 6361, 2210, {0.07, 2}, 15, 15751, 1000, 1000, 1000},
    [753] = {753, 110402, 10042020, 31503, 6361, 2210, {0.07, 2}, 15, 15751, 1000, 1000, 1000},
    [754] = {754, 110402, 10031010, 6563, 6361, 2210, {0.07, 2}, 3, 3281, 1000, 1000, 1000},
    [755] = {755, 110402, 10102010, 1575126, 7158, 2210, {0.2, 5}, 78, 787563, 750, 1000, 2000},
    [756] = {756, 110403, 10042010, 45345, 6606, 2295, {0.07, 2}, 22, 22672, 1000, 1000, 1000},
    [757] = {757, 110403, 10031010, 5290, 6606, 2295, {0.07, 2}, 2, 2645, 1000, 1000, 1000},
    [758] = {758, 110403, 10102001, 6046, 6606, 2295, {0.07, 2}, 3, 3023, 2000, 750, 1000},
    [759] = {759, 110403, 10042020, 25695, 6606, 2295, {0.07, 2}, 12, 12847, 1000, 1000, 1000},
    [760] = {760, 110403, 10034010, 1133618, 6606, 2295, {0.07, 2}, 566, 566809, 2000, 750, 1000},
    [761] = {761, 110404, 10043020, 529022, 6606, 2295, {0.07, 2}, 264, 264511, 2000, 750, 1000},
    [762] = {762, 110404, 10104001, 6046, 6606, 2295, {0.07, 2}, 3, 3023, 2000, 750, 1000},
    [763] = {763, 110404, 10102001, 6046, 6606, 2295, {0.07, 2}, 3, 3023, 2000, 750, 1000},
    [764] = {764, 110404, 10031010, 6046, 6606, 2295, {0.07, 2}, 3, 3023, 1000, 1000, 1000},
    [765] = {765, 110404, 10102009, 1813788, 7433, 2295, {0.2, 5}, 90, 906894, 2000, 750, 1000},
    [766] = {766, 110404, 10034010, 1133618, 6606, 2295, {0.07, 2}, 566, 566809, 2000, 750, 1000},
    [767] = {767, 110405, 10042010, 29006, 6732, 2337, {0.07, 2}, 14, 14503, 1000, 1000, 1000},
    [768] = {768, 110405, 10031010, 6825, 6732, 2337, {0.07, 2}, 3, 3412, 1000, 1000, 1000},
    [769] = {769, 110405, 10042020, 20475, 6732, 2337, {0.07, 2}, 10, 10237, 1000, 1000, 1000},
    [770] = {770, 110405, 10043020, 597177, 6732, 2337, {0.07, 2}, 298, 298588, 2000, 750, 1000},
    [771] = {771, 110405, 10034010, 1279665, 6732, 2337, {0.07, 2}, 639, 639832, 2000, 750, 1000},
    [772] = {772, 110406, 10031010, 6825, 6732, 2337, {0.07, 2}, 3, 3412, 1000, 1000, 1000},
    [773] = {773, 110406, 10104001, 6825, 6732, 2337, {0.07, 2}, 3, 3412, 2000, 750, 1000},
    [774] = {774, 110406, 10102001, 6825, 6732, 2337, {0.07, 2}, 3, 3412, 2000, 750, 1000},
    [775] = {775, 110406, 10042010, 51187, 6732, 2337, {0.07, 2}, 25, 25593, 1000, 1000, 1000},
    [776] = {776, 110406, 10043020, 597177, 6732, 2337, {0.07, 2}, 298, 298588, 2000, 750, 1000},
    [777] = {777, 110406, 10102004, 6825, 6732, 2337, {0.07, 2}, 3, 3412, 750, 1000, 2000},
    [778] = {778, 110406, 10102008, 2047464, 7574, 2337, {0.2, 5}, 102, 1023732, 2000, 750, 1000},
    [779] = {779, 110407, 10042010, 22174, 6854, 2381, {0.07, 2}, 11, 11087, 1000, 1000, 1000},
    [780] = {780, 110407, 10031010, 5544, 6854, 2381, {0.07, 2}, 2, 2772, 1000, 1000, 1000},
    [781] = {781, 110407, 10043010, 461963, 6854, 2381, {0.07, 2}, 230, 230981, 2000, 750, 1000},
    [782] = {782, 110407, 10042020, 18479, 6854, 2381, {0.07, 2}, 9, 9239, 1000, 1000, 1000},
    [783] = {783, 110407, 10034010, 1385888, 6854, 2381, {0.07, 2}, 692, 692944, 2000, 750, 1000},
    [784] = {784, 110408, 10042020, 73914, 6854, 2381, {0.07, 2}, 36, 36957, 1000, 1000, 1000},
    [785] = {785, 110408, 10102001, 7391, 6854, 2381, {0.07, 2}, 3, 3695, 2000, 750, 1000},
    [786] = {786, 110408, 10104001, 7391, 6854, 2381, {0.07, 2}, 3, 3695, 2000, 750, 1000},
    [787] = {787, 110408, 10031010, 7391, 6854, 2381, {0.07, 2}, 3, 3695, 1000, 1000, 1000},
    [788] = {788, 110408, 10043010, 646748, 6854, 2381, {0.07, 2}, 323, 323374, 2000, 750, 1000},
    [789] = {789, 110408, 20304015, 184785, 6854, 2381, nil, 92, 92392, 1000, 1000, 1000},
    [790] = {790, 110408, 10102030, 8315325, 4570, 2381, {0.2, 1}, 83, 4157662, 2000, 750, 1000},
    [791] = {791, 110408, 10102032, 9239, 6854, 2381, {0.07, 2}, 4, 4619, 2000, 750, 1000},
    [792] = {792, 110408, 10102031, 18479, 6854, 2381, {0.07, 2}, 9, 9239, 2000, 750, 1000},
    [793] = {793, 110501, 10051020, 8182, 7733, 2685, {0.07, 2}, 4, 4091, 1000, 1000, 1000},
    [794] = {794, 110501, 10052010, 61368, 7733, 2685, {0.07, 2}, 30, 30684, 1000, 1000, 1000},
    [795] = {795, 110501, 10053010, 386389, 7733, 2685, {0.07, 2}, 193, 193194, 750, 1000, 2000},
    [796] = {796, 110501, 10051030, 8182, 7733, 2685, {0.07, 2}, 4, 4091, 1000, 1000, 1000},
    [797] = {797, 110501, 10054020, 1545555, 7733, 2685, {0.07, 2}, 772, 772777, 750, 1000, 2000},
    [798] = {798, 110502, 10051020, 8182, 7733, 2685, {0.07, 2}, 4, 4091, 1000, 1000, 1000},
    [799] = {799, 110502, 10052010, 61368, 7733, 2685, {0.07, 2}, 30, 30684, 1000, 1000, 1000},
    [800] = {800, 110502, 10053020, 386389, 7733, 2685, {0.07, 2}, 193, 193194, 750, 1000, 2000},
    [801] = {801, 110502, 10103012, 2045588, 8699, 2685, {0.2, 5}, 102, 1022794, 750, 1000, 2000},
    [802] = {802, 110503, 10051020, 8182, 7733, 2685, {0.07, 2}, 4, 4091, 1000, 1000, 1000},
    [803] = {803, 110503, 10052010, 61368, 7733, 2685, {0.07, 2}, 30, 30684, 1000, 1000, 1000},
    [804] = {804, 110503, 10053010, 386389, 7733, 2685, {0.07, 2}, 193, 193194, 750, 1000, 2000},
    [805] = {805, 110503, 10054020, 1545555, 7733, 2685, {0.07, 2}, 772, 772777, 750, 1000, 2000},
    [806] = {806, 110504, 10051020, 8182, 7733, 2685, {0.07, 2}, 4, 4091, 1000, 1000, 1000},
    [807] = {807, 110504, 10052010, 56822, 7733, 2685, {0.07, 2}, 28, 28411, 1000, 1000, 1000},
    [808] = {808, 110504, 10053030, 386389, 7733, 2685, {0.07, 2}, 193, 193194, 750, 1000, 2000},
    [809] = {809, 110504, 10103008, 2045588, 8699, 2685, {0.2, 5}, 102, 1022794, 2000, 750, 1000},
    [810] = {810, 110505, 10051010, 8182, 7733, 2685, {0.07, 2}, 4, 4091, 1000, 1000, 1000},
    [811] = {811, 110505, 10052020, 61368, 7733, 2685, {0.07, 2}, 30, 30684, 1000, 1000, 1000},
    [812] = {812, 110505, 10051030, 8182, 7733, 2685, {0.07, 2}, 4, 4091, 1000, 1000, 1000},
    [813] = {813, 110505, 10053020, 409118, 7733, 2685, {0.07, 2}, 204, 204559, 750, 1000, 2000},
    [814] = {814, 110505, 10054010, 1545555, 7733, 2685, {0.07, 2}, 772, 772777, 750, 1000, 2000},
    [815] = {815, 110506, 10051010, 8182, 7733, 2685, {0.07, 2}, 4, 4091, 1000, 1000, 1000},
    [816] = {816, 110506, 10052020, 61368, 7733, 2685, {0.07, 2}, 30, 30684, 1000, 1000, 1000},
    [817] = {817, 110506, 10053010, 409118, 7733, 2685, {0.07, 2}, 204, 204559, 750, 1000, 2000},
    [818] = {818, 110506, 10103013, 2045588, 8699, 2685, {0.2, 5}, 102, 1022794, 750, 1000, 2000},
    [819] = {819, 110507, 10051010, 8182, 7733, 2685, {0.07, 2}, 4, 4091, 1000, 1000, 1000},
    [820] = {820, 110507, 10052020, 61368, 7733, 2685, {0.07, 2}, 30, 30684, 1000, 1000, 1000},
    [821] = {821, 110507, 10053020, 409118, 7733, 2685, {0.07, 2}, 204, 204559, 750, 1000, 2000},
    [822] = {822, 110507, 10054010, 1545555, 7733, 2685, {0.07, 2}, 772, 772777, 750, 1000, 2000},
    [823] = {823, 110508, 10103010, 8182350, 6444, 2685, {0.2, 1}, 81, 4091175, 750, 1000, 2000},
    [824] = {824, 110508, 10103015, 227288, 7733, 2685, {0.07, 2}, 113, 113644, 1000, 1000, 1000},
    [825] = {825, 110601, 10051020, 13637, 7733, 2685, {0.07, 2}, 6, 6818, 1000, 1000, 1000},
    [826] = {826, 110601, 10051010, 13637, 7733, 2685, {0.07, 2}, 6, 6818, 1000, 1000, 1000},
    [827] = {827, 110601, 10052010, 81824, 7733, 2685, {0.07, 2}, 40, 40912, 1000, 1000, 1000},
    [828] = {828, 110601, 10053010, 409118, 7733, 2685, {0.07, 2}, 204, 204559, 750, 1000, 2000},
    [829] = {829, 110601, 10064020, 1090980, 7733, 2685, {0.07, 2}, 545, 545490, 1000, 1000, 1000},
    [830] = {830, 110602, 10051030, 13637, 7733, 2685, {0.07, 2}, 6, 6818, 1000, 1000, 1000},
    [831] = {831, 110602, 10051020, 13637, 7733, 2685, {0.07, 2}, 6, 6818, 1000, 1000, 1000},
    [832] = {832, 110602, 10052010, 81824, 7733, 2685, {0.07, 2}, 40, 40912, 1000, 1000, 1000},
    [833] = {833, 110602, 10051010, 13637, 7733, 2685, {0.07, 2}, 6, 6818, 1000, 1000, 1000},
    [834] = {834, 110602, 10064010, 1090980, 7733, 2685, {0.07, 2}, 545, 545490, 750, 1000, 2000},
    [835] = {835, 110603, 10051030, 15160, 7859, 2729, {0.07, 2}, 7, 7580, 1000, 1000, 1000},
    [836] = {836, 110603, 10052010, 90962, 7859, 2729, {0.07, 2}, 45, 45481, 1000, 1000, 1000},
    [837] = {837, 110603, 10051020, 15160, 7859, 2729, {0.07, 2}, 7, 7580, 1000, 1000, 1000},
    [838] = {838, 110603, 10053010, 454810, 7859, 2729, {0.07, 2}, 227, 227405, 750, 1000, 2000},
    [839] = {839, 110603, 10103008, 1819238, 8843, 2729, {0.2, 5}, 90, 909619, 2000, 750, 1000},
    [840] = {840, 110604, 10051010, 15160, 7859, 2729, {0.07, 2}, 7, 7580, 1000, 1000, 1000},
    [841] = {841, 110604, 10052010, 90962, 7859, 2729, {0.07, 2}, 45, 45481, 1000, 1000, 1000},
    [842] = {842, 110604, 10052020, 90962, 7859, 2729, {0.07, 2}, 45, 45481, 1000, 1000, 1000},
    [843] = {843, 110604, 10062010, 27289, 7859, 2729, {0.07, 2}, 13, 13644, 750, 1000, 2000},
    [844] = {844, 110604, 10062020, 27289, 7859, 2729, {0.07, 2}, 13, 13644, 750, 1000, 2000},
    [845] = {845, 110604, 10103011, 1819238, 8843, 2729, {0.2, 5}, 90, 909619, 750, 1000, 2000},
    [846] = {846, 110605, 10051010, 19557, 7985, 2772, {0.07, 2}, 9, 9778, 1000, 1000, 1000},
    [847] = {847, 110605, 10052020, 114085, 7985, 2772, {0.07, 2}, 57, 57042, 1000, 1000, 1000},
    [848] = {848, 110605, 10051030, 19557, 7985, 2772, {0.07, 2}, 9, 9778, 1000, 1000, 1000},
    [849] = {849, 110605, 10051020, 19557, 7985, 2772, {0.07, 2}, 9, 9778, 1000, 1000, 1000},
    [850] = {850, 110605, 10053010, 537828, 7985, 2772, {0.07, 2}, 268, 268914, 750, 1000, 2000},
    [851] = {851, 110605, 10062010, 32596, 7985, 2772, {0.07, 2}, 16, 16298, 750, 1000, 2000},
    [852] = {852, 110605, 10062020, 32596, 7985, 2772, {0.07, 2}, 16, 16298, 750, 1000, 2000},
    [853] = {853, 110605, 10064020, 1955740, 7985, 2772, {0.07, 2}, 977, 977870, 1000, 1000, 1000},
    [854] = {854, 110606, 10051010, 19557, 7985, 2772, {0.07, 2}, 9, 9778, 1000, 1000, 1000},
    [855] = {855, 110606, 10052020, 114085, 7985, 2772, {0.07, 2}, 57, 57042, 1000, 1000, 1000},
    [856] = {856, 110606, 10051030, 19557, 7985, 2772, {0.07, 2}, 9, 9778, 1000, 1000, 1000},
    [857] = {857, 110606, 10053010, 537828, 7985, 2772, {0.07, 2}, 268, 268914, 750, 1000, 2000},
    [858] = {858, 110606, 10103014, 1955740, 8983, 2772, {0.2, 5}, 97, 977870, 750, 1000, 2000},
    [859] = {859, 110607, 10051010, 19557, 7985, 2772, {0.07, 2}, 9, 9778, 1000, 1000, 1000},
    [860] = {860, 110607, 10052020, 114085, 7985, 2772, {0.07, 2}, 57, 57042, 1000, 1000, 1000},
    [861] = {861, 110607, 10051020, 19557, 7985, 2772, {0.07, 2}, 9, 9778, 1000, 1000, 1000},
    [862] = {862, 110607, 10053020, 537828, 7985, 2772, {0.07, 2}, 268, 268914, 750, 1000, 2000},
    [863] = {863, 110607, 10064010, 1792761, 7985, 2772, {0.07, 2}, 896, 896380, 750, 1000, 2000},
    [864] = {864, 110608, 10103020, 13201242, 9981, 2772, {0.2, 1}, 132, 6600621, 2000, 750, 1000},
    [865] = {865, 110701, 10071010, 14261, 7985, 2772, {0.07, 2}, 7, 7130, 1000, 1000, 1000},
    [866] = {866, 110701, 10071020, 14261, 7985, 2772, {0.07, 2}, 7, 7130, 1000, 1000, 1000},
    [867] = {867, 110701, 10032020, 36670, 7985, 2772, {0.07, 2}, 18, 18335, 1000, 1000, 1000},
    [868] = {868, 110701, 10062010, 30558, 7985, 2772, {0.07, 2}, 15, 15279, 750, 1000, 2000},
    [869] = {869, 110701, 10062020, 30558, 7985, 2772, {0.07, 2}, 15, 15279, 750, 1000, 2000},
    [870] = {870, 110701, 10032010, 36670, 7985, 2772, {0.07, 2}, 18, 18335, 1000, 1000, 1000},
    [871] = {871, 110701, 10053010, 509307, 7985, 2772, {0.07, 2}, 254, 254653, 750, 1000, 2000},
    [872] = {872, 110701, 10102004, 14261, 7985, 2772, {0.07, 2}, 7, 7130, 750, 1000, 2000},
    [873] = {873, 110701, 10054010, 1629783, 7985, 2772, {0.07, 2}, 814, 814891, 750, 1000, 2000},
    [874] = {874, 110702, 10071020, 14261, 7985, 2772, {0.07, 2}, 7, 7130, 1000, 1000, 1000},
    [875] = {875, 110702, 10071010, 14261, 7985, 2772, {0.07, 2}, 7, 7130, 1000, 1000, 1000},
    [876] = {876, 110702, 10032010, 36670, 7985, 2772, {0.07, 2}, 18, 18335, 1000, 1000, 1000},
    [877] = {877, 110702, 10062010, 30558, 7985, 2772, {0.07, 2}, 15, 15279, 750, 1000, 2000},
    [878] = {878, 110702, 10062020, 30558, 7985, 2772, {0.07, 2}, 15, 15279, 750, 1000, 2000},
    [879] = {879, 110702, 10102004, 14261, 7985, 2772, {0.07, 2}, 7, 7130, 750, 1000, 2000},
    [880] = {880, 110702, 10032020, 36670, 7985, 2772, {0.07, 2}, 18, 18335, 1000, 1000, 1000},
    [881] = {881, 110702, 10103012, 1100104, 8983, 2772, {0.2, 5}, 55, 550052, 750, 1000, 2000},
    [882] = {882, 110702, 10103014, 1100104, 8983, 2772, {0.2, 5}, 55, 550052, 750, 1000, 2000},
    [883] = {883, 110703, 10103040, 12834541, 10646, 2772, {0.2, 5}, 128, 6417270, 1000, 2000, 750},
    [884] = {884, 110704, 10071020, 14261, 7985, 2772, {0.07, 2}, 7, 7130, 1000, 1000, 1000},
    [885] = {885, 110704, 10071010, 14261, 7985, 2772, {0.07, 2}, 7, 7130, 1000, 1000, 1000},
    [886] = {886, 110704, 10032020, 36670, 7985, 2772, {0.07, 2}, 18, 18335, 1000, 1000, 1000},
    [887] = {887, 110704, 10102004, 14261, 7985, 2772, {0.07, 2}, 7, 7130, 750, 1000, 2000},
    [888] = {888, 110704, 10032010, 36670, 7985, 2772, {0.07, 2}, 18, 18335, 1000, 1000, 1000},
    [889] = {889, 110704, 10053020, 509307, 7985, 2772, {0.07, 2}, 254, 254653, 750, 1000, 2000},
    [890] = {890, 110704, 10103009, 3055843, 9482, 2772, {0.2, 5}, 152, 1527921, 750, 1000, 2000},
    [891] = {891, 110705, 10071020, 15863, 8107, 2816, {0.07, 2}, 7, 7931, 1000, 1000, 1000},
    [892] = {892, 110705, 10071010, 15863, 8107, 2816, {0.07, 2}, 7, 7931, 1000, 1000, 1000},
    [893] = {893, 110705, 10102004, 15863, 8107, 2816, {0.07, 2}, 7, 7931, 750, 1000, 2000},
    [894] = {894, 110705, 10032020, 40791, 8107, 2816, {0.07, 2}, 20, 20395, 1000, 1000, 1000},
    [895] = {895, 110705, 10032010, 40791, 8107, 2816, {0.07, 2}, 20, 20395, 1000, 1000, 1000},
    [896] = {896, 110705, 10062010, 33992, 8107, 2816, {0.07, 2}, 16, 16996, 750, 1000, 2000},
    [897] = {897, 110705, 10054010, 1812924, 8107, 2816, {0.07, 2}, 906, 906462, 750, 1000, 2000},
    [898] = {898, 110706, 10102004, 15863, 8107, 2816, {0.07, 2}, 7, 7931, 750, 1000, 2000},
    [899] = {899, 110706, 10071010, 15863, 8107, 2816, {0.07, 2}, 7, 7931, 1000, 1000, 1000},
    [900] = {900, 110706, 10071020, 15863, 8107, 2816, {0.07, 2}, 7, 7931, 1000, 1000, 1000},
    [901] = {901, 110706, 10032010, 40791, 8107, 2816, {0.07, 2}, 20, 20395, 1000, 1000, 1000},
    [902] = {902, 110706, 10062010, 33992, 8107, 2816, {0.07, 2}, 16, 16996, 750, 1000, 2000},
    [903] = {903, 110706, 10062020, 33992, 8107, 2816, {0.07, 2}, 16, 16996, 750, 1000, 2000},
    [904] = {904, 110706, 10032020, 40791, 8107, 2816, {0.07, 2}, 20, 20395, 1000, 1000, 1000},
    [905] = {905, 110706, 10073010, 566539, 8107, 2816, {0.07, 2}, 283, 283269, 750, 1000, 2000},
    [906] = {906, 110706, 10103011, 3399233, 9627, 2816, {0.2, 5}, 169, 1699616, 750, 1000, 2000},
    [907] = {907, 110707, 10032010, 40791, 8107, 2816, {0.07, 2}, 20, 20395, 1000, 1000, 1000},
    [908] = {908, 110707, 10071010, 15863, 8107, 2816, {0.07, 2}, 7, 7931, 1000, 1000, 1000},
    [909] = {909, 110707, 10071020, 15863, 8107, 2816, {0.07, 2}, 7, 7931, 1000, 1000, 1000},
    [910] = {910, 110707, 10032020, 40791, 8107, 2816, {0.07, 2}, 20, 20395, 1000, 1000, 1000},
    [911] = {911, 110707, 10053020, 566539, 8107, 2816, {0.07, 2}, 283, 283269, 750, 1000, 2000},
    [912] = {912, 110707, 10062010, 33992, 8107, 2816, {0.07, 2}, 16, 16996, 750, 1000, 2000},
    [913] = {913, 110707, 10102004, 15863, 8107, 2816, {0.07, 2}, 7, 7931, 750, 1000, 2000},
    [914] = {914, 110707, 10054020, 1812924, 8107, 2816, {0.07, 2}, 906, 906462, 750, 1000, 2000},
    [915] = {915, 110708, 10103030, 13257007, 10134, 2816, {0.2, 1}, 132, 6628503, 2000, 750, 1000},
    [916] = {916, 110801, 10082010, 90646, 8107, 2816, {0.07, 2}, 45, 45323, 2000, 750, 1000},
    [917] = {917, 110801, 10081010, 13597, 8107, 2816, {0.07, 2}, 6, 6798, 1000, 1000, 1000},
    [918] = {918, 110801, 10081020, 13597, 8107, 2816, {0.07, 2}, 6, 6798, 1000, 1000, 1000},
    [919] = {919, 110801, 10081030, 13597, 8107, 2816, {0.07, 2}, 6, 6798, 1000, 1000, 1000},
    [920] = {920, 110801, 10083010, 566539, 8107, 2816, {0.07, 2}, 283, 283269, 1000, 1000, 1000},
    [921] = {921, 110801, 10083020, 566539, 8107, 2816, {0.07, 2}, 283, 283269, 1000, 1000, 1000},
    [922] = {922, 110801, 10084010, 1586309, 8107, 2816, {0.07, 2}, 793, 793154, 1000, 1000, 1000},
    [923] = {923, 110802, 10082010, 90646, 8107, 2816, {0.07, 2}, 45, 45323, 2000, 750, 1000},
    [924] = {924, 110802, 10081020, 13597, 8107, 2816, {0.07, 2}, 6, 6798, 1000, 1000, 1000},
    [925] = {925, 110802, 10082020, 113308, 8107, 2816, {0.07, 2}, 56, 56654, 2000, 750, 1000},
    [926] = {926, 110802, 10083020, 566539, 8107, 2816, {0.07, 2}, 283, 283269, 1000, 1000, 1000},
    [927] = {927, 110802, 10081030, 13597, 8107, 2816, {0.07, 2}, 6, 6798, 1000, 1000, 1000},
    [928] = {928, 110802, 10081010, 13597, 8107, 2816, {0.07, 2}, 6, 6798, 1000, 1000, 1000},
    [929] = {929, 110802, 10104011, 3399233, 10134, 2816, {0.2, 5}, 169, 1699616, 2000, 750, 1000},
    [930] = {930, 110803, 10082010, 137640, 8237, 2859, {0.07, 2}, 68, 68820, 2000, 750, 1000},
    [931] = {931, 110803, 10083010, 625635, 8237, 2859, {0.07, 2}, 312, 312817, 1000, 1000, 1000},
    [932] = {932, 110803, 10081010, 15015, 8237, 2859, {0.07, 2}, 7, 7507, 1000, 1000, 1000},
    [933] = {933, 110803, 10081030, 15015, 8237, 2859, {0.07, 2}, 7, 7507, 1000, 1000, 1000},
    [934] = {934, 110803, 10082020, 137640, 8237, 2859, {0.07, 2}, 68, 68820, 2000, 750, 1000},
    [935] = {935, 110803, 10081020, 15015, 8237, 2859, {0.07, 2}, 7, 7507, 1000, 1000, 1000},
    [936] = {936, 110803, 10083020, 625635, 8237, 2859, {0.07, 2}, 312, 312817, 1000, 1000, 1000},
    [937] = {937, 110803, 10084010, 1751778, 8237, 2859, {0.07, 2}, 875, 875889, 1000, 1000, 1000},
    [938] = {938, 110804, 10081030, 15015, 8237, 2859, {0.07, 2}, 7, 7507, 1000, 1000, 1000},
    [939] = {939, 110804, 10081010, 15015, 8237, 2859, {0.07, 2}, 7, 7507, 1000, 1000, 1000},
    [940] = {940, 110804, 10082020, 137640, 8237, 2859, {0.07, 2}, 68, 68820, 2000, 750, 1000},
    [941] = {941, 110804, 10083010, 625635, 8237, 2859, {0.07, 2}, 312, 312817, 1000, 1000, 1000},
    [942] = {942, 110804, 10082010, 137640, 8237, 2859, {0.07, 2}, 68, 68820, 2000, 750, 1000},
    [943] = {943, 110804, 10081020, 15015, 8237, 2859, {0.07, 2}, 7, 7507, 1000, 1000, 1000},
    [944] = {944, 110804, 10104009, 3753810, 10296, 2859, {0.2, 5}, 187, 1876905, 2000, 750, 1000},
    [945] = {945, 110805, 10081010, 15015, 8237, 2859, {0.07, 2}, 7, 7507, 1000, 1000, 1000},
    [946] = {946, 110805, 10082010, 145147, 8237, 2859, {0.07, 2}, 72, 72573, 2000, 750, 1000},
    [947] = {947, 110805, 10081020, 15015, 8237, 2859, {0.07, 2}, 7, 7507, 1000, 1000, 1000},
    [948] = {948, 110805, 10081030, 15015, 8237, 2859, {0.07, 2}, 7, 7507, 1000, 1000, 1000},
    [949] = {949, 110805, 10083010, 650660, 8237, 2859, {0.07, 2}, 325, 325330, 1000, 1000, 1000},
    [950] = {950, 110805, 10082020, 145147, 8237, 2859, {0.07, 2}, 72, 72573, 2000, 750, 1000},
    [951] = {951, 110805, 10083020, 650660, 8237, 2859, {0.07, 2}, 325, 325330, 1000, 1000, 1000},
    [952] = {952, 110805, 10084020, 1801829, 8237, 2859, {0.07, 2}, 900, 900914, 1000, 1000, 1000},
    [953] = {953, 110806, 10081030, 21754, 9889, 3435, {0.07, 2}, 10, 10877, 1000, 1000, 1000},
    [954] = {954, 110806, 10081010, 21754, 9889, 3435, {0.07, 2}, 10, 10877, 1000, 1000, 1000},
    [955] = {955, 110806, 10082010, 186465, 9889, 3435, {0.07, 2}, 93, 93232, 2000, 750, 1000},
    [956] = {956, 110806, 10081020, 21754, 9889, 3435, {0.07, 2}, 10, 10877, 1000, 1000, 1000},
    [957] = {957, 110806, 10082020, 186465, 9889, 3435, {0.07, 2}, 93, 93232, 2000, 750, 1000},
    [958] = {958, 110806, 10104011, 4661634, 12363, 3435, {0.2, 5}, 233, 2330817, 2000, 750, 1000},
    [959] = {959, 110807, 10081020, 21754, 9889, 3435, {0.07, 2}, 10, 10877, 1000, 1000, 1000},
    [960] = {960, 110807, 10083010, 870172, 9889, 3435, {0.07, 2}, 435, 435086, 1000, 1000, 1000},
    [961] = {961, 110807, 10083020, 870172, 9889, 3435, {0.07, 2}, 435, 435086, 1000, 1000, 1000},
    [962] = {962, 110807, 10081030, 21754, 9889, 3435, {0.07, 2}, 10, 10877, 1000, 1000, 1000},
    [963] = {963, 110807, 10081010, 21754, 9889, 3435, {0.07, 2}, 10, 10877, 1000, 1000, 1000},
    [964] = {964, 110807, 10082010, 186465, 9889, 3435, {0.07, 2}, 93, 93232, 2000, 750, 1000},
    [965] = {965, 110807, 10082020, 186465, 9889, 3435, {0.07, 2}, 93, 93232, 2000, 750, 1000},
    [966] = {966, 110807, 10084020, 2486205, 9889, 3435, {0.07, 2}, 1243, 1243102, 1000, 1000, 1000},
    [967] = {967, 110808, 10104030, 19578864, 13186, 3435, {0.2, 1}, 195, 9789432, 2000, 750, 1000},
    [968] = {968, 110808, 10104031, 264159, 9889, 3435, {0.07, 2}, 132, 132079, 2000, 750, 1000},
    [969] = {969, 110808, 10104032, 62155, 9889, 3435, {0.07, 2}, 31, 31077, 2000, 750, 1000},
    [970] = {970, 110901, 10092020, 219504, 10019, 3479, {0.07, 2}, 109, 109752, 2000, 750, 1000},
    [971] = {971, 110901, 10091010, 25609, 10019, 3479, {0.07, 2}, 12, 12804, 1000, 1000, 1000},
    [972] = {972, 110901, 10091030, 25609, 10019, 3479, {0.07, 2}, 12, 12804, 1000, 1000, 1000},
