ID,中文
70308731,暗堕以罪恶之名，踞魔渊之下深谋远虑。
70308732,是谁在观赏世间的闹剧？
70308733,是冰冷无情虚伪的神庭。
70308741,念聚即魔法之力，隐夜莺之森观衅伺隙。
70308742,是谁在撕裂谎言的外衣？
70308743,是执迷不悟愚蠢的牧群。
704001,活动商店
704002,排行奖励
704003,TOTAI SCORE
704004,当前排名
704005,出战
704006,Vod
704007,DISASTER STRIKES
704008,出战
704009,Vod
704010,排行榜
704011,排行榜奖励
704012,今日剩余次数
704013,今日特性
704014,我方阵容
704015,Sis
704016,排行榜
704017,Rone
704018,暂无排名
704019,Rone mar
704020,今日挑战次数已耗尽
704021,当前关卡已关闭
704022,数据刷新
704023,奖励将在每天[       ]通过邮件发送
704024,5:00
704025,周一
704026,Lucan Chizni
704027,周二
704028,Lucan Tizni
704029,周三
704030,Lucan Kizni
704031,周四
704032,Lucan Eizni
704033,周五
704034,Lucan Cheizni
704035,周六
704036,Lucan Teizni
704037,周日
704038,Lucan Keizni
704039,日期
704040,掉落预览
704041,Cochusi
704042,<size=66>掉落</size>预览
890001,服务器繁忙
890002,服务器维护中
890003,系统错误
890004,SDK配置错误
891001,非法的账号名
891002,非法的密码
891003,密码错误
891005,帐号未激活
891006,未开放非渠道登录
891007,未开放的渠道
891008,系统登录错误
891012,该账号未获得测试资格
891020,未知的消息
891021,登录服务器繁忙
891022,消息头分解失败
891023,消息解析失败
891025,非法的激活码
891026,激活码已经被使用
104001,本周评论数量已达上限
104002,本周回复数量已达上限
104003,本日点赞数量已达上限
104004,发送消息字数超出上限
104007,该评论已被删除
6900001,魔女升级
6900002,Mensiharci
6900003,等级
6900004,当前经验已溢出,是否继续操作?
6900005,进阶后魔女等级上限提升到<color=#7696CFFF>%s级</color>
6900006,升级消耗
6900007,Mensiharci
6900008,魔女进阶<color=#FFFEE0FF>%s</color>
6900009,Mensiharci
6900010,进阶消耗
6900011,Mensiharci
6900012,<color=#FFFEE0FF><size=56>%s</size></color>进阶预览
6900013,进阶
6900014,Mensiharci
6900015,%s<color=#FFFEE0FF><size=50>%s</size></color>
6900016,替代印记
6900017,Suc dine
6900018,自 动
6900019,自动中
6900020,导师Lv.%s/%s
6900021,进阶材料不足
6900022,请先提升导师等级
6900023,当前觉醒：%d/%d
6900024,前往觉醒
6900025,Wimor
6900026,请先觉醒魔女
6900027,等|级|提|升
6900028,公测返还充值额度<color=#7696CFFF>x120%</color>虚空辉石
6900029,公测返还充值额度<color=#7696CFFF>x800%</color>魔力结晶
808001,Tuotione
808002,乐谱
808003,乐手
808004,奖励内容
808005,Cochusi
808006,领取奖励
808007,Borin
808008,停止演奏
808009,Mardifen
808010,全部乐器
808011,全部
808012,Tion
808013,导师%s级开启
809001,最高评分
809002,【预计评分】
809003,参与魔女获得经验
809004,道具获得
809005,更换
809006,开始演奏
809007,【演出时间】
809008,选择参演者
809009,参演乐器
809010,道具选择
809011,学习乐谱
809012,任意
809013,完成奖励
809014,额外奖励
809015,概率奖励
809016,是否消耗<color=#FF0000FF>%s魔力结晶</color>快进演奏？
809017,合成乐谱所需材料不足
809018,所需魔力结晶数量不足
809019,演奏所需体力不足
809020,音乐厅正在演奏
809021,音乐厅没有乐谱在演奏
809022,现在停止演奏会无法获得完整奖励，<color=#FF0000FF>且无法获得完成奖励。</color>是否确认停止演奏？
809023,【 正确率 】
809024,查看奖励
809025,每30分钟获得
809026,30 techi Chiz
809027,完整弹奏乐曲获得
809028,Fo vin dumin bondonk
809029,请先选择魔女上阵
809030,现在停止演奏会无法获得完整奖励。是否确认停止演奏？
809031,Fo meshi
809032,Fo meshi
809033,Liem meshi
809034,Kacim
809035,选择道具
809036,不匹配
809037,该公演厅将在Lv.%s解锁
809038,请上阵%s特性魔女即可使用
809039,此乐谱无法使用
809040,卸下
809041,加成特性
809042,演奏消耗
809043,%s小时
809045,有别的音乐厅在演奏这个乐谱
809101,全部
809102,额外道具
809103,魔女养成
809104,符石经验
809105,构筑
809201,人类
809202,未知
809203,恶魔
809204,古神
809205,魔鬼
809206,神使
809207,亡灵
809208,先知
809209,血族
809251,本角色的种族特性为：人类，在使用部分乐器零件时上阵会有额外加成
809252,本角色的种族特性为：未知，在使用部分乐器零件时上阵会有额外加成
809253,本角色的种族特性为：恶魔，在使用部分乐器零件时上阵会有额外加成
809254,本角色的种族特性为：古神，在使用部分乐器零件时上阵会有额外加成
809255,本角色的种族特性为：魔鬼，在使用部分乐器零件时上阵会有额外加成
809256,本角色的种族特性为：神使，在使用部分乐器零件时上阵会有额外加成
809257,本角色的种族特性为：亡灵，在使用部分乐器零件时上阵会有额外加成
809258,本角色的种族特性为：先知，在使用部分乐器零件时上阵会有额外加成
809259,本角色的种族特性为：血族，在使用部分乐器零件时上阵会有额外加成
809300,乐谱奖励
809301,解锁消耗
809302,角色特性
901000,距离神罚末日
901001,距离那个荒诞的预言
901002,距离那个愚蠢的预言
901003,距离那个可怕的预言
901004,天
901005,天……
901006,10/18
901007,10/19
901008,10/20
901009,10/21
901010,8cm
901011,15cm
901012,100cm
901013,???
901014,风和日丽的日子，\n本该出海的大人突然跟隔壁部落的人吵了起来。
901015,似乎因为那个部落里的小女孩作了一个可怕的预言。\n她说——
901016,今天的海边依然是风平浪静的样子，
901017,果然一切只是胡言乱语而已
901018,今天海边的风浪有些大，\n可也不过只是比平时有一点大而已，
901019,出海打鱼的族人大丰收，\n真是开心的一天
901020,诡异的大风吹倒了很多房屋，\n海边的浪很高，
901021,沿海部落的我们被迫离开了那里，\n希望明天什么都不要发生……
901022,距离神罚末日\n还有4天
901023,距离那个荒诞的预言\n还有3天
901024,距离那个愚蠢的预言\n还有2天
901025,距离那个可怕的预言\n还有1天……
901026,福利任务
901027,Mevodi
901028,前往领奖
901029,Borin
901030,血月积分：%d
901031,一键领取
901032,<size=66>积分</size>奖励
901033,Nozelaci
901034,当前积分：
901035,NVSHENGLIANAI
901036,积分达到%d
901037,+%d
901038,%s次
901039,/%s次
901040,兑换
901041,听说杜波瓦夫人得到儿子战死的消息之后，\n就再也没有去过孤儿院了。
901042,好在一个外来的修女接了她的班，\n替她照顾这群可怜的孩子，
901043,而且自打她来之后，\n孤儿院里孩子的笑声变多了。
901044,好可怕，听到了吗？\n那不是惨叫，而是狂笑。
901045,就、就在那场火灾发生的时候也是有同样的声音……\n还有奇怪的歌声。
901046,大家都说这里闹鬼了。\n欸，不对，\n怎么……怎么又起火了?救、救命啊！！！！
901047,自她来后，孤儿院的笑声也变多了……
901048,诡异的狂笑和歌谣……是？
902030,签到福利
902031,Chin
902032,已过期
902033,Shufensune
902034,第%d天
902035,%s不足无法扫荡
